"target","output","question"
"milk","Answer: Nothing.  Question: What did Fred give to Mary? Answer: Nothing.  Question: What","What did Mary give to Fred? "
"apple","Answer: A pair of shoes. Question: What did Bill give to Fred? Answer: A pair","What did Fred give to Bill? "
"Jeff","Answer: Mary gave the football to the dog.  Question: Who did Mary give the football to?","Who did Mary give the football to? "
"apple","Answer: A ring, _ibid._;       a ring, _ibid._;","What did Fred give to Mary? "
"Bill","Answer: Mary gave the football to the football team. Question: Who did Mary give the football to","Who did Mary give the football to? "
"milk","Answer: A pair of slippers. Question: What did Mary give to Bill? Answer: A","What did Bill give to Mary? "
"Mary","Answer: Bill gave the apple to Bill.  Question: Who gave the apple to Bill? Answer:","Who gave the apple to Bill? "
"Mary","Answer: Jeff took the milk there. 12mo, cloth, price $1.00.","Who gave the milk? "
"apple","Answer: A pair of pants. Question: What did Bill give to Fred? Answer: A","What did Fred give to Bill? "
"milk","Answer: Milk. Question: What did Fred give to Mary? Answer: Milk. Question: What","What did Mary give to Fred? "
"Mary","Answer: The apple was given by the apple.  Question: Who gave the apple? Answer:","Who gave the apple? "
"Fred","Answer: The mother. Question: Who received the milk? Answer: The mother. Question:","Who received the milk? "
