"target","output","question"
"Jeff","Answer: Jeff. Question: Who did Jeff give the milk to? Answer: Mary. Question:","Who did Fred give the milk to? "
"apple","Answer: An apple. Question: What did Jeff do with the apple? Answer: He put it","What did Mary give to Jeff? "
"Jeff","Answer: The man who was playing the game. Question: Who received the bonds? Answer: The","Who received the football? "
"milk","Answer: Milk. Question: What did Bill give to Mary? Answer: A kiss. Question:","What did Mary give to Bill? "
"Jeff","Answer: Jeff. Question: Who was weeping? Answer: Arne and Mary. Question","Who received the apple? "
"Mary","Answer: Mary. Question: What did Mary do with the milk? Answer: She poured it into","Who gave the milk? "
"Mary","Answer: Fred. Question: Who got the apple? Answer: Mary. Question: Who got the","Who gave the football? "
"milk","What did Jeff give to Mary? What did Mary give to Henry? What did Henry give to Mary","What did Mary give to Jeff? "
"apple","Answer: The apple. Question: What did Mary give to Fred? Answer: The milk. Question","What did Fred give to Mary? "
"Fred","Answer: Fred.  </question>  <question> Question: What did the mayor do? Answer:","Who gave the football to Mary? "
"Fred","Answer: Fred. Question: Who gave the apple? Answer: Jeff. Question: Who taught the","Who received the apple? "
"Fred","Answer: Fred. Question: Who gave the apple? Answer: Bill. Question: Who travelled to","Who received the apple? "
"apple","What did Fred give to Mary?  What did Mary give to Fred?  What did","What did Mary give to Fred? "
"Mary","Answer: Mary. Question: Who gave the milk? Answer: Bill. Question: Who strained her","Who received the milk? "
"Mary","Answer: Mary. Question: Who gave the football to Mary? Answer: Bill. Question","Who gave the football to Fred? "
"Bill","Answer: Bill. Question: Who passed the milk to Bill? Answer: Jeff. Question: Who","Who received the milk? "
"Jeff","Answer: Jeff. Question: Who gave the apple to Jeff? Answer: Bill. Question: Who","Who gave the apple to Bill? "
"Bill","Bill. Why? Because he was the younger. Why did he give it to Fred?","Who gave the milk to Fred? "
"Jeff","Answer: The children. Question: How did you get it? Answer: I carried it in","Who received the milk? "
"Fred","Answer: Fred. Question: Who gave the football? Answer: Mary. Question: Who journey","Who received the football? "
"Mary","Answer: Mary. Question: Who made the notes? Answer: Forrester. Question:","Who received the milk? "
"Mary","Answer: The football was received by the referee, who was a man named Mr. W.","Who received the football? "
"Jeff","Answer: Fred. Question: Who dropped the apple? Answer: Fred. Question: Who took","Who gave the apple? "
"milk","What did Bill give to Mary? What did Mary give to Angeline? What did Angeline","What did Mary give to Bill? "
"Bill","Answer: Mary. Question: What did Carmen say? Answer: ""You must not watch this","Who received the milk? "
