"target","output","question"
"Jeff","Answer: Fred </context>  Okay, let's tackle this question. The user is asking","Who did Fred give the football to? "
"Fred","Answer: Mary <context> Fred picked up the football there. Fred put down the football there","Who received the milk? "
"Jeff","Answer: Jeff <context> But having made such a sacrifice, why are you determined to","Who gave the milk to Fred? "
"milk","Answer: </context> Answer: milk Answer: milk Answer: milk Answer","What did Mary give to Bill? "
"Mary","Answer: Answer: Mary Answer: Mary Answer: Mary Answer: Mary Answer","Who received the football? "
"Fred","Answer: Jeff <context> I      presented a petition to him that he should help to","Who gave the milk to Jeff? "
"milk","Answer: Answer: Jeff gave the milk to Bill.   Answer: milk Answer: milk","What did Jeff give to Bill? "
"Fred","Answer: Answer: Fred Answer: Fred Answer: Fred Answer: Fred Answer","Who received the apple? "
"Fred","Answer: Fred Okay, let's tackle this question. The user is asking, ""Who","Who gave the apple to Mary? "
"Jeff","Answer: Answer: Fred Answer: Fred Answer: Fred Answer: Fred Answer","Who gave the milk? "
"milk","Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer","What did Fred give to Mary? "
"Fred","Question: Who gave the apple to Bill? Answer: Mary Okay, let's try to figure","Who gave the apple to Bill? "
"Mary","Answer: Mary <context> The instruction I gave him was in these words: ""I","Who received the football? "
"apple","Answer: Answer: apple Answer: apple Answer: apple Answer: apple Answer","What did Fred give to Bill? "
"Bill","Answer: Bill Okay, let's tackle this question. The user is asking, ""Who","Who gave the football to Fred? "
"Fred","Answer: Fred Okay, let's tackle this question. The user is asking, ""Who","Who gave the football to Jeff? "
"milk","Answer: Answer: milk Answer: milk Answer: milk Answer: milk Answer","What did Mary give to Fred? "
"Bill","Answer: Bill <context> Mary took the apple there. Fred passed the apple to Bill.","Who did Fred give the apple to? "
"Fred","Answer: Answer: Jeff Answer: Jeff Answer: Jeff Answer: Jeff Answer","Who gave the milk? "
"Bill","Answer: Bill Okay, let's try to figure out who gave the apple based on the","Who gave the apple? "
"Mary","Answer: Answer: Mary Answer: Mary Answer: Mary Answer: Mary Answer","Who did Jeff give the apple to? "
"Mary","Answer: Fred Okay, let's try to figure out who gave the milk based on the","Who gave the milk? "
"milk","Answer: Answer:  Assistant: milk  The answer is derived from the context where it states","What did Fred give to Bill? "
"Bill","Answer: Answer: Bill Answer: Bill Answer: Bill Answer: Bill Answer","Who gave the football to Jeff? "
"Mary","Answer: Mary <context> Bill moved to the office. Where the batteries are very ext","Who gave the milk to Jeff? "
