"target","output","question"
"Jeff","Jeff Jeff Fred Jeff Fred Jeff Fred Jeff Fred Jeff Fred Jeff Fred Jeff Fred Jeff Fred Jeff Fred Jeff","Who did Fred give the milk to? "
"Jeff","Fred Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff","Who received the football? "
"Jeff","Jeff said Bill Bill said Bill Bill said Bill Bill said Bill Bill said Bill Bill said Bill Bill said","Who received the apple? "
"Mary","Jeff said Bill did. Bill said Fred did. Fred said Bill did. Bill said Fred did","Who gave the football? "
"apple","Mary took the apple. Mary took the apple. Mary took the apple. Mary took the apple.","What did Fred give to Mary? "
"Fred","Jeff Fred Fred Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff","Who received the apple? "
"apple","milk milk milk milk milk milk milk milk milk milk milk milk milk milk milk milk milk milk milk milk","What did Mary give to Fred? "
"Mary","Bill. Mary gave the football to Fred. Bill. Mary gave the football to Fred. Bill.","Who gave the football to Fred? "
"Jeff","Jeff went back to Bill. Jeff travelled to Bill. Jeff travelled to Bill. Jeff travelled to Bill","Who gave the apple to Bill? "
"Jeff","Jeff Answer: Jeff received milk. </context>  Question: Jeff received milk. Who received milk","Who received the milk? "
"Mary","Jeff Answer: Mary Question: Mary had milk? Jeff Answer: Jeff Question:","Who received the milk? "
"Jeff","Fred gave apple to Jeff. Jeff gave apple to Jeff. Jeff gave apple to Jeff. Jeff gave","Who gave the apple? "
"Bill","Fred went to the milkman. Jeff milked Bill. Jeff milked Bill. Jeff milked","Who received the milk? "
