"target","output","question"
"Jeff","Jeff","Who did Fred give the football to? "
"Bill","Bill. Mary gave the milk to Bill. Mary gave the milk to Bill. Mary gave the milk","Who did Mary give the milk to? "
"Jeff","Mary","Who did Fred give the milk to? "
"milk","Mary gave the parcel to Fred. Mary gave the parcel to Fred. Mary gave the parcel to Fred","What did Mary give to Fred? "
"Fred","Fred received the milk. Fred received the milk. Fred got the milk there. Fred went to the","Who received the milk? "
"apple","Mary gave the apple to Fred. Mary moved to the bathroom. Fred took the apple there. Fred","What did Mary give to Jeff? "
"apple","Fred gave the apple to Mary. I don't know whether I have a right to say this or","What did Mary give to Jeff? "
"apple","Bill gave the apple to Mary. Mary gave the apple to Fred. Fred gave the apple to Bill","What did Fred give to Bill? "
"Jeff","Fred gave the milk to Bill. Bill took the football there. Mary moved to the kitchen. Bill","Who gave the milk to Fred? "
"Fred","Mary","Who gave the apple to Mary? "
"Jeff","Mary got the apple there.","Who received the football? "
"Jeff","Jeff","Who did Mary give the football to? "
"milk","I would have","What did Mary give to Bill? "
"Bill","Fred","Who did Mary give the milk to? "
"milk","Fred","What did Mary give to Bill? "
"apple","Fred gave the apple to Mary. Mary gave the apple to Fred. Fred gave the apple to Mary","What did Fred give to Mary? "
"Mary","Mary.","Who received the football? "
"apple","Fred gave the apple to Bill. Fred gave the apple to Bill. Bill passed the apple to Fred","What did Fred give to Bill? "
"Jeff","Mary. “I saw one of them explode into a","Who received the apple? "
"Bill","Bill","Who did Mary give the football to? "
"Fred","Fred","Who gave the milk to Jeff? "
"Mary","Mary.","Who received the milk? "
"Mary","Fred gave the milk to Mary. Mary gave the milk to Fred. Fred gave the milk to Mary","Who gave the milk? "
"milk","Bill gave the milk to Mary. Mary gave the milk to Bill. Bill gave the milk to Mary","What did Bill give to Mary? "
"milk","Bill","What did Jeff give to Bill? "
"football","Fred gave the football to Jeff.","What did Jeff give to Fred? "
"Mary","Fred","Who gave the football? "
"Mary","Bill gave the apple to Mary. Mary gave the apple to Bill. Bill gave the apple to Mary","Who gave the apple to Bill? "
"Fred","Fred. Mary","Who received the apple? "
"Mary","Mary.","Who gave the milk to Bill? "
"milk","Mary gave the devil to Mr. Lockwood, in the house where I lived, I must","What did Mary give to Jeff? "
"Mary","Mary","Who gave the milk? "
"Fred","Mary gave the apple to Bill. Bill gave the apple to Mary. Mary took the apple to Fred","Who gave the apple to Mary? "
"football","Bill gave the apple to Mary. Mary","What did Bill give to Mary? "
"apple","Fred gave the apple to Mary. Mary took the apple from Fred. Mary picked up the apple.","What did Fred give to Mary? "
"apple","""Fred gave the apple to Bill.""","What did Fred give to Bill? "
"Jeff","Mary","Who gave the milk? "
"Bill","Bill","Who did Mary give the apple to? "
"Fred","Fred gave the apple to Mary. Fred gave the apple to Mary. Fred gave the apple to Mary","Who gave the football to Mary? "
"milk","Fred gave the milk to Mary. Mary gave the milk to Fred. Mary gave the milk to Fred","What did Mary give to Fred? "
"milk","Fred gave Mary a","What did Fred give to Mary? "
"Mary","Fred gave the football. Mary gave the football. Fred gave the football. Mary gave the football.","Who gave the football? "
"Fred","Fred.","Who received the apple? "
"Mary","Mary","Who gave the apple? "
"Fred","""","Who gave the apple to Bill? "
"apple","Fred gave the apple to Bill. Fred went to the office. Fred gave the apple to Bill.","What did Fred give to Bill? "
"Fred","Fred received the apple. Mary received the apple. Mary received the apple. Mary received the apple.","Who received the apple? "
"Fred","Fred.","Who received the milk? "
"Mary","Fred","Who received the football? "
"apple","Fred gave Mary the apple. Mary gave Bill the apple. Bill gave Mary the apple. Mary gave","What did Bill give to Mary? "
"apple","What did Fred give to Mary? What did Mary give to Fred? What did Fred give to Mary","What did Mary give to Fred? "
"apple","Fred gave the milk to Bill. Fred gave the milk to Bill. Fred gave the milk to Bill","What did Fred give to Bill? "
"apple","Fred gave","What did Fred give to Bill? "
"milk","Fred gave the","What did Jeff give to Fred? "
"Mary","Fred","Who received the milk? "
"Jeff","Fred","Who gave the football? "
"Bill","--I'd like to give the ball to Bill.","Who gave the football to Fred? "
"Mary","Fred","Who received the football? "
"Mary","Mary.","Who gave the football to Fred? "
"Jeff","Fred","Who did Bill give the milk to? "
"Fred","O","Who gave the football to Jeff? "
"Jeff","Fred gave the apple to Jeff. Jeff gave the apple to Fred. Jeff gave the apple to Fred","Who gave the apple to Fred? "
"Bill","Fred.","Who received the milk? "
"Jeff","Mary","Who did Bill give the apple to? "
"milk","Mary","What did Mary give to Fred? "
"Jeff","Jeff.","Who received the apple? "
"Jeff","Mary gave the apple to Bill.","Who gave the apple to Bill? "
"apple","Fred gave the apple to Mary. Mary gave the apple to Fred. Mary gave the apple to Fred","What did Mary give to Fred? "
"Bill","Bill.","Who did Fred give the apple to? "
"Jeff","Mary","Who gave the apple? "
"Bill","""I'll see you there,"" said Mary, ""and I'll be back here,"" said Fred","Who gave the milk to Fred? "
