target,output,question
Jeff,"(Monday, the take the take the take the/



import and be be be be be be be",Who did Fred give the football to? 
Bill,"Answer, the the the the the take the take the#echo and the#echo and be be be be",Who did Mary give the milk to? 
Jeff,"(Monday, the ﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿",Who did Fred give the milk to? 
milk,"(Monday, and the take theaeda, and be be be be be be be be be be",What did Mary give to Fred? 
Fred,"(Monday, and the take, and be be be be be be be be be be be be",Who received the milk? 
apple,"(Monday, and the take the take the take the#echo and be be be be be be be",What did Mary give to Jeff? 
apple,"(Monday, and the#echo and be be be be be be be be be be be be be",What did Mary give to Jeff? 
apple,"(Monday, the be be be be be be be be be be be be be be be be",What did Fred give to Bill? 
Jeff,"(Monday, the take, and be be be be be be be be be be be be be",Who gave the milk to Fred? 
Fred,"(Monday, and the be be be be be be be be be be be be be be be",Who gave the apple to Mary? 
Jeff,"(Monday, and the​

The​

«, and be be be be be be be be be",Who received the football? 
Jeff,"(Monday, the be be be be be be be be be be be be be be be be",Who did Mary give the football to? 
milk,"(Monday, the take the/



import and the#echo and be be be be be be be be",What did Mary give to Bill? 
Bill,"(2005. The take the take the/



import and be be be be be be be be",Who did Mary give the milk to? 
milk,"(Monday, and the take the take the#echo and be be be be be be be be be",What did Mary give to Bill? 
apple,"(Monday, the take the be be be be be be be be be be be be be be",What did Fred give to Mary? 
Mary,"(Monday, and the take the take the​

' href=""Saturday ﻿﻿ href=""Saturday href",Who received the football? 
apple,"(1, the the the the be the be be be be be be be be be be be",What did Fred give to Bill? 
Jeff,"(Monday, the take the take the#echo and be be be be be be be be be be",Who received the apple? 
Bill,"(1, the

••••••••, and the#echo and be be",Who did Mary give the football to? 
Fred,"(1, the the take the take the take the take the#echo and be be be be be",Who gave the milk to Jeff? 
Mary,"(Monday, the





The take the/



import and be be be be be be be",Who received the milk? 
Mary,"(1, the



The be be be be be be be be be be be be be",Who gave the milk? 
milk,"(Monday, the take the/



import and be be be be be be be be be be be",What did Bill give to Mary? 
milk,"(Monday, the take the/



import and be be be be be be be be be be be",What did Jeff give to Bill? 
football,"(Monday, and the​

‘American’s take the​

‘American​

‘Americanolumnchemicalchemical",What did Jeff give to Fred? 
Mary,"(200, the take the take the#echo and be be be be be be be be be be",Who gave the football? 
Mary,"(Monday, and the/



import and be be be be be be be be be be be be",Who gave the apple to Bill? 
Fred,"(Monday, the take, and the​

import and be be be be be be be be be",Who received the apple? 
Mary,"(1, the the the/



import and the/



import and the/



import href=""Saturday and",Who gave the milk to Bill? 
milk,"(Monday, the take the take the#echo and be be be be be be be be be be",What did Mary give to Jeff? 
Mary,"Answer, the take the take the be be be be be be be be be be be be be",Who gave the milk? 
Fred,"(Monday, the take the take theaeda, theaeda, be be be be be be be",Who gave the apple to Mary? 
football,"(Monday, the take the#echo and the#echo href=""Monday ﻿ href=""Monday href=""chemical",What did Bill give to Mary? 
apple,"(Monday, the take the take the/



import and be be be be be be be be be",What did Fred give to Mary? 
apple,"(Monday, and the/



import and the/



import and be be be be be be be be",What did Fred give to Bill? 
Jeff,"(1, the take the take the take the take the/



import and be be be be be",Who gave the milk? 
Bill,"(1, the take the take the#echo and be be be be be be be be be be",Who did Mary give the apple to? 
Fred,"(Monday, and the take the take the#echo and be be be be be be be be be",Who gave the football to Mary? 
milk,"(1, the

••••••••••chemicalchemicalchemicalchemicalchemical",What did Mary give to Fred? 
milk,"(Monday, the/



import and be be be be be be be be be be be be be",What did Fred give to Mary? 
