target,output,question
Jeff,Fred gave the football to Jeff.,Who did Fred give the football to? 
Bill,Mary gave the milk to Bill.,Who did Mary give the milk to? 
Jeff,Fred gave the milk to Bill.,Who did Fred give the milk to? 
milk,apple,What did Mary give to Fred? 
Fred,Bill.,Who received the milk? 
apple,apple.,What did Mary give to Jeff? 
apple,apple.,What did Mary give to Jeff? 
apple,apple.,What did Fred give to Bill? 
Jeff,Jeff gave the milk to Fred.,Who gave the milk to Fred? 
Fred,Fred gave the apple to Mary.,Who gave the apple to Mary? 
Jeff,Fred.,Who received the football? 
Jeff,Mary gave the football to Jeff.,Who did Mary give the football to? 
milk,apple.,What did Mary give to Bill? 
Bill,Mary gave the milk to Bill.,Who did Mary give the milk to? 
milk,apple.,What did Mary give to Bill? 
apple,apple.,What did Fred give to Mary? 
Mary,Fred.,Who received the football? 
apple,apple,What did Fred give to Bill? 
Jeff,Fred.,Who received the apple? 
Bill,Mary gave the football to Fred.,Who did Mary give the football to? 
Fred,Bill gave the milk to Jeff.,Who gave the milk to Jeff? 
Mary,Bill.,Who received the milk? 
Mary,Bill gave the milk.,Who gave the milk? 
milk,Bill gave the milk to Mary.,What did Bill give to Mary? 
milk,milk.,What did Jeff give to Bill? 
football,football.,What did Jeff give to Fred? 
Mary,Jeff gave the football.,Who gave the football? 
Mary,Fred gave the apple to Bill.,Who gave the apple to Bill? 
Fred,Fred.,Who received the apple? 
Mary,Bill.,Who gave the milk to Bill? 
milk,apple,What did Mary give to Jeff? 
Mary,Bill gave the milk.,Who gave the milk? 
Fred,Fred gave the apple to Mary.,Who gave the apple to Mary? 
football,Bill gave the milk to Mary.,What did Bill give to Mary? 
apple,apple.,What did Fred give to Mary? 
apple,apple.,What did Fred give to Bill? 
Jeff,Bill gave the milk.,Who gave the milk? 
Bill,Fred.,Who did Mary give the apple to? 
Fred,The answer is Jeff.,Who gave the football to Mary? 
milk,apple.,What did Mary give to Fred? 
milk,apple.,What did Fred give to Mary? 
Mary,Jeff gave the football.,Who gave the football? 
Fred,Fred.,Who received the apple? 
Mary,Fred gave the apple.,Who gave the apple? 
Fred,Fred gave the apple to Bill.,Who gave the apple to Bill? 
apple,apple,What did Fred give to Bill? 
Fred,Fred.,Who received the apple? 
Fred,Bill.,Who received the milk? 
Mary,Jeff gave the football.,Who received the football? 
apple,apple.,What did Bill give to Mary? 
apple,apple.,What did Mary give to Fred? 
apple,apple.,What did Fred give to Bill? 
apple,apple,What did Fred give to Bill? 
milk,milk.,What did Jeff give to Fred? 
Mary,Bill.,Who received the milk? 
Jeff,Jeff gave the football.,Who gave the football? 
Bill,Jeff gave the football to Fred.,Who gave the football to Fred? 
Mary,Fred.,Who received the football? 
Mary,Jeff gave the football to Fred.,Who gave the football to Fred? 
Jeff,Bill gave the milk to Jeff.,Who did Bill give the milk to? 
Fred,The answer is Jeff.,Who gave the football to Jeff? 
Jeff,Fred.,Who gave the apple to Fred? 
Bill,Bill.,Who received the milk? 
Jeff,Bill gave the apple to Fred.,Who did Bill give the apple to? 
milk,apple.,What did Mary give to Fred? 
Jeff,Fred.,Who received the apple? 
Jeff,Fred gave the apple to Bill.,Who gave the apple to Bill? 
apple,apple.,What did Mary give to Fred? 
Bill,Fred gave the apple to Bill.,Who did Fred give the apple to? 
Jeff,Fred.,Who gave the apple? 
Bill,Bill gave the milk to Fred.,Who gave the milk to Fred? 
Bill,Jeff gave the football to Fred.,Who did Jeff give the football to? 
Fred,Bill gave the milk.,Who gave the milk? 
apple,apple.,What did Mary give to Bill? 
Jeff,Bill.,Who received the milk? 
Bill,Fred gave the milk to Bill.,Who did Fred give the milk to? 
Bill,Fred gave the apple.,Who gave the apple? 
Jeff,Fred gave the apple.,Who gave the apple? 
Fred,Fred.,Who received the football? 
football,apple.,What did Mary give to Fred? 
Mary,Fred.,Who did Jeff give the apple to? 
football,apple.,What did Jeff give to Mary? 
Mary,Bill.,Who received the milk? 
milk,apple.,What did Mary give to Fred? 
Mary,Bill gave the milk.,Who gave the milk? 
Bill,Bill gave the milk to Mary.,Who gave the milk to Mary? 
Mary,Fred.,Who received the football? 
Fred,Fred gave the apple.,Who gave the apple? 
milk,apple,What did Fred give to Bill? 
Fred,Bill gave the milk to Fred.,Who did Bill give the milk to? 
Jeff,Fred gave the apple.,Who gave the apple? 
Fred,Bill gave the apple to Fred.,Who did Bill give the apple to? 
Bill,Jeff gave the football to Jeff.,Who gave the football to Jeff? 
Bill,Fred.,Who did Jeff give the apple to? 
milk,apple.,What did Mary give to Bill? 
Mary,Bill gave the milk to Jeff.,Who did Bill give the milk to? 
Mary,Bill gave the milk to Jeff.,Who gave the milk to Jeff? 
Fred,Bill gave the milk.,Who gave the milk? 
Bill,Bill.,Who received the milk? 
Fred,Jeff gave the football.,Who gave the football? 
