"target","output","question"
"Jeff","Jeff  Answer: Jeff  </context>  </context>  </context>  </context>  </context","Who did Fred give the football to? "
"Bill","Bill  Answer: Mary gave the milk to Bill. Mary passed the milk to Bill. Jeff went","Who did Mary give the milk to? "
"Jeff","Jeff  Answer: Fred gave the milk to Jeff. Mary went back to the hallway. Fred went","Who did Fred give the milk to? "
"milk","Milk  Answer: Mary passed the milk to Fred. He seized his hat, and ten Fred discarded","What did Mary give to Fred? "
"Fred","Jeff  Answer: Mary  Question: Who went to the bedroom? Jeff  Answer: Jeff went","Who received the milk? "
"apple","Apple  Answer: Mary gave the apple to Jeff. Mary handed the apple to Jeff. Charge and","What did Mary give to Jeff? "
"apple","apple  Answer: Mary gave the apple to Jeff.  Question: What did Mary give to Fred?","What did Mary give to Jeff? "
"apple","apple  Answer: Fred gave the apple to Bill.","What did Fred give to Bill? "
"Jeff","Jeff  Answer: Jeff gave the milk to Fred  Question: Who took the football? Bill","Who gave the milk to Fred? "
"Fred","Bramante  Answer: Bramante  </context>  </s>  </p>  </p>","Who gave the apple to Mary? "
"Jeff","Mary  Answer: Mary received the football there.  Question: Who gave the apple to Mary? Fred","Who received the football? "
"Jeff","Jeff  Answer: Mary gave the football to Jeff  Question: Who did Jeff pass the football to","Who did Mary give the football to? "
"milk","Answer: Milk. Question: What did Mary give to Bill? Answer: Milk. Question: What","What did Mary give to Bill? "
"Bill","Bill  Answer: Mary gave the milk to Bill  Mary gave the milk to Bill  Mary gave","Who did Mary give the milk to? "
"milk","Milk  Answer: Mary handed the milk to Bill.  Question: What did Bill do? He went","What did Mary give to Bill? "
"apple","apple  Answer: apple  </context>  </context>  </context>  </context>  </context","What did Fred give to Mary? "
"Mary","Mary </question>  Answer: Mary received the football. Mary passed the football to Jeff. </","Who received the football? "
"apple","The apple.  Answer: Fred gave the apple to Bill.  Question: What did Bill give to Fred","What did Fred give to Bill? "
"Jeff","Mary  Answer: Mary received the apple. Mary got the apple there. Mary passed the apple to","Who received the apple? "
"Bill","Bill  Answer: Mary handed the football to Bill. Then one of the local engineers suggested that","Who did Mary give the football to? "
"Fred","Fred  Answer: He gave the milk to Jeff. He had actually begun to doubt whether the accomplished","Who gave the milk to Jeff? "
"Mary","Mary </q>","Who received the milk? "
"Mary","Mary  Answer: Mary gave the milk to Fred. Fred passed the milk to Mary.  </context","Who gave the milk? "
"milk","milk  Answer: Bill gave the milk to Mary. Bill gave the milk to Mary. Bill gave","What did Bill give to Mary? "
"milk","Milk  Answer: Jeff gave milk to Bill.","What did Jeff give to Bill? "
"football","football  Answer: football  Question: What did Fred give to Jeff? football  Answer: football","What did Jeff give to Fred? "
"Mary","Mary. I'm not a good seaman's wife. Mary gave the football to Jeff. I","Who gave the football? "
"Mary","Mary  Answer: Mary gave the apple to Bill. Bill handed the apple to Mary. ""Ver","Who gave the apple to Bill? "
"Fred","Mary  Answer: Mary received the apple. Mary took the apple. Mary took the apple. Mary","Who received the apple? "
"Mary","Mary. I cannot unite myself with the party of destruction. It is an operative cause alien to my","Who gave the milk to Bill? "
"milk","milk  Answer: Mary gave Jeff milk.  Question: What did Jeff do? dropped  Answer:","What did Mary give to Jeff? "
"Mary","Mary  Answer: Jeff  Question: Who took the milk? Jeff  Answer: Mary  Question","Who gave the milk? "
"Fred","Mary gave the apple to Fred. Fred handed the apple to Mary. Mary discarded the milk. Bill","Who gave the apple to Mary? "
"football","The apple. Mary went to the kitchen. Mary took the football there. Mary gave the football to","What did Bill give to Mary? "
"apple","Mary went back to the bathroom. Mary went back to the bathroom. Mary went back to the bathroom","What did Fred give to Mary? "
"apple","Bill gave the apple to Fred. Bill went to the bathroom. Mary went to the kitchen. Mary","What did Fred give to Bill? "
"Jeff","Jeff  Answer: Mary  Question: What did Mary do? She gave the milk to Jeff","Who gave the milk? "
"Bill","Mary gave the apple to Bill. Mary gave the apple to Bill. Mary gave the apple to Bill","Who did Mary give the apple to? "
"Fred","Fred  Answer: Fred gave the football to Mary.  </context>  </s> </p>","Who gave the football to Mary? "
"milk","milk  Answer: Mary handed the milk to Fred.  ROBINS ABUNDANT--Not for","What did Mary give to Fred? "
"milk","milk  Answer: milk  </context>  </context>  </context>  </context>  </context","What did Fred give to Mary? "
"Mary","Mary  Question: What did the sun do? swept  Question: What did the man do?","Who gave the football? "
"Fred","Fred  Answer: Fred received the apple.  </s> </p> </s> </p","Who received the apple? "
"Mary","Mary  Answer: Mary gave the apple to Bill  Question: Who was the person who was going","Who gave the apple? "
"Fred","Fred  Answer: The Zouaves insisted on being escort, much to the terror of the young","Who gave the apple to Bill? "
"apple","apple  Answer: apple  Question: What did Mary go to? office  Answer: office","What did Fred give to Bill? "
"Fred","Fred  Answer: Fred  Question: Who went to the bathroom? Fred  Answer: Fred","Who received the apple? "
"Fred","Jeff  Question: Who went to the office? Mary  Question: Who went to the office?","Who received the milk? "
"Mary","Jeff  Answer: Jeff received the football. Jeff got the football there. Jeff got the football there","Who received the football? "
"apple","Bill gave Mary the apple. Mary gave it to the queen. Mary gave the apple to the queen","What did Bill give to Mary? "
"apple","The apple. Mary went back to the kitchen. He was careful in his answers never to","What did Mary give to Fred? "
