"target","output","question"
"Jeff","Mary went back to the hallway. She had become larger, and more powerful, somehow, than the","Who did Fred give the milk to? "
"apple","A. Fred B. Jeff C. Mary D. Eli D. Fred D. Jeff D.","What did Mary give to Jeff? "
"Jeff","Answer: The football was received by the football. The football was received by the football. The football","Who received the football? "
"milk","A. The milk B. The cream C. The butter D. The cheese  Answer: The","What did Mary give to Bill? "
"Jeff","Jeff  Question: What was the name of the little wanderer? Harry  Question: What was","Who received the apple? "
"Mary","Answer: The cow. Question: Who gave the milk? Answer: The cow. Question: Who","Who gave the milk? "
"Mary","Answer: The little girl who thinks a lot of Scotland. How did you know? I rather think","Who gave the football? "
"milk","A  Answer: Mary gave Jeff a wipe in the mouth and knocked him over a stool.  Question","What did Mary give to Jeff? "
"apple","Mary took the apple. Mary took the apple. Mary took the apple. Mary took the apple.","What did Fred give to Mary? "
"Fred","Fred handed the football to Mary. Mary went to the kitchen. Jeff went to the kitchen. Bill","Who gave the football to Mary? "
"Fred","Answer: The apple was given to the boy, and he ate it. The boy was im","Who received the apple? "
"Fred","Fred. Bill. Bill. Bill. Bill. Bill. Bill. Bill. Bill. Bill.","Who received the apple? "
"apple","What did she say to him? What did she say to Arne? What did she say to","What did Mary give to Fred? "
"Mary","Bill gave the milk to Mary. Bill gave the milk to Jerry. Bill gave the milk to Smith","Who received the milk? "
"Mary","Mary. Mary gave the football to Fred. Mary gave the football to Fred. Mary gave the football","Who gave the football to Fred? "
"Bill","A. The peasant B. The peasant's daughter C. The peasant's son D. The peasant","Who received the milk? "
"Jeff","Mary or Jeff?  The answer is Mary. Mary gave the apple to Bill.  Question: Who travelled","Who gave the apple to Bill? "
"Bill","A. Barney B. Frank C. The boy D. The boy's father E. The boy","Who gave the milk to Fred? "
"Jeff","What was the result of the milk? What was the result of the milk? What was the result","Who received the milk? "
"Fred","Mary gave the football to Fred. Mary gave the football to Fred. Mary gave the football to Fred","Who received the football? "
"Mary","Mary put down the milk.  DARBEY. The Dean made a searching examination of the Major","Who received the milk? "
"Mary","Answer: The ball was given to the King, Queen, and Prince, of whom Smith had told","Who received the football? "
"Jeff","Fred gave the apple to Mary. Mary gave the apple to Fred. Mary gave the apple to Fred","Who gave the apple? "
"milk","What was the name of the cave?  Answer: Mary gave Bill a lamp. The name of the","What did Mary give to Bill? "
"Bill","Mary got the milk there. The following is a statement of the number of British and foreign ships","Who received the milk? "
