"target","output","question"
"Bill","Answer: Who did Mary give the milk to? Question: Who did Mary give the milk to?","Who did Mary give the milk to? "
"apple","Answer: Nothing. Question: What did Jeff. give to Mary? Answer: Nothing. Question:","What did Mary give to Jeff? "
"Fred","Answer: The apple was given to Mary by the Countess of Sunderland, who gave it to","Who gave the apple to Mary? "
"Bill","Answer: Mary gave the milk to the cows. Question: Who did Mary give the milk to","Who did Mary give the milk to? "
"apple","Answer: An apple. Question: What did Bill give to Fred? Answer: An apple.","What did Fred give to Bill? "
"Mary","Answer: Who received the milk? Question: Who received the milk? Answer: Who received the milk","Who received the milk? "
"football","Answer: Nothing. Question: What did Fred give to Jeff? Answer: Nothing. Question:","What did Jeff give to Fred? "
"Mary","Answer: Mary Mundy, who gave the milk to Bill. Question: Who gave the milk to","Who gave the milk to Bill? "
"football","Answer: Nothing. Question: What did Mary give to Bill? Answer: Nothing. Question: What","What did Bill give to Mary? "
"Bill","Answer: Mary gave the apple to the minister. Question: Who did Mary give the apple to","Who did Mary give the apple to? "
"Mary","Answer: Fred. *     *     *     *     *  The Chicago District, including the points","Who gave the football? "
"apple","Answer: A box of candy. Question: What did Bill give to Fred? Answer: A","What did Fred give to Bill? "
"apple","Answer: Nothing. Question: What did Mary give to Bill? Answer: Nothing. Question: What","What did Bill give to Mary? "
"milk","Answer: Milk. *       *       *       *       *       *       *       *","What did Jeff give to Fred? "
"Mary","Answer: Who received the football? Question: Who received the football? Answer: Who received the football","Who received the football? "
"Jeff","Answer: Jeff went to the office. He was at that time a physician of the old school practicing","Who gave the apple to Fred? "
"Jeff","Answer: Jeff. 3. Question: Who gave the apple? Answer: Fred. Question:","Who received the apple? "
"Jeff","Answer: Adam. Question: Who gave the apple? Answer: Adam. Question: Who gave the","Who gave the apple? "
"apple","Answer: Nothing. Question: What did Bill give to Mary? Answer: Nothing. Question: What","What did Mary give to Bill? "
"Jeff","Answer: Bill. Question: Who ate the apple? Answer: Bill. Question: Who sold the","Who gave the apple? "
"football","Answer: Nothing. Question: What did Mary give to Jeff? Answer: Nothing. Question: What","What did Jeff give to Mary? "
"Bill","Answer: Bill gave the milk to Mary.  Question: Who gave the milk to Mary? Answer:","Who gave the milk to Mary? "
"Fred","Answer: Fred. Question: Who did Arne marry? Answer: Margit. Question: Who","Who did Bill give the milk to? "
"Bill","Answer: Bill. Question: Who did Jeff give the apple to? Answer: Bill. Question:","Who did Jeff give the apple to? "
"Fred","Answer: Mary. Question: Who gave the guns? Answer: Fred. Question: Who gave the","Who gave the milk? "
