"target","output","question"
"Bill","Answer: Mary gave the milk to the cat. Question: Who did Mary give the milk to","Who did Mary give the milk to? "
"apple","and, and, and, and, and, and, and, and, and, and,","What did Mary give to Jeff? "
"Fred","Answer: The apple was given to Mary by the apple. Question: Who gave the apple to","Who gave the apple to Mary? "
"Bill","Answer: The baby. Question: Who did the baby give the milk to? Answer: The","Who did Mary give the milk to? "
"apple","Answer: Nothing. Question: What did Bill give to Fred? Answer: Nothing. Question:","What did Fred give to Bill? "
"Mary","Answer: The cat. Question: Who received the bread? Answer: The dog. Question: Who","Who received the milk? "
"football","Answer: Nothing. Question: What did Fred give to Jeff? Answer: Nothing. Question: What","What did Jeff give to Fred? "
"Mary","Answer: The Brownies. Question: Who gave the milk to Bill? Answer: The Brownies","Who gave the milk to Bill? "
"football","Answer: A pair of gloves. Question: What did Mary give to Bill? Answer: A pair","What did Bill give to Mary? "
"Bill","Answer: Barney.  Question: Who did Barney give the apple to? Answer: Mary.  Question:","Who did Mary give the apple to? "
"Mary","Answer: The General.  Question: Who kicked it? Answer: The General.  Question: Who caught","Who gave the football? "
"apple","Answer: A pair of shoes. Question: What did Bill give to Fred? Answer: A pair","What did Fred give to Bill? "
"apple","Answer: A piece of chalk. Question: What did Mary give to Bill? Answer: A piece","What did Bill give to Mary? "
"milk","Answer: Milk. Question: What did Fred give to Jeff? Answer: Nothing. Question:","What did Jeff give to Fred? "
"Mary","Answer: The major. Question: Who kicked it? Answer: The major. Question:","Who received the football? "
"Jeff","Answer: Fred gave the apple to Fred. Question: Who gave the apple to Fred? Answer","Who gave the apple to Fred? "
"Jeff","Answer: Miss Maggie.  Question: Who received the apple? Answer: Miss Maggie.  Question: Who","Who received the apple? "
"Jeff","Answer: The apple was given by the apple tree.  Question: Who gave the apple tree?","Who gave the apple? "
"apple","Answer: A pair of socks.  Question: What did Bill give to Mary? Answer: A pair","What did Mary give to Bill? "
"Jeff","Answer: The monkey. Question: Who gave the banana? Answer: The monkey. Question: Who","Who gave the apple? "
"football","Answer: Nothing. Question: What did Mary give to Jeff? Answer: Nothing. Question:","What did Jeff give to Mary? "
"Bill","Answer: The cow. Question: Who gave the milk to Mary? Answer: The cow","Who gave the milk to Mary? "
"Fred","Answer: The cat.  Question: Who did Bill give the milk to? Answer: The cat.","Who did Bill give the milk to? "
"Bill","Answer: Ram Singh, Maharajah of Jeypoor. Question: Who did Ram Singh","Who did Jeff give the apple to? "
"Fred","Answer: The cow. Question: Who gave the eggs? Answer: The hen. Question: Who","Who gave the milk? "
