"target","output","question"
"bedroom","Answer: In the tree. Question: Where is the tree? Answer: In the orchard.","Where is the apple? "
"kitchen","Answer: In the refrigerator. Question: What is the name of the man who invented the telephone?","Where is the milk? "
"bathroom","Answer: In the left ear. Question: Where is the football? Answer: In the left","Where is the football? "
"bedroom","Answer: In the kitchen. Question: Where is the apple? Answer: In the kitchen.","Where is the apple? "
"garden","Answer: In the cow. Question: Where is the cow? Answer: In the field.","Where is the milk? "
"garden","Answer: In the cow. Question: Where is the cow? Answer: In the field.","Where is the milk? "
"garden","Answer: In the goal. Question: Where is the goal? Answer: In the football.","Where is the football? "
"hallway","Answer: In the tree. Question: Where is the tree? Answer: In the garden.","Where is the apple? "
"hallway","Answer: In the milk-vessels. Question: Where is the milk-vessel? Answer:","Where is the milk? "
"bathroom","Answer: In the milk-pail. Question: Where is the milk-pail? Answer","Where is the milk? "
"garden","Answer: In the tree. Question: Where is the apple? Answer: In the tree.","Where is the apple? "
"hallway","What is the significance of the apple?  Answer: The apple is the symbol of the fall of man","Where is the apple? "
"garden","Answer: In the pitcher. Question: Where is the cream? Answer: In the pitcher. Question","Where is the milk? "
"office","Answer: In the cow. Question: Where is the cow? Answer: In the field.","Where is the milk? "
"office","Answer: In the box. Question: Where is the football? Answer: In the box. Question","Where is the football? "
"garden","Answer: In the </context>  Question: Where is the football? Answer: In the","Where is the football? "
"bedroom","Answer: In the back of the book. Question: Where is the football? Answer: In the","Where is the football? "
"garden","Answer: In the breast. Question: Where is the breast? Answer: In the mother","Where is the milk? "
"garden","Answer: In the hall. Question: Where is the hall? Answer: In the house.","Where is the football? "
"kitchen","Answer: In the tree. Question: Where is the tree? Answer: In the garden.","Where is the apple? "
"office","Answer: In the tree. Question: Where is the tree? Answer: In the garden.","Where is the apple? "
"bathroom","Answer: In the tree. Question: Where is the tree? Answer: In the garden. Question","Where is the apple? "
"bedroom","Answer: In the tree. Question: Where is the tree? Answer: In the garden. Question","Where is the apple? "
"bedroom","Answer: In the mouth of the serpent. Question: What is the serpent? Answer: The devil","Where is the apple? "
"bedroom","Answer: In the cow. Question: Where is the cow? Answer: In the field.","Where is the milk? "
