"target","output","question"
"kitchen","Answer: John is in the garden, and Mary is at the well. Question: Where is","Where is John? "
"bathroom","Answer: She is in the room where the boys are. Question: Who is the doctor?","Where is Sandra? "
"office","Answer: In the office of the editor of the Osteopathic Review, in Chicago, Ill","Where is Daniel? "
"hallway","Answer: She is in the kitchen. Question: Where is John? Answer: He is in","Where is Mary? "
"bedroom","Answer: In the bedroom. Question: What happened to the train? Answer: It","Where is John? "
"bedroom","Answer: Mary is in the hospital. Question: How long has Mary been in the hospital? Answer","Where is Mary? "
"office","Answer: Sandra is in the Caribbean. Question: What is the name of the island? Answer:","Where is Sandra? "
"bathroom","Answer: She is in the habit of keeping down, when awake, some sad regrets, which reveal","Where is Mary? "
"kitchen","Answer: Sandra is in the kitchen. Question: What is Sandra doing? Answer: Sandra is","Where is Sandra? "
"bathroom","Answer: Sandra is in the garden. Question: What is the disease? Answer: Foot and mouth","Where is Sandra? "
"bedroom","Answer: Mary is safe in the fort at the head of the bridge of boats. Question: How","Where is Mary? "
"bedroom","Answer: She is in the apartment across the corridor. She is in danger. She is in danger","Where is Sandra? "
"bedroom","Answer: Sandra is in the bathroom. Question: Where is Sandra? Answer: Sandra is in the","Where is Sandra? "
"hallway","Answer: She is in the hallway. Question: How long has she been there? Answer: She","Where is Mary? "
"bedroom","Answer: In the office. Question: Who is Sandra? Answer: A beautiful girl. Question:","Where is Sandra? "
"garden","Answer: In the garden. Question: Where is Angeline Hall? Answer: In the house","Where is John? "
"bedroom","Answer: She is in the kitchen. 31,645. [19]  Question: Where is","Where is Mary? "
"kitchen","Answer: In the kitchen. Question: Where is Mary? Answer: In the bedroom. Question:","Where is Daniel? "
"office","Answer: In the inner room. Question: Who is John? Answer: A tall, hump","Where is John? "
"bathroom","Answer: In the open air, with no protection save that of the wall, which the cater","Where is John? "
"bathroom","Answer: In the land of Shinar. Question: Where is the land of Shinar?","Where is Daniel? "
"bedroom","Answer: In the bedroom. Question: Where is Patience? Answer: In the hammock.","Where is John? "
"bedroom","Answer: In the bedroom. LXXXII./--_Of the Counterpoise._","Where is Daniel? "
"hallway","Answer: Sandra is in the minister's study. Question: What is Sandra doing? Answer: Sandra","Where is Sandra? "
"garden","Answer: She is in the kitchen. Question: What is the name of the place? Answer","Where is Sandra? "
