"target","output","question"
"Jeff","Jeff Jeff Fred Fred Jeff Fred Jeff Fred Jeff Fred Jeff Fred Jeff Fred Jeff Fred Jeff Fred Jeff Fred","Who did Fred give the football to? "
"Bill","Bill Mary Susan Fred John Julie Fred Julie Julie Julie Julie Julie Julie Julie Julie Julie Julie Julie Julie Julie","Who did Mary give the milk to? "
"Jeff","Jeff Mary Bill Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff","Who did Fred give the milk to? "
"milk","Jeff got the milk there.  Answer Fred Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff","What did Mary give to Fred? "
"Fred","Fred Mary Jeff Bill Fred Jeff Mary Bill Fred Jeff Mary Bill Fred Jeff Mary Bill Fred Jeff Mary Bill","Who received the milk? "
"apple","Fred Jeff Bill Mary Fred Jeff Bill Fred Jeff Bill Fred Jeff Bill Fred Jeff Bill Fred Jeff Bill Fred","What did Mary give to Jeff? "
"apple","Fred Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff","What did Mary give to Jeff? "
"apple","Jeff gave Mary the apple. Bill gave Fred the apple. Mary gave Jeff the apple. Fred","What did Fred give to Bill? "
"Jeff","Jeff Bill Fred Jeff Bill Fred Jeff Bill Fred Jeff Bill Fred Jeff Bill Fred Jeff Bill Fred Jeff Bill","Who gave the milk to Fred? "
"Fred","Fred John Bob Julie Bob Julie Julie Julie Julie Julie Julie Julie Julie Julie Julie Julie Julie Julie Julie Julie","Who gave the apple to Mary? "
"Jeff","Mary Susan Mary Susan Mary Susan Mary Susan Mary Susan Mary Susan Mary Susan Mary Susan Mary Susan Mary Susan","Who received the football? "
"Jeff","Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff","Who did Mary give the football to? "
"milk","Jeff moved to the kitchen Bill Bill Jeff Bill Jeff Bill Jeff Bill Jeff Bill Jeff Bill Jeff Bill Jeff","What did Mary give to Bill? "
"Bill","Fred Bill Jeff Mary Bill Jeff Jeff Bill Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff","Who did Mary give the milk to? "
"milk","Fred Mary Bill Mary Fred Bill Mary Fred Bill Mary Fred Bill Mary Fred Bill Mary Fred Bill Mary Fred","What did Mary give to Bill? "
"apple","Jeff gave Bill Jeff gave Bill Jeff gave Jeff Jeff gave Bill Jeff gave Jeff Jeff gave Bill Jeff Jeff","What did Fred give to Mary? "
