"target","output","question"
"kitchen","Answer: She is in the Tower. Question: Why is she in the Tower? Answer: Because","Where is Mary? "
"garden","Answer: She's gone to the club. Question: What club? Answer: The club.","Where is Mary? "
"office","Answer: He is in the woods, and, as I have already stated, he is,","Where is Daniel? "
"bathroom","Answer: She is in the garden, and, as usual, she is watching the waves.","Where is Sandra? "
"kitchen","Answer: She is in the library, sir, reading the newspaper. Question: What is the","Where is Sandra? "
"bedroom","Answer: In bed. Question: Why is John in bed? Answer: Because he is sick.","Where is John? "
"bedroom","Answer: In the Bible. Question: Where is the Bible? Answer: In the library. Question","Where is Daniel? "
"garden","Answer: In the kitchen, cooking. Question: Where is Daniel? Answer: In the kitchen","Where is Daniel? "
"garden","EMIL GRELIEU  She is in the garden. PIERRE  She is in","Where is Sandra? "
"garden","Answer: She is in the library, reading the newspaper. Question: What is Sandra reading?","Where is Sandra? "
"office","Answer: She is in the kitchen, cooking. Question: Where is the cook? Answer: She","Where is Mary? "
"bathroom","Answer: She is in the office. Question: Where is Sandra? Answer: She is in","Where is Sandra? "
"hallway","Answer: In the kitchen. Question: Where is Daniel? Answer: In the kitchen. Question","Where is Daniel? "
"kitchen","Answer: In the kitchen. *       *       *       *       *       *       *","Where is Daniel? "
"bedroom","Answer: She is in the kitchen. Question: Where is Mary? Answer: She is in","Where is Mary? "
"bedroom","Answer: Daniel is in de woods afo'  Question: Where is Daniel? Answer: Daniel is","Where is Daniel? "
"office","Answer: In the temple of the Lord. Question: Where is the temple of the Lord?","Where is Daniel? "
"office","Answer: In the house, and, as usual, in the midst of the bees. Question","Where is John? "
"bathroom","Answer: She is in the garden, picking flowers. Question: What is the matter with Sandra?","Where is Sandra? "
"office","Answer: She's gone to bed. Question: Why didn't she come down to supper?","Where is Sandra? "
"hallway","Answer: In the library, reading the newspaper. Question: What is Daniel reading?","Where is Daniel? "
"garden","Answer: In the kitchen. Question: Where is Mary? Answer: In the kitchen. Question:","Where is John? "
"office","Answer: He is in the kitchen. Question: Where is the kitchen? Answer: It is in","Where is John? "
"bedroom","Answer: He is in the kitchen, washing dishes. Question: Where is Fred? Answer: He","Where is Daniel? "
"office","Answer: He is in the kitchen, and, as usual, he is making a mess of","Where is John? "
