"target","output","question"
"Jeff","""I hope he won't be </context>  Question: Who did Fred give the football to","Who did Fred give the football to? "
"Bill","""I hope you won't be offended at my giving you the milk,"" said Mary,","Who did Mary give the milk to? "
"Jeff","Mary","Who did Fred give the milk to? "
"milk","(1) a dollar. (2) a dollar bill. (3) a dollar bill and","What did Mary give to Fred? "
"Fred","(1) Fred. (2) Bill. (3) The children. (4)","Who received the milk? "
"apple","(1) A rose. (2) A rose and a (3) A rose and","What did Mary give to Jeff? "
"apple","(1) A rose. (2) A rose and a card. (3) A","What did Mary give to Jeff? "
"apple","(1) A rose. (2) A pipe. (3) A pipe and a","What did Fred give to Bill? "
"Jeff","(1) Fred's mother. (2) Fred's father. (3) Fred's","Who gave the milk to Fred? "
"Fred","(1) The Earl of Bath. (2) The Earl of Bath and the Earl","Who gave the apple to Mary? "
"Jeff","(1) The Three-horned Osmia. (2) The Three-horned","Who received the football? "
"Jeff","(1) Mary gave the football to Jeff. (2) Mary gave the football to Jeff and","Who did Mary give the football to? "
"milk","(1) A letter. (2) A picture. (3) A picture and a","What did Mary give to Bill? "
"Bill","(1) Eleanor. (2) Aunt Beulah. (3) Aunt Gertrude","Who did Mary give the milk to? "
"milk","(1) A pledge. (2) A promise. (3) A pledge and a promise","What did Mary give to Bill? "
"apple","(1) A football. (2) A football and a ball. (3) A","What did Fred give to Mary? "
"Mary","(1) Jeff. (2) Mary. (3) Jeff and Mary. (4)","Who received the football? "
"apple","(1) A football. (2) A football and a football helmet.","What did Fred give to Bill? "
"Jeff","(1) The boy. (2) The girl. (3) The girl's mother","Who received the apple? "
"Bill","(1) The girl. (2) The girl's brother. (3) The girl","Who did Mary give the football to? "
"Fred","(1) The girl. (2) The sister. (3) The girl and the","Who gave the milk to Jeff? "
"Mary","(1) Jeff. (2) Jeff and Tillie. (3) Jeff and K.","Who received the milk? "
"Mary","(1) Jeff. (2) Fred. (3) Mary. (4) Fred and","Who gave the milk? "
"milk","(1) a rose. (2) a rose and a rose and a rose. (","What did Bill give to Mary? "
"milk","(1) a rose. (2) a ring. (3) a gold chain. (","What did Jeff give to Bill? "
"football","(1) a rose. (2) a rose and a rose. (3) a","What did Jeff give to Fred? "
"Mary","(1) The football was given to","Who gave the football? "
"Mary","(1) The football. (2) The football. (3) The football. (","Who gave the apple to Bill? "
"Fred","(1) The old man. (2) The young man. (3) The boy.","Who received the apple? "
"Mary","(1) Mary. (2) The old woman. (3) The dog. (","Who gave the milk to Bill? "
"milk","(1) A necklace. (2) A ring. (3) A bracelet. (4","What did Mary give to Jeff? "
"Mary","(1) Mopsa. (2) Mopsa's mother. (3) M","Who gave the milk? "
"Fred","(1) Anna. (2) Bill. (3) Tom Thumb. (4) The","Who gave the apple to Mary? "
"football","(1) A kiss. (2) A ring. (3) A diamond. (4","What did Bill give to Mary? "
"apple","(1) A kiss. (2) A kiss and a apple. (3) A","What did Fred give to Mary? "
"apple","(1) A kiss. (2) A penny. (3) A penny","What did Fred give to Bill? "
"Jeff","(1) Mary. (2) Fred. (3) Susan. (4) Susan's","Who gave the milk? "
"Bill","(1) Fred. (2) Pauline. (3) Pauline's sister. (","Who did Mary give the apple to? "
"Fred","(1) Fred. (2) Mary. (3) Bill. (4) None of","Who gave the football to Mary? "
"milk","(1) the milk. (2) the babies. (3) the babies and the milk","What did Mary give to Fred? "
"milk","(1) a few pennies. (2) a few pennies. (3) a","What did Fred give to Mary? "
"Mary","(1) Giovanni. (2) Giovanni and Giovanni. (3) Giovanni and Giovanni and Giovanni","Who gave the football? "
"Fred","(1) Giovanni. (2) Fred. (3) Eleanore. (4)","Who received the apple? "
"Mary","(1) Eleanore. (2) Nils. (3) Arne. (","Who gave the apple? "
"Fred","(1) Eleanore. (2) Fred. (3) Eleanore and Fred","Who gave the apple to Bill? "
"apple","(1) The apple. (2) The handkerchief. (3) The apple","What did Fred give to Bill? "
"Fred","(1) Fred. (2) Bill. (3) Mary. (4) Horace","Who received the apple? "
"Fred","(1) Fred. (2) Bill. (3) Jim. (4) Jim and","Who received the milk? "
"Mary","(1) Fred. (2) Bill. (3) Jim. (4) Tom.","Who received the football? "
"apple","(1) The apple. (2) The apple there. (3) The apple there there","What did Bill give to Mary? "
"apple","(1) A ring. (2) A hat. (3) A watch. (","What did Mary give to Fred? "
"apple","(1) A ring. (2) A bottle of wine. (3) A bottle of","What did Fred give to Bill? "
"apple","(1) A bottle of wine. (2) A bottle of wine and a bottle","What did Fred give to Bill? "
"milk","(1) A bottle of wine. (2) A bottle of milk. (3) A","What did Jeff give to Fred? "
"Mary","(1) Jeff. (2) Jeff. (3) Jeff. (4) Jeff.","Who received the milk? "
"Jeff","(1) The original text of the Song of Maldon will be found in Thorpe’s","Who gave the football? "
"Bill","(1) Bill (2) Jack (3) Jim (4) Jim and","Who gave the football to Fred? "
"Mary","(1) Eleanor (2) Eleanor and Eleanor's mother (3) Eleanor and Eleanor","Who received the football? "
"Mary","(1) Mary (2) Bill (3) George (4) Tom","Who gave the football to Fred? "
"Jeff","(1) Jeff (2) Mr. Blaisdell (3) Mr.","Who did Bill give the milk to? "
"Fred","(1) Julia (2) Julia's father (3) Julia's mother (","Who gave the football to Jeff? "
