"target","output","question"
"bathroom","Choices: A. In the bathroom B. In the kitchen C. In the garden","Where is Mary? "
"kitchen","""If you haue a good and skilfull gardner, and a good and skil","Where is Mary? "
"bedroom","Choices: A. In the kitchen B. In the bedroom C. In the dining","Where is Sandra? "
"garden","Choices: A. In the garden B. In the hallway C. In the kitchen","Where is Mary? "
"kitchen","Choices:  A. In the kitchen B. In the field C. In the","Where is Mary? "
"office","Answer: In the office.  Question: What is the main topic of the passage? Answer: The","Where is Daniel? "
"bathroom","Answer: Mary is in the bathroom.  Question: What is the name of the poem that mentions the","Where is Mary? "
"bathroom","Choices: A. In the bathroom B. In the kitchen C. In the garden","Where is Sandra? "
"kitchen","Choices: A. In the kitchen B. In the forest C. In the palace","Where is Sandra? "
"kitchen","Choices: A. In the kitchen B. In the field C. In the hospital","Where is Sandra? "
"hallway","Choices: A. In the anaesthetizing-room B. In the hospital C","Where is Sandra? "
"bedroom","Choices: A. In the bedroom B. In the garden C. In the kitchen","Where is John? "
"bedroom","Choices: A. In the kitchen B. In the bedroom C. In the field","Where is Mary? "
"bedroom","Answer: In the bedroom.  Question: What is the name of the girl who is the daughter of","Where is Daniel? "
"office","Choices: A. At the office B. At the Holland House C. At the","Where is Sandra? "
"garden","Choices: A. In the garden B. In the desert C. In the sea","Where is Daniel? "
"office","Choices: A. In the office B. In the castle C. In the army","Where is Mary? "
"garden","Answer: Sandra moved to the garden. Okay, let's see. The user is asking where","Where is Sandra? "
"kitchen","Choices: A. In a convent B. In a school C. In a hospital","Where is Sandra? "
"garden","Choices: A. In the garden B. In the room C. In the corridor","Where is Sandra? "
"bedroom","Answer: Mary is in the bedroom.  Question: What is the name of the school that Freddy attends","Where is Mary? "
"office","Choices: A. In the woods B. In the office C. In the hotel","Where is Mary? "
"office","Answer: Daniel travelled to the office.  Okay, so I need to figure out where Daniel is","Where is Daniel? "
"bathroom","Choices: A. In the bathroom B. In the kitchen C. In the garden","Where is Sandra? "
"office","Answer: Daniel is in the office.  Question: What is the name of the person who is in","Where is Daniel? "
"hallway","Choices: A. In the city B. At the river C. In the country","Where is Daniel? "
"office","Choices:  A. In the drawing-room  B. In the office  C. In","Where is John? "
"kitchen","Answer: In the kitchen.  Question: What is the main topic of the text? Answer: The","Where is Daniel? "
"hallway","Choices: A. In the hallway B. In the library C. In the office","Where is Sandra? "
"bedroom","Answer: In the bedroom.  Question: What is the name of the person who is the young chief","Where is Mary? "
"bedroom","Choices: A. In the bedroom B. In the living room C. In the","Where is Daniel? "
"bedroom","Options: A. In the bathroom B. In the bedroom C. In the cloak","Where is Daniel? "
"bathroom","Choices: A. In the bathroom B. In the kitchen C. In the garden","Where is Sandra? "
"office","Choices: A. In the hotel B. In the train C. In the house","Where is Daniel? "
"garden","Choices: A. In the garden B. In the kitchen C. In the living","Where is Sandra? "
"office","Choices: A. In the office. B. In the house. C. In the room","Where is John? "
"bedroom","Answer: John is in the context of a narrative about the construction of a pyramid and the discovery of","Where is John? "
"bathroom","Choices:  A) In the bathroom B) In the office C) In the","Where is Sandra? "
"hallway","Choices: A. In the Everglades B. In the Dismal Swamp","Where is Mary? "
"office","Answer: Sandra is in the city, as the context mentions ""the great, roaring city"" and","Where is Sandra? "
"hallway","Choices: A. In the hallway B. In the room C. In the field","Where is John? "
"hallway","Answer: In the hallway.  Question: What is the main topic of the text? Answer: The","Where is Daniel? "
"bathroom","Choices: A. In the bathroom B. In the classroom C. In the library","Where is John? "
"garden","Choices: A. In the observatory B. In the house C. In the","Where is John? "
"office","Answer: Mary is in the kitchen.   Question: What is the answer to the question ""","Where is Mary? "
"office","Choices: A. In the office B. In the field C. In the camp","Where is John? "
"hallway","Choices: A. In the hallway. B. In the library. C. In the museum","Where is John? "
"bedroom","Choices: A. In the pine grove B. In the card-room C.","Where is Daniel? "
"garden","Choices: A. In the garden. B. In the library. C. In the church","Where is Sandra? "
"office","Choices: A. In the office B. In the field C. At home","Where is John? "
