"target","output","question"
"bathroom","bathroom","Where is Mary? "
"kitchen","bathroom","Where is Sandra? "
"kitchen","bathroom","Where is Mary? "
"kitchen","bathroom Fred: ""Padre dear,"" she said, looking up at him with twinkling eyes","Where is John? "
"bedroom","bathroom Fred: bathroom","Where is Sandra? "
"office","bathroom","Where is John? "
"garden","bedroom","Where is Mary? "
"bathroom","bedroom","Where is Sandra? "
"kitchen","garden","Where is Mary? "
"bedroom","garden","Where is John? "
"office","bathroom","Where is Daniel? "
"office","bathroom","Where is Daniel? "
"bathroom","bedroom","Where is Mary? "
"bathroom","bedroom","Where is Sandra? "
"bathroom","bathroom","Where is Sandra? "
"hallway","garden Question: Where is Fred? bedroom","Where is Mary? "
"kitchen","bedroom","Where is Sandra? "
"office","bedroom","Where is Daniel? "
"kitchen","bedroom","Where is Sandra? "
"bedroom","garden Fred. He had fitted into the life here; he and his people had grown together.","Where is John? "
"hallway","bedroom","Where is Sandra? "
"bedroom","bedroom","Where is Mary? "
"bedroom","bedroom","Where is John? "
"bedroom","bedroom","Where is Mary? "
"bedroom","bedroom Fred: bathroom Fred: bathroom Fred: bathroom Fred: bathroom Fred:","Where is Mary? "
"garden","bedroom","Where is Mary? "
"bedroom","bedroom","Where is Daniel? "
"office","bedroom","Where is Sandra? "
"office","garden Question: Where is Fred? office Question: Where is Fred? office","Where is Sandra? "
"garden","bedroom","Where is Sandra? "
"garden","garden Fred: Fred is in garden","Where is Daniel? "
"bathroom","bedroom","Where is Mary? "
"office","bathroom 'Pray do not be too long at the Board of Guardians to-day.' 'I","Where is Mary? "
"kitchen","bathroom","Where is Sandra? "
"garden","bedroom","Where is Sandra? "
"kitchen","office","Where is Sandra? "
"kitchen","bedroom Question: Where is Fred? bathroom Question: Where is Fred? bathroom Question:","Where is Sandra? "
"garden","bathroom","Where is John? "
"garden","bedroom Fred: bathroom","Where is Sandra? "
"bathroom","bedroom Question: Where is Fred? garden Question: Where is Fred? garden Question:","Where is Sandra? "
