"target","output","question"
"bathroom","Answer: She is in the kitchen, washing dishes.  Question: Where is Peter? Answer: He","Where is Mary? "
"bedroom","Answer: She is in the kitchen, baking. Question: What is she baking? Answer: A","Where is Sandra? "
"kitchen","Answer: She is in the house of the Lord. Question: Where is Mary? Answer: She","Where is Mary? "
"bathroom","Answer: She is in the garden, picking flowers.  Question: What is Mary doing now? Answer","Where is Mary? "
"kitchen","Answer: In the south of Morocco, near the extreme south-west of the country, and","Where is Sandra? "
"hallway","Answer: She is in the kitchen. Question: Where is Sandra? Answer: She is in the","Where is Sandra? "
"bedroom","Answer: In the kitchen. Question: Where is Asaph Hall 3rd? Answer:","Where is Mary? "
"office","Answer: She's gone to the doctor's. Question: What doctor? Answer: The doctor.","Where is Sandra? "
"office","Answer: She is in the hospital.  Question: Where is Mary? Answer: She is in the","Where is Mary? "
"kitchen","Answer: She is in Paris, posing for the painters. Question: How much does she","Where is Sandra? "
"bedroom","Answer: She is gone, and hath left her husband, and is gone, and hath","Where is Mary? "
"office","Answer: ""I don't know. I'll ask him. He'll tell you. He'll","Where is Daniel? "
"office","Answer: He is in the cornfield. Question: How many men did Jackson lose? Answer","Where is Daniel? "
"office","Answer: In the lion-tamer's cage. Question: How long will he stay there?","Where is John? "
"hallway","Answer: Sandra is in prison. Question: Why is Sandra in prison? Answer: Sandra is","Where is Sandra? "
"bedroom","Answer: He is gone. Question: Where is Daniel? Answer: He is gone. Question","Where is Daniel? "
"bathroom","Answer: She is in the net. Question: How long has she been there? Answer:","Where is Sandra? "
"garden","Answer: It is in the province of Smyrna. Footnote 284:    [The mosaic","Where is Sandra? "
"bedroom","Answer: In the kitchen. Question: Where is John? Answer: In the kitchen. Question:","Where is John? "
"hallway","Answer: Mary is in the kitchen. Question: What is Mary doing? Answer: Mary is","Where is Mary? "
"hallway","Answer: In the hallway. Question: What color did the Egyptians paint their bodies? Answer:","Where is John? "
"bathroom","Answer: He is gone to the city. Question: What city? Answer: New York.","Where is John? "
"office",".  ""I am glad to see you, sir, and glad to see you, sir, and glad","Where is Mary? "
"hallway","Answer: In Paris. Question: Where is John? Answer: In Paris. Question: Where is","Where is John? "
"garden","Answer: She's gone to the bank. Question: How much did she get? Answer: She","Where is Sandra? "
