"target","output","question"
"Jeff","""I will not,"" said Morton, ""that I may not be called a traitor to the","Who did Fred give the football to? "
"Fred","Answer: Maggie. ""Well, Maggie, you are a good girl, and I am going","Who received the milk? "
"Jeff","Fred's mother. Fred's father. Fred's sister. Fred's brother. Fred's uncle.","Who gave the milk to Fred? "
"milk","""I have a present for you, Bill,"" said Mary, ""but I have not brought it","What did Mary give to Bill? "
"Mary","[33] The Nana Sahib, who was the man who had been the cause","Who received the football? "
"Fred","""I'll tell ye, an' ye'll be shamed av ye don't tell the","Who gave the milk to Jeff? "
"milk","A. a book B. a pen C. a pen and a book D. a pen and","What did Jeff give to Bill? "
"Fred","Adam. What is the difference between a man and a woman? A man is a being that","Who received the apple? "
"Fred","Mary's mother, Mary's father, Mary's brother, Mary's sister, Mary's uncle,","Who gave the apple to Mary? "
"Jeff","Answer: Fred. Edwards. Question: Who preached at Wotton? Answer: Wotton. Question","Who gave the milk? "
"milk","What did he do with it? What did he do with the boat? What did he do with","What did Fred give to Mary? "
"Fred","A. The King B. The Queen C. The Prince D. The King's brother  Question","Who gave the apple to Bill? "
"Mary","Burt Question: Who was the football given to? Burt Question: Who was the","Who received the football? "
"apple","A. a rose B. a rose bush C. a rose bush and a grape-vine D","What did Fred give to Bill? "
"Bill","Answer: Fred gave the football to Fred. Question: Who gave the football to Fred? Answer:","Who gave the football to Fred? "
"Fred","A. Eleanore B. Eleanore B. Eleanore C. Eleanore","Who gave the football to Jeff? "
"milk","(American) Answer: a handkerchief Question: What did Mary give to Fred? (","What did Mary give to Fred? "
"Bill","What did he say to her?  Question: What did Fred give the apple to? What did he","Who did Fred give the apple to? "
"Fred","Answer: The cow. Question: Who gave the peerages? Answer: The Crown. Question","Who gave the milk? "
"Bill","Answer: Mary. Question: Who gave the apple? Answer: Mary. Question: Who gave the","Who gave the apple? "
"Mary","A. Mary B. John C. George D. Artie  Question: What did Jeff give","Who did Jeff give the apple to? "
"Mary","Mary gave the milk to Fred.  Question: Who was the Superintendent? The Superintendent says he is somewhere","Who gave the milk? "
"milk","""I simply picked him up and tossed him over my head. I shall turn myself into Forty","What did Fred give to Bill? "
"Bill","Sam.  Question: What did Sam give to Jeff? A football.  Question: What did Sam give","Who gave the football to Jeff? "
"Mary","(1) The legal position of the Earl of March, and the legal position of the","Who gave the milk to Jeff? "
