"target","output","question"
"Jeff","Bill","Who did Fred give the football to? "
"Bill","Mary","Who did Mary give the milk to? "
"Jeff","Mary","Who did Fred give the milk to? "
"milk","Mary gave Fred a copy of her latest novel.  Question: What did Mary give to Fred? Mary","What did Mary give to Fred? "
"Fred","Bill","Who received the milk? "
"apple","Mary","What did Mary give to Jeff? "
"apple","Mary gave Jeff a book. Mary gave Jeff a book and a pen. Mary gave Jeff a book","What did Mary give to Jeff? "
"apple","Bill","What did Fred give to Bill? "
"Jeff","Bill","Who gave the milk to Fred? "
"Fred","Bill","Who gave the apple to Mary? "
"Jeff","Bill","Who received the football? "
"Jeff","Mary","Who did Mary give the football to? "
"milk","Bill","What did Mary give to Bill? "
"Bill","Mary","Who did Mary give the milk to? "
"milk","Bill","What did Mary give to Bill? "
"apple","Fred","What did Fred give to Mary? "
"Mary","Mary","Who received the football? "
"apple","Bill","What did Fred give to Bill? "
"Jeff","Bill","Who received the apple? "
"Bill","Bill","Who did Mary give the football to? "
"Fred","Bill","Who gave the milk to Jeff? "
"Mary","Bill","Who received the milk? "
"Mary","milk","Who gave the milk? "
"milk","Bill gave Mary a garden","What did Bill give to Mary? "
"milk","Bill","What did Jeff give to Bill? "
"football","Jeff","What did Jeff give to Fred? "
"Mary","Bill","Who gave the football? "
"Mary","Bill","Who gave the apple to Bill? "
"Fred","Bill","Who received the apple? "
"Mary","Bill","Who gave the milk to Bill? "
"milk","Mary","What did Mary give to Jeff? "
"Mary","milk","Who gave the milk? "
"Fred","Bill","Who gave the apple to Mary? "
"football","Bill","What did Bill give to Mary? "
"apple","milk","What did Fred give to Mary? "
"apple","Fred","What did Fred give to Bill? "
"Jeff","milk","Who gave the milk? "
"Bill","Bill","Who did Mary give the apple to? "
"Fred","Fred","Who gave the football to Mary? "
"milk","milk","What did Mary give to Fred? "
"milk","Fred","What did Fred give to Mary? "
"Mary","Bill","Who gave the football? "
"Fred","Fred","Who received the apple? "
"Mary","Bill","Who gave the apple? "
"Fred","Bill","Who gave the apple to Bill? "
"apple","Bill","What did Fred give to Bill? "
"Fred","Bill","Who received the apple? "
"Fred","Bill","Who received the milk? "
"Mary","Bill","Who received the football? "
"apple","apple","What did Bill give to Mary? "
"apple","milk","What did Mary give to Fred? "
"apple","milk","What did Fred give to Bill? "
"apple","Fred","What did Fred give to Bill? "
"milk","milk","What did Jeff give to Fred? "
"Mary","Bill","Who received the milk? "
"Jeff","Bill","Who gave the football? "
"Bill","Fred","Who gave the football to Fred? "
"Mary","Bill","Who received the football? "
"Mary","Mary","Who gave the football to Fred? "
"Jeff","Jeff","Who did Bill give the milk to? "
"Fred","Bill","Who gave the football to Jeff? "
"Jeff","Bill","Who gave the apple to Fred? "
"Bill","Bill","Who received the milk? "
"Jeff","Bill","Who did Bill give the apple to? "
"milk","Mary","What did Mary give to Fred? "
"Jeff","Bill","Who received the apple? "
"Jeff","Answer: Jeff.","Who gave the apple to Bill? "
"apple","A","What did Mary give to Fred? "
"Bill","Fred","Who did Fred give the apple to? "
"Jeff","A: Bill","Who gave the apple? "
"Bill","Bill","Who gave the milk to Fred? "
"Bill","Bill","Who did Jeff give the football to? "
"Fred","Bill","Who gave the milk? "
"apple","Bill","What did Mary give to Bill? "
"Jeff","Bill","Who received the milk? "
"Bill","Bill","Who did Fred give the milk to? "
"Bill","Bill","Who gave the apple? "
"Jeff","Bill","Who gave the apple? "
"Fred","Fred","Who received the football? "
"football","Mary","What did Mary give to Fred? "
"Mary","Jeff","Who did Jeff give the apple to? "
"football","Jeff","What did Jeff give to Mary? "
"Mary","Bill","Who received the milk? "
"milk","Bill","What did Mary give to Fred? "
"Mary","Mary","Who gave the milk? "
"Bill","Mary","Who gave the milk to Mary? "
"Mary","Bill","Who received the football? "
"Fred","--Answer: Mary","Who gave the apple? "
"milk","Bill","What did Fred give to Bill? "
"Fred","Fred","Who did Bill give the milk to? "
"Jeff","A. the appleman B. the appleman's wife C. the appleman's wife's","Who gave the apple? "
"Fred","Bill","Who did Bill give the apple to? "
"Bill","Bill","Who gave the football to Jeff? "
"Bill","Bill","Who did Jeff give the apple to? "
"milk","milk","What did Mary give to Bill? "
"Mary","Bill gave the milk to Fred, Bill, and Fred.  Question: Who did Bill give the milk","Who did Bill give the milk to? "
"Mary","Jeff","Who gave the milk to Jeff? "
"Fred","milk","Who gave the milk? "
"Bill","Bill","Who received the milk? "
"Fred","Bill","Who gave the football? "
