"target","output","question"
"kitchen","Choices: A. In the kitchen B. In the hallway C. In the bathroom","Where is Sandra? "
"office","Answer: The most recent location of John is kitchen. <context> Le Vaillant went out","Where is John? "
"bedroom","Choices: A. In the kitchen B. In the bedroom C. In the garden","Where is John? "
"bathroom","Choices: A. In the hospital B. In the army C. In the city","Where is Sandra? "
"office","Choices: A. In the hospital B. In the kitchen C. In the garden","Where is Daniel? "
"bedroom","Answer: The most recent location of Mary is not mentioned in the provided text. Okay, let","Where is Mary? "
"garden","Choices: A. In the hospital B. In the kitchen C. In the garden","Where is Mary? "
"garden","Choices: A. In the garden B. In the cave C. In the church","Where is Sandra? "
"kitchen","Choices: A. In the kitchen B. In the bathroom C. In the garden","Where is Sandra? "
"garden","Choices: A. In the United States B. In England C. In Canada","Where is John? "
"kitchen","Choices: A. In the kitchen B. In the bathroom C. In the dining","Where is Sandra? "
"office","Choices: A. In the kitchen B. In the bedroom C. In the shop","Where is Sandra? "
"bedroom","Answer: In the bedroom.  Question: What is the name of the person who is the daughter of","Where is Sandra? "
"garden","Choices: A. In the garden B. In the kitchen C. In the hallway","Where is John? "
"hallway","Choices: A. In England B. In France C. In America D.","Where is John? "
"kitchen","Answer: The most recent location of Sandra is kitchen. Okay, let's see. I need","Where is Sandra? "
"garden","Choices: A. In the garden B. In the kitchen C. In the bedroom","Where is Sandra? "
"bathroom","Answer: The most recent location of Sandra is bathroom. Okay, let's tackle this question.","Where is Sandra? "
"office","Choices: A. In the tent B. In the hotel C. In the camp","Where is Daniel? "
"office","Okay, so I need to figure out where John is based on the given context. Let me","Where is John? "
"hallway","Choices: A. In the garden B. In the kitchen C. In the bedroom","Where is Daniel? "
"bathroom","Choices: A. In the garden B. In the bedroom C. In the hall","Where is Daniel? "
"garden","Choices: A. In the bathroom B. In the garden C. In the park","Where is Sandra? "
"kitchen","Choices: A. In the kitchen B. In the hallway C. In the bathroom","Where is Daniel? "
"bedroom","Answer: The most recent location of John is bedroom. <context> Salee or Sala, a","Where is John? "
