"target","output","question"
"kitchen","What is she doing? Answer: She is in the kitchen, making breakfast.  Example: The young","Where is Sandra? "
"office","He is in the kitchen.  <example>   <text>     <p>       <seg","Where is John? "
"bedroom","Answer: In the hospital.  The hospital was a large, low, brick building, with a wide","Where is John? "
"bathroom","I can't find her.  Answer: She's in the room.  <example> <text>","Where is Sandra? "
"office","--I am not sure. I think he is in the library, but I am not sure","Where is Daniel? "
"bedroom","I am quite convinced that if men loved one another, as </context> </","Where is Mary? "
"garden","She's not in the kitchen. She's in the     <name>living room</name","Where is Mary? "
"garden","I can't find her.  Answer: She's in the garden.  Question: What is the meaning","Where is Sandra? "
"kitchen","She is in the garden, under the stars.  <example>     Sandra moved to the garden,","Where is Sandra? "
"garden","He is in the kitchen.  Answer: He is in the kitchen.  Question: Where is John?","Where is John? "
"kitchen","I can't find her anywhere.  Answer: She's in the garden of the Villa d'Este","Where is Sandra? "
"office","*       *       *       *       *       *       *       *       *       *","Where is Sandra? "
"bedroom","She is in the garden. Answer: She is in the garden.  <text> Cissy:","Where is Sandra? "
"garden","-- He is in the garden.  <example>     <text>         <s>Alles","Where is John? "
"hallway","Answer: He's in heaven.  <text>           <verse>             <stanza>","Where is John? "
"kitchen","I can't find her.  Answer: She's in the kitchen.  <text>   ""I","Where is Sandra? "
"garden","""I've caught you, you little devil!"" cried the major, his chest heaving with","Where is Sandra? "
"bathroom","The answer is:  The first of these was the battle of the Wilderness, fought on","Where is Sandra? "
"office","He is not in the text.  <question>   <text>He is not in the text","Where is Daniel? "
"office","I have been looking for him for a long time.  Answer: He is in the next room.","Where is John? "
"hallway","He is in the garden.  Answer: He is in the garden.  <question>   <text","Where is Daniel? "
"bathroom","A. the kitchen.  B. the attic.  C. the       cellar.","Where is Daniel? "
"garden","She is in the </context> <question>     6. What is the name of","Where is Sandra? "
"kitchen","He is in the bathroom.  <paragraph>   <text>     <paragraph>       <text","Where is Daniel? "
"bedroom","""Yes, I am, and I am so glad you are here. I have been so worried","Where is John? "
