"target","output","question"
"bathroom","have fun!","Where is Mary? "
"kitchen","I will give you the answer in the next line.  Answer: The most recent location of Sandra is","Where is Sandra? "
"kitchen","I will give you the answer in the following format: The most recent location of ’person’ is","Where is Mary? "
"kitchen","have fun!","Where is John? "
"bedroom","have a good day Answer: The most recent location of Sandra is bedroom. </question>  <","Where is Sandra? "
"office","have fun!","Where is John? "
"garden","....................","Where is Mary? "
"bathroom","have a good day Answer: The most recent location of Sandra is bathroom. </question>  <","Where is Sandra? "
"kitchen","I will give you the answer in the following format: The most recent location of ’person’ is","Where is Mary? "
"bedroom","I will give you the answer in the following format: The most recent location of John is ’location","Where is John? "
"office","","Where is Daniel? "
"office","I will give you the answer in the following format: The most recent location of ’person’ is","Where is Daniel? "
"bathroom","I will give you the answer in the following format: The most recent location of Mary is ’location","Where is Mary? "
"bathroom","have a good day","Where is Sandra? "
"bathroom","I will give you the answer in the following format: The most recent location of ’person’ is","Where is Sandra? "
"hallway","I will give you the answer in the following format: The most recent location of ’person’ is","Where is Mary? "
"kitchen","","Where is Sandra? "
"office","have a good day Answer: The most recent location of Daniel is office. </example>  <","Where is Daniel? "
"kitchen","have fun!","Where is Sandra? "
"bedroom","I will give you the answer in the next line.  Answer: The most recent location of John is","Where is John? "
"hallway","was asked.  Answer: The most recent location of Sandra is hallway.  Question: Where is Mary?","Where is Sandra? "
"bedroom","I will give you the answer in the following format: The most recent location of ’person’ is","Where is Mary? "
"bedroom","I will give you the answer in the following format: The most recent location of ’person’ is","Where is John? "
"bedroom","have fun!","Where is Mary? "
"bedroom","have fun!","Where is Mary? "
"garden","I will give you the answer in the next line.  Answer: The most recent location of Mary is","Where is Mary? "
"bedroom","have a good day","Where is Daniel? "
"office","have fun!","Where is Sandra? "
"office","was written in the context. Answer: The most recent location of Sandra is office. was written in","Where is Sandra? "
"garden","have fun!","Where is Sandra? "
"garden","have fun!  <example> Alan moved to the garage. Charlie went to the beach. Alan went","Where is Daniel? "
"bathroom","have fun!","Where is Mary? "
"office","I will give you the answer in the following format: The most recent location of ’person’ is","Where is Mary? "
"kitchen","have fun!","Where is Sandra? "
"garden","","Where is Sandra? "
"kitchen","have fun!","Where is Sandra? "
"kitchen","have fun!","Where is Sandra? "
"garden","have fun!","Where is John? "
"garden","was answered with The most recent location of Sandra is garden.  <example> Sandra travelled to the","Where is Sandra? "
"bathroom","I will give you the answer in the next line.  Answer: The most recent location of Sandra is","Where is Sandra? "
"bedroom","have fun!","Where is Mary? "
"kitchen","have fun!","Where is Sandra? "
"office","have fun!","Where is Mary? "
"bedroom","I will give you the answer in the next line.  Answer: The most recent location of Mary is","Where is Mary? "
"office",". Answer: The most recent location of Daniel is office.  <example> Daniel went back to the","Where is Daniel? "
"office","....................","Where is Sandra? "
"bathroom","I will give you the answer in the following format: The most recent location of ’person’ is","Where is Sandra? "
"bedroom","was asked.  Answer: The most recent location of Sandra is bedroom.  Question: Where is John?","Where is Sandra? "
"office","","Where is Daniel? "
"bedroom","have fun!","Where is Sandra? "
"hallway","have fun!  <example> Alan moved to the garage. Charlie went to the beach. Alan went","Where is Daniel? "
"bedroom","have fun!","Where is Sandra? "
"office","I will give you the answer in the next comment.","Where is John? "
"garden","I will give you the answer in the following format: The most recent location of ’person’ is","Where is John? "
"kitchen","I will give you the answer in the following format: The most recent location of ’person’ is","Where is Daniel? "
"hallway","I will give you the answer in the following format: The most recent location of ’person’ is","Where is Mary? "
"hallway","I will give you the answer in the next line.  Answer: The most recent location of Sandra is","Where is Sandra? "
"hallway","","Where is John? "
"bedroom","I will give you the answer in the following format: The most recent location of ’person’ is","Where is Mary? "
"bedroom","was written in the text. You need to answer the question based only on the information from the facts","Where is Sandra? "
"bedroom","have a good day Answer: The most recent location of Daniel is bedroom. </example>  <","Where is Daniel? "
"kitchen","have fun!","Where is Sandra? "
"bedroom","....................","Where is Daniel? "
"garden","I will give you the answer in the following format: The most recent location of ’person’ is","Where is John? "
"bathroom","have a good day","Where is Sandra? "
"garden","was asked. Answer: The most recent location of Sandra is garden. was given. Question: Where","Where is Sandra? "
"office","have a good day Answer: The most recent location of Daniel is office. </example>  <","Where is Daniel? "
"bedroom","was asked.  Answer: The most recent location of Mary is bedroom.  <example> John went to","Where is Mary? "
"garden","have fun!","Where is Sandra? "
"bathroom","was asked.  Answer: The most recent location of Sandra is bathroom.  Question: Where is Mary?","Where is Sandra? "
"office","I will give you the answer in the next line.  Answer: The most recent location of John is","Where is John? "
"kitchen","....................","Where is Daniel? "
"bedroom","I will give you the answer in the following format: The most recent location of ’person’ is","Where is John? "
"office",". Answer: The most recent location of Daniel is office.  Question: Where is Sandra? Answer:","Where is Daniel? "
"bathroom",". Where is Mary?.  Answer: The most recent location of Sandra is bathroom. The most recent","Where is Sandra? "
"office","I will give you the answer in the next line.  The most recent location of John is office.","Where is John? "
"hallway","I will give you the answer in the next line.  Answer: The most recent location of Mary is","Where is Mary? "
"office","have fun!","Where is John? "
"office","was written in the text. You need to answer the question based only on the information from the facts","Where is Sandra? "
"bathroom","have fun!","Where is John? "
"hallway","....................","Where is John? "
"hallway","I will give you the answer in the following format: The most recent location of ’person’ is","Where is Daniel? "
"hallway","I will give you the answer in the following format: The most recent location of ’person’ is","Where is Daniel? "
"bathroom","have fun!","Where is Daniel? "
"bathroom","have fun!","Where is John? "
"bathroom","have fun!","Where is Daniel? "
"garden","I will give you the answer in the following format: The most recent location of ’person’ is","Where is John? "
