"target","output","question"
"Bill","Bill. Bill. Bill. Bill. Bill. Bill. Bill. Bill. Bill. Bill.","Who did Mary give the milk to? "
"Fred","Fred. Bill. Bill. Bill. Bill. Bill. Bill. Bill. Bill. Bill.","Who gave the apple to Mary? "
"apple","Bill took the apple and ate it. Bill ate the apple. Bill ate the apple. Bill ate","What did Fred give to Bill? "
"football","football football football football football football football football football football football football football football football football football football football football","What did Jeff give to Fred? "
"football","Mary football football football football football football football football football football football football football football football football football football football","What did Bill give to Mary? "
"Mary","Bill Jeffries. Fred Jeffries. Bill Jeffries. Bill Jeffries. Bill Jeffries.","Who gave the football? "
"apple","apple football apple football apple football apple football apple football apple football apple football apple football apple football apple football","What did Bill give to Mary? "
"Mary","Fred Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff Jeff","Who received the football? "
"Jeff","Jeff. Fred journeyed to the bathroom. Mary washed out Jeff's stomach. Fred went to Jeff","Who received the apple? "
"apple","Bill gave apple to Bill.  Question: Bill gave apple to Bill. Bill gave apple to Bill.","What did Mary give to Bill? "
"football","Mary picked up the football and began to run. Mary picked up football football Mary began to run Mary","What did Jeff give to Mary? "
"Fred","Bill gave milk to Fred. Bill gave milk to Fred. Bill gave milk to Fred. Bill gave","Who did Bill give the milk to? "
"Fred","Fred. Mary. Bill. Fred. Mary. Bill. Fred. Mary. Bill. Fred.","Who gave the milk? "
