"target","output","question"
"bathroom",". the.,. "". "". ""......... the","Where is Mary? "
"kitchen","aaaaaaaa (aaaaaaaa (aaaaaaaa.","Where is Sandra? "
"kitchen","(aaaaaaaa,aaaaaa. (aa...,..,aaaaaaaa","Where is Mary? "
"kitchen","I   the  heard  heard  heard heard  heard","Where is John? "
"bedroom","aaaaaaaa OO .","Where is Sandra? "
"office","aaaaaaaaOOOOOOOOOOOOOOOOOOOOOOOOOO 000aaaaaaaaOOOOOO","Where is John? "
"garden","(........... the.......","Where is Mary? "
"bathroom","aa the.aa theaa the the the the the the the the the the the the the the","Where is Sandra? "
"kitchen",". the. the.","Where is Mary? "
"bedroom","the 4th is the The 4th is the the 4th is the the","Where is John? "
"office","the the the the the the the the the the the the the the the. On the the the","Where is Daniel? "
"office","the the the the the the the the the the the the the the the ther the the the","Where is Daniel? "
"bathroom","aa the.aa.aa theaa............","Where is Mary? "
"bathroom","the the the the  the the the the the the the the the the family the family the family","Where is Sandra? "
"bathroom","the the the the the the the the the the the the the the the the the the the the","Where is Sandra? "
"hallway","aaaaaaaa (aaaaaaaa theaaaaaaaa theaaaaaaaa (aaaaaaaa theaaaaaaaa theaaaaaaaa theaaaaaaaa theaaaaaaaa theaaaaaaaa the","Where is Mary? "
"kitchen","the..  the. the....","Where is Sandra? "
"office","aaaaaaaa (aaaaaaaa (aaaaaaaa (aaaaaaaa.aaaaaaaa (aaaaaaaa. (aaaaaaaa,aaaaaaaa (aaaaaaaa. (","Where is Daniel? "
"kitchen","000aaaaaaaa aaaaaaaa","Where is Sandra? "
"bedroom","the the the the the the the life  the the the the the  the the  the the","Where is John? "
"hallway","aaaaaaaa (aaaaaaaa theaaaaaaaa","Where is Sandra? "
"bedroom","the  the the  the the the   the the  the the  the the tell","Where is Mary? "
"bedroom","the nest in the the nest in the the nest in the the nest in the nest in the nest","Where is John? "
"bedroom","aa the.  the. and..  the...  the....","Where is Mary? "
"bedroom","The most important is the most important part of the most important part of the most important part of the","Where is Mary? "
"garden","aaaaaaaa the (aaaaaaaan (aaaaaaaa the (aaaaaaaa the ( ( ( ( ( ( ( ( (","Where is Mary? "
"bedroom","aaaaaaaa theaaaaaaaa","Where is Daniel? "
"office","aaaaaaaa,aaaaaaaa theaa (aaaaaaaa,aa (aa (","Where is Sandra? "
"office","the the the the the the the the the the the the the the the","Where is Sandra? "
"garden","aaaaaaaa","Where is Sandra? "
"garden","aaaaaaaa theaaaaaaaa theaaaaaaaa theaaaaaaaa theaaaaaaaa theaaaaaaaa theaaaaaaaa theaaaaaaaa theaaaaaaaa theaaaaaaaa the","Where is Daniel? "
"bathroom","theaa","Where is Mary? "
"office","aaaaaaaa (aaaaaaaa the","Where is Mary? "
"kitchen","the the the the the the the the the the the the the the the the the the the the","Where is Sandra? "
"garden",". "" the the the the the the the the the. "" the the. "" the the.","Where is Sandra? "
"kitchen","aaaaaaaa (aaaaaaaa The000 Theaaaaaaaa The000 Theaaaaaaaa The000 The000 The000 The000 The","Where is Sandra? "
"kitchen","the the the the ther the the ther ther ther ther the ther the","Where is Sandra? "
"garden","aaaaaaaa theaa","Where is John? "
"garden","aaaaaaaa (aaaaaaaa theaaaaaaaa theaaaaaaaa theaaaaaaaa theaaaaaaaa theaaaaaaaaaa (aaaaaaaa theaaaaaaaa theaaaaaaaa","Where is Sandra? "
"bathroom","(...... the............","Where is Sandra? "
