,target,output,question
0,kitchen,,Where was the football before the garden? 
1,garden,,Where was the football before the hallway? 
2,office,,Where was the football before the hallway? 
3,kitchen,,Where was the apple before the office? 
4,garden,,Where was the milk before the hallway? 
5,hallway,,Where was the milk before the office? 
6,kitchen,,Where was the milk before the office? 
7,hallway,,Where was the football before the kitchen? 
8,garden,,Where was the milk before the hallway? 
9,kitchen,,Where was the milk before the bedroom? 
10,office,,Where was the football before the kitchen? 
11,kitchen,,Where was the milk before the office? 
12,bedroom,,Where was the milk before the kitchen? 
13,kitchen,,Where was the football before the garden? 
14,kitchen,,Where was the football before the garden? 
15,hallway,,Where was the milk before the kitchen? 
16,hallway,,Where was the apple before the office? 
17,bathroom,,Where was the apple before the office? 
18,hallway,,Where was the apple before the bedroom? 
19,bedroom,,Where was the milk before the office? 
20,bathroom,,Where was the football before the bedroom? 
21,garden,,Where was the football before the hallway? 
22,bathroom,,Where was the apple before the hallway? 
23,bathroom,,Where was the milk before the office? 
24,kitchen,,Where was the milk before the bathroom? 
25,office,,Where was the milk before the bathroom? 
26,hallway,,Where was the football before the bathroom? 
27,kitchen,,Where was the milk before the garden? 
28,bedroom,,Where was the football before the bathroom? 
29,bedroom,,Where was the milk before the bathroom? 
30,hallway,,Where was the apple before the bedroom? 
31,bathroom,,Where was the football before the hallway? 
32,kitchen,,Where was the apple before the garden? 
33,hallway,,Where was the football before the garden? 
34,hallway,,Where was the apple before the garden? 
35,bedroom,,Where was the milk before the office? 
36,bedroom,,Where was the football before the office? 
37,kitchen,,Where was the apple before the bedroom? 
38,bathroom,,Where was the milk before the bedroom? 
39,garden,,Where was the milk before the bedroom? 
40,garden,,Where was the football before the kitchen? 
41,office,,Where was the football before the bathroom? 
42,garden,,Where was the football before the bedroom? 
43,garden,,Where was the milk before the office? 
44,garden,,Where was the milk before the office? 
45,garden,,Where was the milk before the hallway? 
46,hallway,,Where was the football before the garden? 
47,garden,,Where was the football before the bedroom? 
48,office,,Where was the football before the kitchen? 
49,office,,Where was the apple before the kitchen? 
50,hallway,,Where was the apple before the office? 
51,kitchen,,Where was the milk before the office? 
52,garden,,Where was the football before the bedroom? 
53,hallway,,Where was the apple before the kitchen? 
54,bathroom,,Where was the football before the hallway? 
55,hallway,,Where was the milk before the bedroom? 
56,garden,,Where was the milk before the office? 
57,bathroom,,Where was the football before the garden? 
58,garden,,Where was the football before the kitchen? 
59,bedroom,,Where was the milk before the office? 
60,bathroom,,Where was the apple before the kitchen? 
61,kitchen,,Where was the football before the hallway? 
62,office,,Where was the milk before the garden? 
63,kitchen,,Where was the milk before the office? 
64,hallway,,Where was the apple before the office? 
65,bedroom,,Where was the apple before the bathroom? 
66,office,,Where was the apple before the kitchen? 
67,kitchen,,Where was the football before the hallway? 
68,garden,,Where was the football before the office? 
69,kitchen,,Where was the milk before the garden? 
70,hallway,,Where was the football before the bedroom? 
71,garden,,Where was the apple before the kitchen? 
72,bedroom,,Where was the apple before the garden? 
73,office,,Where was the apple before the garden? 
74,bathroom,,Where was the milk before the hallway? 
75,kitchen,,Where was the football before the bedroom? 
76,hallway,,Where was the football before the bathroom? 
77,bedroom,,Where was the apple before the garden? 
78,kitchen,,Where was the football before the hallway? 
79,garden,,Where was the milk before the bathroom? 
80,bathroom,,Where was the apple before the garden? 
81,hallway,,Where was the football before the kitchen? 
82,hallway,,Where was the football before the kitchen? 
83,kitchen,,Where was the milk before the bathroom? 
84,hallway,,Where was the milk before the bedroom? 
85,bathroom,,Where was the milk before the bedroom? 
86,bedroom,,Where was the football before the office? 
87,hallway,,Where was the apple before the bedroom? 
88,garden,,Where was the apple before the kitchen? 
89,bathroom,,Where was the apple before the garden? 
90,office,,Where was the football before the bedroom? 
91,hallway,,Where was the apple before the bedroom? 
92,garden,,Where was the milk before the kitchen? 
93,garden,,Where was the milk before the bedroom? 
94,kitchen,,Where was the apple before the garden? 
95,bedroom,,Where was the milk before the hallway? 
96,bathroom,,Where was the football before the hallway? 
97,bedroom,,Where was the football before the office? 
98,bathroom,,Where was the football before the garden? 
99,bedroom,,Where was the apple before the hallway? 
