,target,output,question
0,kitchen,,Where is the football? 
1,garden,,Where is the milk? 
2,bedroom,,Where is the apple? 
3,bedroom,,Where is the apple? 
4,kitchen,,Where is the apple? 
5,hallway,,Where is the apple? 
6,kitchen,,Where is the milk? 
7,garden,,Where is the milk? 
8,bedroom,,Where is the milk? 
9,bathroom,,Where is the milk? 
10,bathroom,,Where is the football? 
11,bedroom,,Where is the milk? 
12,bathroom,,Where is the apple? 
13,kitchen,,Where is the football? 
14,bedroom,,Where is the apple? 
15,garden,,Where is the apple? 
16,bedroom,,Where is the football? 
17,bedroom,,Where is the apple? 
18,garden,,Where is the milk? 
19,garden,,Where is the milk? 
20,office,,Where is the apple? 
21,bedroom,,Where is the milk? 
22,garden,,Where is the milk? 
23,bathroom,,Where is the milk? 
24,office,,Where is the apple? 
25,garden,,Where is the football? 
26,garden,,Where is the football? 
27,bedroom,,Where is the apple? 
28,hallway,,Where is the apple? 
29,hallway,,Where is the apple? 
30,hallway,,Where is the apple? 
31,garden,,Where is the football? 
32,hallway,,Where is the apple? 
33,kitchen,,Where is the football? 
34,hallway,,Where is the milk? 
35,kitchen,,Where is the apple? 
36,office,,Where is the milk? 
37,hallway,,Where is the milk? 
38,bathroom,,Where is the milk? 
39,bathroom,,Where is the milk? 
40,bathroom,,Where is the football? 
41,hallway,,Where is the football? 
42,garden,,Where is the apple? 
43,bedroom,,Where is the apple? 
44,kitchen,,Where is the milk? 
45,bedroom,,Where is the milk? 
46,hallway,,Where is the apple? 
47,garden,,Where is the milk? 
48,kitchen,,Where is the football? 
49,bathroom,,Where is the football? 
50,garden,,Where is the milk? 
51,bedroom,,Where is the apple? 
52,hallway,,Where is the milk? 
53,hallway,,Where is the milk? 
54,office,,Where is the milk? 
55,kitchen,,Where is the apple? 
56,bathroom,,Where is the milk? 
57,bathroom,,Where is the milk? 
58,office,,Where is the football? 
59,garden,,Where is the football? 
60,kitchen,,Where is the apple? 
61,bathroom,,Where is the apple? 
62,garden,,Where is the football? 
63,bathroom,,Where is the milk? 
64,bathroom,,Where is the milk? 
65,hallway,,Where is the milk? 
66,bedroom,,Where is the football? 
67,garden,,Where is the football? 
68,bedroom,"Answer: The football is in the hallway.

<example>
John went to the garden. John travelled",Where is the football? 
69,bathroom,,Where is the apple? 
70,garden,,Where is the milk? 
71,office,,Where is the milk? 
72,office,,Where is the football? 
73,hallway,,Where is the football? 
74,garden,,Where is the football? 
75,office,,Where is the milk? 
76,kitchen,,Where is the football? 
77,office,,Where is the milk? 
78,kitchen,,Where is the apple? 
79,kitchen,,Where is the football? 
80,office,,Where is the football? 
81,kitchen,,Where is the apple? 
82,office,,Where is the apple? 
83,bathroom,"Answer: The football is in the office.

<example>
Daniel went to the hallway. Mary moved",Where is the football? 
84,bathroom,,Where is the football? 
85,office,,Where is the milk? 
86,bathroom,,Where is the apple? 
87,bedroom,,Where is the milk? 
88,hallway,,Where is the apple? 
89,bedroom,,Where is the milk? 
90,bedroom,,Where is the apple? 
91,bathroom,,Where is the football? 
92,bedroom,,Where is the football? 
93,bedroom,,Where is the football? 
94,bedroom,,Where is the apple? 
95,kitchen,,Where is the football? 
96,garden,,Where is the milk? 
97,office,,Where is the milk? 
98,bedroom,,Where is the milk? 
99,kitchen,,Where is the apple? 
