,target,output,question
0,bathroom,,Where is Mary? 
1,kitchen,"Answer: The most recent location of Sandra is kitchen.

Question: Where is John? Answer: The",Where is Sandra? 
2,kitchen,,Where is Mary? 
3,kitchen,,Where is John? 
4,bedroom,,Where is Sandra? 
5,office,Answer: The most recent location of John is office.,Where is John? 
6,garden,,Where is Mary? 
7,bathroom,,Where is Sandra? 
8,kitchen,,Where is Mary? 
9,bedroom,Answer: The most recent location of John is the bedroom.,Where is John? 
10,office,,Where is Daniel? 
11,office,,Where is Daniel? 
12,bathroom,,Where is Mary? 
13,bathroom,,Where is Sandra? 
14,bathroom,,Where is Sandra? 
15,hallway,,Where is Mary? 
16,kitchen,"Answer: The most recent location of Sandra is kitchen.

Question: Where is Daniel? Answer: The",Where is Sandra? 
17,office,"Answer: The most recent location of Daniel is kitchen.

Question: Where is Inglis? Answer",Where is Daniel? 
18,kitchen,Answer: The most recent location of Sandra is the kitchen.,Where is Sandra? 
19,bedroom,Answer: The most recent location of John is bathroom. Question: Where is Mary? Answer: The,Where is John? 
20,hallway,"Answer: The most recent location of Sandra is bedroom.

Question: Where is Daniel? Answer: The",Where is Sandra? 
21,bedroom,,Where is Mary? 
22,bedroom,,Where is John? 
23,bedroom,Answer: The most recent location of Mary is the kitchen.,Where is Mary? 
24,bedroom,"Answer: The most recent location of Mary is bedroom.

Question: Where is Sandra? Answer: The",Where is Mary? 
25,garden,,Where is Mary? 
26,bedroom,,Where is Daniel? 
27,office,,Where is Sandra? 
28,office,"Answer: The most recent location of Sandra is kitchen.

Question: Where is Daniel? Answer: The",Where is Sandra? 
29,garden,,Where is Sandra? 
30,garden,,Where is Daniel? 
31,bathroom,,Where is Mary? 
32,office,"Answer: The most recent location of Mary is kitchen.

Question: Where is Judith? Answer: The",Where is Mary? 
33,kitchen,"Answer: The most recent location of Sandra is kitchen.

Question: Where is Sandra? Answer: The",Where is Sandra? 
34,garden,Answer: The most recent location of Sandra is office.,Where is Sandra? 
35,kitchen,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
36,kitchen,"Answer: The most recent location of Sandra is kitchen.

Question: Where is John? Answer: The",Where is Sandra? 
37,garden,,Where is John? 
38,garden,,Where is Sandra? 
39,bathroom,,Where is Sandra? 
40,bedroom,Answer: The most recent location of Mary is bedroom.,Where is Mary? 
41,kitchen,,Where is Sandra? 
42,office,,Where is Mary? 
43,bedroom,Answer: The most recent location of Mary is bedroom.,Where is Mary? 
44,office,,Where is Daniel? 
45,office,,Where is Sandra? 
46,bathroom,"Answer: The most recent location of Sandra is office.

Question: Where is John? Answer: The",Where is Sandra? 
47,bedroom,,Where is Sandra? 
48,office,,Where is Daniel? 
49,bedroom,,Where is Sandra? 
50,hallway,Answer: The most recent location of Daniel is garden.,Where is Daniel? 
51,bedroom,,Where is Sandra? 
52,office,,Where is John? 
53,garden,Answer: The most recent location of John is garden. Question: Where is Sandra? Answer: The,Where is John? 
54,kitchen,,Where is Daniel? 
55,hallway,,Where is Mary? 
56,hallway,Answer: The most recent location of Sandra is bedroom.,Where is Sandra? 
57,hallway,,Where is John? 
58,bedroom,,Where is Mary? 
59,bedroom,"Answer: The most recent location of Sandra is office.

Question: Where is John? Answer: The",Where is Sandra? 
60,bedroom,,Where is Daniel? 
61,kitchen,,Where is Sandra? 
62,bedroom,,Where is Daniel? 
63,garden,,Where is John? 
64,bathroom,,Where is Sandra? 
65,garden,"Answer: The most recent location of Sandra is garden.

Question: Where is Cobus? Answer:",Where is Sandra? 
66,office,,Where is Daniel? 
67,bedroom,,Where is Mary? 
68,garden,,Where is Sandra? 
69,bathroom,,Where is Sandra? 
70,office,,Where is John? 
71,kitchen,"Answer: The most recent location of Daniel is kitchen.

Question: Where is Sandra? Answer: The",Where is Daniel? 
72,bedroom,,Where is John? 
73,office,"Answer: The most recent location of Daniel is kitchen.

Question: Where is John? Answer: The",Where is Daniel? 
74,bathroom,,Where is Sandra? 
75,office,Answer: The most recent location of John is office.,Where is John? 
76,hallway,"Answer: The most recent location of Mary is office.

Question: Where is Daniel? Answer: The",Where is Mary? 
77,office,,Where is John? 
78,office,,Where is Sandra? 
79,bathroom,Answer: The most recent location of John is bathroom. Question: Where is Judith? Answer: The,Where is John? 
80,hallway,"Answer: The most recent location of John is hallway.

Question: Where is Mary? Answer: The",Where is John? 
81,hallway,Answer: The most recent location of Daniel is garden.,Where is Daniel? 
82,hallway,,Where is Daniel? 
83,bathroom,,Where is Daniel? 
84,bathroom,,Where is John? 
85,bathroom,,Where is Daniel? 
86,garden,Answer: The most recent location of John is garden. Question: Where is Mary? Answer: The,Where is John? 
87,bedroom,"Answer: The most recent location of John is office.

Question: Where is Mary? Answer: The",Where is John? 
88,office,,Where is Mary? 
89,garden,,Where is Sandra? 
90,office,Answer: The most recent location of John is office.,Where is John? 
91,bedroom,"Answer: The most recent location of Daniel is bedroom.

Question: Where is Sandra? Answer: The",Where is Daniel? 
92,hallway,Answer: The most recent location of John is the hallway.,Where is John? 
93,kitchen,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
94,bedroom,,Where is Daniel? 
95,hallway,"Answer: The most recent location of Sandra is hallway.

Question: Where is John? Answer: The",Where is Sandra? 
96,garden,,Where is Sandra? 
97,bedroom,Answer: The most recent location of John is beach.,Where is John? 
98,office,Answer: The most recent location of John is bedroom.,Where is John? 
99,garden,,Where is Sandra? 
