"target","output","question"
"bathroom","Answer: She is in the kitchen. Question: Where is the kitchen? Answer: It is in","Where is Mary? "
"bedroom","I can't find her. I'm looking for her. I'm looking for her. I'm","Where is Sandra? "
"kitchen","(1) In the house of her parents, (2) in the house of her husband,","Where is Mary? "
"bathroom","Answer: She is in the bathroom. Question: Where is John? Answer: He is in the","Where is Mary? "
"kitchen","She is in the kitchen.  Question: What is Sandra doing? She is making a cake.  Question","Where is Sandra? "
"hallway","A. Sandra went to the bedroom. B. Sandra travelled to the hallway. C. Sandra went","Where is Sandra? "
"bedroom","What is she doing?  Answer: Mary is in the kitchen. She is making a pie.  Question","Where is Mary? "
"office","She is in the kitchen.  Answer: She is in the kitchen.  Question: Where is Sandra?","Where is Sandra? "
"office","Answer: She is in the kitchen. Question: Where is Mary? Answer: She is in the","Where is Mary? "
"kitchen","What is she doing?  Answer: She is in the kitchen. She is making tea.  Question:","Where is Sandra? "
"bedroom","What is she doing? What is she thinking? What is she feeling? What is she saying?","Where is Mary? "
"office","Answer: He is in the garden. Question: Where is Mary? Answer: She is in the","Where is Daniel? "
"office","What is he doing?  Answer: Daniel is in the office. He is working.  Question: What","Where is Daniel? "
"office","Answer: In the roof. Question: What is he doing? Answer: Listening. Question: Why","Where is John? "
"hallway","Answer: She is in the garden. Question: Where is the garden? Answer: It is","Where is Sandra? "
"bedroom","Answer: In the Devil's Den. [Illustration: DEVIL'S DEN]  COPYRIGHT,","Where is Daniel? "
"bathroom","What is she doing?  Answer: Sandra is in the bathroom. She is washing her hands.  Question","Where is Sandra? "
"garden","What is she doing? What is she thinking?  Answer: Sandra is in the kitchen, making a","Where is Sandra? "
"bedroom","(Enter John)  John: I'm here.  Question: What is the name of the book you","Where is John? "
"hallway","Where is Daniel? Where is Sandra? Where is Zahir-u-Din? Where is the Indian","Where is Mary? "
"hallway","Answer: He is in the hallway. Question: Where is Mary? Answer: She is in the","Where is John? "
"bathroom","What is he doing? What is he thinking about?  Answer: John is in the hut. He","Where is John? "
"office","What is she doing?  Answer: Mary is in the kitchen. She is making a Christmas pudding.","Where is Mary? "
"hallway","(1) Answer: John journeyed to the hallway. (1) Question: Where is John","Where is John? "
"garden","What is she doing?  Answer: She is in the garden. She is picking flowers.  Question:","Where is Sandra? "
