"target","output","question"
"Jeff","""I am. ""I am. ""I am. ""I am. ""I am.","Who did Fred give the football to? "
"Bill","The children.","Who did Mary give the milk to? "
"Jeff","He was a man, and he was a man's","Who did Fred give the milk to? "
"milk","He","What did Mary give to Fred? "
"Fred","The milk","Who received the milk? "
"apple","He was a man of the","What did Mary give to Jeff? "
"apple","The case. Jeff.","What did Mary give to Jeff? "
"apple","The answer","What did Fred give to Bill? "
"Jeff","I know it was the milk","Who gave the milk to Fred? "
"Fred","I have read the story, but I","Who gave the apple to Mary? "
"Jeff","I have the","Who received the football? "
"Jeff","The Canadian","Who did Mary give the football to? "
"milk","""","What did Mary give to Bill? "
"Bill","""","Who did Mary give the milk to? "
"milk","He was to be the ""I am the","What did Mary give to Bill? "
"apple","The ball, the","What did Fred give to Mary? "
"Mary","The fact that the football is now in","Who received the football? "
"apple","The","What did Fred give to Bill? "
"Jeff","He was the man","Who received the apple? "
"Bill","I know it","Who did Mary give the football to? "
"Fred","I am a little","Who gave the milk to Jeff? "
"Mary","""I'm not","Who received the milk? "
"Mary","""","Who gave the milk? "
"milk","The only thing","What did Bill give to Mary? "
"milk","He was","What did Jeff give to Bill? "
"football","The cater","What did Jeff give to Fred? "
"Mary","The boy.","Who gave the football? "
"Mary","The Boer","Who gave the apple to Bill? "
"Fred","He was the","Who received the apple? "
"Mary","I'm a Corn","Who gave the milk to Bill? "
"milk","","What did Mary give to Jeff? "
"Mary","Jeff","Who gave the milk? "
"Fred","I am not","Who gave the apple to Mary? "
"football","I'm","What did Bill give to Mary? "
"apple","Mary. The people of the city were alarmed.","What did Fred give to Mary? "
"apple","I","What did Fred give to Bill? "
"Jeff","""","Who gave the milk? "
"Bill","""I'm","Who did Mary give the apple to? "
"Fred","","Who gave the football to Mary? "
"milk","""I'm a little","What did Mary give to Fred? "
"milk","""I am a boy. I was a boy. He was a boy. He was","What did Fred give to Mary? "
"Mary","The","Who gave the football? "
"Fred","Jeff.","Who received the apple? "
"Mary","He was a man who was a little","Who gave the apple? "
"Fred","I'm","Who gave the apple to Bill? "
"apple","I am not","What did Fred give to Bill? "
"Fred","I","Who received the apple? "
"Fred","I am not a man of the world. I am a","Who received the milk? "
"Mary","I am the only one","Who received the football? "
"apple","I am not","What did Bill give to Mary? "
"apple","I am the "" Mary. I am","What did Mary give to Fred? "
"apple","I am the ""Fred.""","What did Fred give to Bill? "
"apple","I’m the only","What did Fred give to Bill? "
"milk","The milk. Jeff gave","What did Jeff give to Fred? "
"Mary","the milk. The","Who received the milk? "
"Jeff","The.","Who gave the football? "
"Bill","The","Who gave the football to Fred? "
"Mary","""I","Who received the football? "
"Mary","The question","Who gave the football to Fred? "
"Jeff","The","Who did Bill give the milk to? "
"Fred","""I am to go to","Who gave the football to Jeff? "
"Jeff","The","Who gave the apple to Fred? "
"Bill","He was a stranger.","Who received the milk? "
"Jeff","He","Who did Bill give the apple to? "
"milk","The","What did Mary give to Fred? "
"Jeff","He.","Who received the apple? "
"Jeff","The Rocket","Who gave the apple to Bill? "
"apple","He was a little girl.”","What did Mary give to Fred? "
"Bill","I was to undergo such","Who did Fred give the apple to? "
"Jeff","I was to be the","Who gave the apple? "
"Bill","I am not","Who gave the milk to Fred? "
"Bill","I was in the","Who did Jeff give the football to? "
"Fred","","Who gave the milk? "
"apple","She","What did Mary give to Bill? "
"Jeff","The","Who received the milk? "
"Bill","The","Who did Fred give the milk to? "
"Bill","I am, I know. I am. I know. I know. I know. I know","Who gave the apple? "
"Jeff","The ""the most","Who gave the apple? "
"Fred","The man who is the man who is the man who is the man who is","Who received the football? "
"football","The man who was a stranger to the history of","What did Mary give to Fred? "
"Mary","The girl.","Who did Jeff give the apple to? "
"football","""I'm","What did Jeff give to Mary? "
"Mary","The girl. ""I'm a Christian, and I'm a girl."" ""Well, you're","Who received the milk? "
"milk","The","What did Mary give to Fred? "
"Mary","""The milk was brought by the the building is carefully examined by some thoroughly competent person,","Who gave the milk? "
"Bill","The","Who gave the milk to Mary? "
"Mary","The ""the ball is the","Who received the football? "
"Fred","The author of the ""S","Who gave the apple? "
"milk","He gave him a","What did Fred give to Bill? "
"Fred","""I'm going to go and see the people,","Who did Bill give the milk to? "
"Jeff","""","Who gave the apple? "
"Fred","""","Who did Bill give the apple to? "
"Bill","I am Question","Who gave the football to Jeff? "
"Bill","I'm","Who did Jeff give the apple to? "
"milk","He was a friend. He was a friend. He was a","What did Mary give to Bill? "
"Mary","Mary, the man, or the the man, or the man, or the man, or","Who did Bill give the milk to? "
"Mary","The","Who gave the milk to Jeff? "
"Fred","The milk","Who gave the milk? "
"Bill","The milk","Who received the milk? "
"Fred","""I am a man. I am a man.""","Who gave the football? "
