"target","output","question"
"Jeff","Choices: A. Jeff B. Mary C. Gilly D. Rudolph","Who did Fred give the milk to? "
"apple","Options: A. An apple B. A bird C. A book D.","What did Mary give to Jeff? "
"Jeff","Answer: The provost marshal Answer: The provost marshal  Okay, let's try","Who received the football? "
"milk","Options: A. A book B. A flower C. A milk D. A fruit  Answer","What did Mary give to Bill? "
"Jeff","Choices: A. Jeff B. Mary C. Jacob D. Harry Answer","Who received the apple? "
"Mary","Choices:  A. Mary  B. Fred  C. Amy  D. Webb","Who gave the milk? "
"Mary","Answer: The football was given by the father to Ruby.   But the answer is not correct","Who gave the football? "
"milk","(A) A book (B) A letter (C) A gift (D) A","What did Mary give to Jeff? "
"apple","Choices: A. A rocket B. A football C. A milk D.","What did Fred give to Mary? "
"Fred","Choices: A. Fred B. Bill C. Jeff D. Mathews","Who gave the football to Mary? "
"Fred","Choices: A) Fred B) Jeff C) Bill D) Dorothy  Okay","Who received the apple? "
"Fred","Choices: A) Fred B) Bill C) Mary D) The person in","Who received the apple? "
"apple","Options: A. An apple B. A bird C. A book D.","What did Mary give to Fred? "
"Mary","Choices: A. Mary B. Bill C. Jerry D. Mandy","Who received the milk? "
"Mary","Answer: Mary Question: What was the name of the person who was the subject of the","Who gave the football to Fred? "
"Bill","Choices: A. Bill B. Jeff C. Lady Wallinger D. E","Who received the milk? "
"Jeff","(Answer in one word) Answer:  Jeff  The answer is ""Jeff"". In the provided","Who gave the apple to Bill? "
"Bill","(A) Frank (B) Barney (C) Bill (D) Inza Okay","Who gave the milk to Fred? "
"Jeff","Choices: A. The Senator B. Jennie C. Gerhardt D.","Who received the milk? "
"Fred","Choices: A. Fred B. Mary C. Bill D. Reuben","Who received the football? "
"Mary","Choices: A. The Dean B. The Dean's wife C. The Dean's","Who received the milk? "
"Mary","Choices: A. The quarterback B. The referee C. The coach D.","Who received the football? "
"Jeff","Choices: A. Fred B. Jeff C. Mary D. Aggie","Who gave the apple? "
"milk","Answer: Mary gave the milk to Bill. Okay, so I need to figure out what Mary","What did Mary give to Bill? "
"Bill","Choices:  A. Bill  B. Mary  C. Fred  D. Lucas","Who received the milk? "
