"target","output","question"
"Bill","""I have brought her back, mother,"" he said. ""Oh, my dear, dear little","Who did Mary give the milk to? "
"apple","1. a rose 2. a rose and a rose 3. a rose and a","What did Mary give to Jeff? "
"Fred","1. 2. 3. 4. 5. 6. 7","Who gave the apple to Mary? "
"Bill","""I will give you the milk,"" she said, laughing. ""I will give you the milk","Who did Mary give the milk to? "
"apple","What did he do with the money?  Question: What did Fred do with the money? What did","What did Fred give to Bill? "
"Mary","Amy, Amy's mother, or Amy's mother's mother?  Amy's mother's mother.  Amy","Who received the milk? "
"football","A. a ball B. a ball and a ball and a ball and a ball and a","What did Jeff give to Fred? "
"Mary","A. The cow. B. The cow's mother. C. The cow's mother's","Who gave the milk to Bill? "
"football","A. A rose B. A flower C. A flower and a rose D. A rose and","What did Bill give to Mary? "
"Bill","""I don't know,"" she said, ""I don't know."" ""I don't know","Who did Mary give the apple to? "
"Mary","Answer: The football was given by the Thessaly Citizens’ Club. The football was given","Who gave the football? "
"apple","Answer: Fred gave Bill a book. Question: What did Fred give to Bill? Answer: Fred","What did Fred give to Bill? "
"apple","Answer: an apple. ""Well, unless--I let you take me to Hillerton one of","What did Bill give to Mary? "
"milk","""Well, I'll tell you what I'll do,"" said Jeff, ""I'll give you","What did Jeff give to Fred? "
"Mary","Answer: The ball was kicked by the football. Question: Who received the football? Answer: The","Who received the football? "
"Jeff","Fred gave the apple to the King. Fred gave the apple to the King. Fred gave the apple","Who gave the apple to Fred? "
"Jeff","Answer: Eve. Question: Who ate it? Answer: Eve. Question: Who gave it to","Who received the apple? "
"Jeff","Answer: The devil. Question: Who gave the apple? Answer: The devil. Question: Who","Who gave the apple? "
"apple","A. a book B. a pen C. a pen and a book D. a pen and","What did Mary give to Bill? "
"Jeff","Answer: The mermaid. Question: Who gave the apple? Answer: The mermaid. Question","Who gave the apple? "
"football","A. $5 B. $6 C. $7 D. $8  Answer: B","What did Jeff give to Mary? "
"Bill","""I am afraid I have been a little unjust,"" she said, ""but I was","Who gave the milk to Mary? "
"Fred","* * * * * * * * * * * * * * * * * * * *","Who did Bill give the milk to? "
"Bill","What did he say to him?  Question: What did Jeff say to the young Prince?  Question:","Who did Jeff give the apple to? "
"Fred","Mary. Mary gave the milk. Mary gave the milk to the child. Mary gave the","Who gave the milk? "
