"target","output","question"
"Jeff","om,, there,, procedure,,,, procedure,","Who did Fred give the football to? "
"Bill","","Who did Mary give the milk to? "
"Jeff","","Who did Fred give the milk to? "
"milk","where , there,, there,, there,,,, procedure","What did Mary give to Fred? "
"Fred","","Who received the milk? "
"apple",", , procedure , procedure for ,, procedure for ,, procedure","What did Mary give to Jeff? "
"apple","","What did Mary give to Jeff? "
"apple","","What did Fred give to Bill? "
"Jeff","om,  , procedure for ,, procedure for ,, procedure","Who gave the milk to Fred? "
"Fred",", , , , , , , , , ,","Who gave the apple to Mary? "
"Jeff","","Who received the football? "
"Jeff",",,,,,,,,,,,,,,,,","Who did Mary give the football to? "
"milk","om,  om,,,,, procedure ,","What did Mary give to Bill? "
"Bill","","Who did Mary give the milk to? "
"milk","om,, , , , , , , ,","What did Mary give to Bill? "
"apple","","What did Fred give to Mary? "
"Mary","om,  ,, ,, ,, ,","Who received the football? "
"apple",", procedure for ,, procedure for ,, procedure for ,","What did Fred give to Bill? "
"Jeff",", procedure , procedure for,,,,,,","Who received the apple? "
"Bill",", , , , , , , , ,","Who did Mary give the football to? "
"Fred","of ,","Who gave the milk to Jeff? "
"Mary","omion , procedure for ,, procedure for ,, procedure for","Who received the milk? "
"Mary","Con ,,  procedure ,,,, procedure ,","Who gave the milk? "
"milk","","What did Bill give to Mary? "
"milk","om,, there,, procedure for ,, procedure for ,","What did Jeff give to Bill? "
"football",",, procedure for ,, procedure for ,, procedure,","What did Jeff give to Fred? "
"Mary","om,, procedure , procedure for , procedure,, procedure,,","Who gave the football? "
"Mary","om,,,,,,,,,,,,,,,,","Who gave the apple to Bill? "
"Fred",", , , , , , , , , ,","Who received the apple? "
"Mary","Ret ,","Who gave the milk to Bill? "
"milk","om,  procedure for , procedure for,, procedure for ,,","What did Mary give to Jeff? "
"Mary",", , , procedure , , procedure , , , ,","Who gave the milk? "
"Fred",", , , , , , , , , ,","Who gave the apple to Mary? "
"football","","What did Bill give to Mary? "
"apple","there, , , procedure , , procedure,,,,om,","What did Fred give to Mary? "
"apple",", procedure for ,,,,, procedure for ,","What did Fred give to Bill? "
"Jeff",",, , , , , , , ,,,,","Who gave the milk? "
"Bill","- ,","Who did Mary give the apple to? "
"Fred",", , procedure , procedure for , procedure, there,,, ,","Who gave the football to Mary? "
"milk","om  om,  ,,, procedure for ,,","What did Mary give to Fred? "
"milk","there, there,, there,, there,,,,,","What did Fred give to Mary? "
"Mary",", , , , , , , , ,","Who gave the football? "
"Fred","procedure.","Who received the apple? "
"Mary","for ,, procedure for ,, procedure for ,, procedure for","Who gave the apple? "
"Fred","procedure , , , , , , omion, ,","Who gave the apple to Bill? "
"apple",",, procedure for ,, procedure for ,, procedure for","What did Fred give to Bill? "
"Fred",", procedure , procedure for ,, procedure for ,, procedure,","Who received the apple? "
"Fred","omion,  , , , , , , ,","Who received the milk? "
