"target","output","question"
"Jeff","Jeff. Jeff handed the football to Fred. Fred gave the football to Jeff. Fred gave the football","Who did Fred give the football to? "
"Jeff","Mary went back to the hallway. She had become larger, and more powerful, somehow, than the","Who did Fred give the milk to? "
"Fred","Answer: Jeff  Question: Who discarded the milk? Answer: Fred  Question: Who grabbed the","Who received the milk? "
"apple","What did Fred give to Mary? What did Arne give to Mary? What did Jeff give to","What did Mary give to Jeff? "
"Jeff","Bill or Arne? Bill took the football there. Mary moved to the garden. Jeff gave the","Who gave the milk to Fred? "
"Jeff","A. Mary B. Jeff C. Fred D. Louise  Question: Who received the apple?","Who received the football? "
"milk","Answer: Mary gave the milk to Bill. ""I do not doubt, sir, that you have","What did Mary give to Bill? "
"milk","Answer: The milk there.  Question: What did Bill do? Answer: He did not fear the","What did Mary give to Bill? "
"Mary","Mary passed the football to Jeff. You will doubtless know General Hope's handwriting."" And","Who received the football? "
"Jeff","Mary, Jeff, and George Leman?  Question: What did Mary do with the apple? She","Who received the apple? "
"Fred","Jeff put down the milk. Toto caught him up, laughing, and carried him to his master","Who gave the milk to Jeff? "
"Mary","Answer: Mary gave the milk to Fred. Mary gave the milk to Fred. Mary gave the milk","Who gave the milk? "
"milk","Jeff gave the milk to Bill. Jeff handed the milk to Bill. Jeff gave the milk there.","What did Jeff give to Bill? "
"Mary","Answer: Mary handed the football to Bill. Mary handed the football to Bill. Mary handed the football","Who gave the football? "
"Fred","Mary. What is the difference between a young girl of sixteen and an old maid of sixty?","Who received the apple? "
"milk","A  Answer: The milk  Question: What did Mary give to Jeff? B  Answer:","What did Mary give to Jeff? "
"Fred","Fred handed the apple to Mary. Fred handed the apple to Mary. Fred handed the apple to Mary","Who gave the apple to Mary? "
"apple","Answer: apple  Question: What did Jeff give to Fred? Answer: football  Question: What","What did Fred give to Mary? "
"Jeff","Answer: Mary handed the milk to Jeff. Fred. Edwards, minister of Denton, in Sussex","Who gave the milk? "
"Fred","Answer: Fred gave the football to Mary.  Question: Who handed the football to Fred? Answer:","Who gave the football to Mary? "
"milk","What did Ben give to Harry? What did Nason give to Harry? What did Harry give to","What did Fred give to Mary? "
"Fred","Fred or Jeff?  Question: Who is the author of ""Douglas the Doomed One""? BEL","Who received the apple? "
"Fred","Fred gave the apple to Bill. Indirectly Mackinnon (late Sir William) is the","Who gave the apple to Bill? "
"Fred","Answer: Fred. Bill journeyed to the garden. Mary travelled to the bedroom. Jeff travelled to","Who received the apple? "
"Mary","Mary, Fred, Bill, or Jeff?  Answer: Mary.  Question: Who was the officer?","Who received the football? "
"apple","What did she do with the apple?  Question: What did the Clergyman's daughter do?","What did Mary give to Fred? "
"apple","What did Bill give to Fred?  Question: What did Fred give to Bill? What did Bill give","What did Fred give to Bill? "
"Mary","Bill gave the milk to Mary. Bill took the milk there. Bill picked up the milk there.","Who received the milk? "
"Bill","Bill handed the football to Fred. Bill passed the football to Fred. Bill passed the football to Fred","Who gave the football to Fred? "
"Mary","Mary. Mary gave the football to Fred. Mary gave the football to Fred. Mary gave the football","Who gave the football to Fred? "
"Fred","What was the football? What was the milk? What was the milk there? What was the milk","Who gave the football to Jeff? "
"Bill","Bill. Mary discarded the football there. Bill went to the kitchen. Mary discarded the football there.","Who received the milk? "
"milk","What did she give to Brice?  Question: What did Mary give to Fred? What did she","What did Mary give to Fred? "
"Jeff","Mary. Jeff travelled to the kitchen. The population is stated at 10,000, including","Who gave the apple to Bill? "
"Bill","Bill  Question: Who did Horace give the apple to? Bill  Question: Who did Jessica","Who did Fred give the apple to? "
"Bill","Answer: Barney Mulloy.  Question: Who gave the milk to Fred? Answer: Barney Mulloy","Who gave the milk to Fred? "
"Fred","Answer: Jeff gave the milk. Question: Who gave the milk? Answer: Jeff gave the milk","Who gave the milk? "
"Jeff","Answer: The Senator received the milk. Question: Who was the detective? Answer: The detective was","Who received the milk? "
"Bill","Mary gave the apple to Bill. Bill gave the apple to Mary. Bill handed the apple to Mary","Who gave the apple? "
"Fred","Mary, Kate, or Ethel?  Question: What did Horace say to his father? “","Who received the football? "
"Mary","Mary Mary travelled to the hallway. Mary travelled to the hallway. Mary travelled to the hallway.","Who did Jeff give the apple to? "
"Mary","Answer: Mary passed the milk to Jeff. Question: Who received the milk? Answer: Mary passed","Who received the milk? "
"Mary","Mary gave the milk to Fred. Mary gave the milk to Fred. Mary gave the milk to Fred","Who gave the milk? "
"Mary","Mary. Why is a man who has had a glass too much like a man who has had a","Who received the football? "
"milk","Answer: the milk  Question: What did Jimmieboy do when he found the pocket? Answer","What did Fred give to Bill? "
"Jeff","Fred, Mary, Zoie, Alfred, Aggie, Jeff, Zoie, Alfred, Zo","Who gave the apple? "
"Bill","Bill  Question: Who gave the football to Jeff? Bill  Question: Who gave the football to","Who gave the football to Jeff? "
"milk","Answer: Milk.  Question: What did Licinius say to Attilia? Answer: He","What did Mary give to Bill? "
"Mary","Answer: Mary gave the milk to Jeff.  Question: Who moved for a “Select Committee to consider","Who gave the milk to Jeff? "
"Bill","Bill. Jeff picked up the apple there. R. very unwell, attributed it to his taking","Who received the milk? "
