"target","output","question"
"kitchen","John went to the kitchen. He went to the kitchen. He went to the kitchen. He went","Where is John? "
"bathroom","Where did she go? Where did she go? Where did she go? Where did she go?","Where is Sandra? "
"office","Mary went to the hallway. One who has studied the real situation in an effort to learn why","Where is Daniel? "
"hallway","Mary was so young and so young and so young and so young and so young and","Where is Mary? "
"bedroom","* * * A child was * * * in its dead mother's arms."" (It)","Where is John? "
"bedroom","Where did she go? Where did she go? Where did she go? Where did she go?","Where is Mary? "
"office","She was seen going. She was seen going. She was seen going. She was seen going.","Where is Sandra? "
"bathroom","Where did Mary go? What did Mary do? What did Mary say? What did Mary tell him","Where is Mary? "
"kitchen","(It was Sandra who was it?) Answer: Sandra was it, it was she who was it","Where is Sandra? "
"bathroom","Where did she go? What did she do? What were they doing? What did they do?","Where is Sandra? "
"bedroom","Mary was taken to Lucknow, where she was made Mary, where she was made Mary","Where is Mary? "
"bedroom","Where did Felix go? Where did Felix go? Where did Felix go? Where did Felix go?","Where is Sandra? "
"bedroom","She seems to be somewhere, but where? She seems to be somewhere, but where? She seems","Where is Sandra? "
"hallway","Where did Mary? Where did Mary? Where did Mary? Where did Mary? Where did Mary?","Where is Mary? "
"bedroom","She was the one who was the one who was the one who was the one who was the one","Where is Sandra? "
"garden","What did he move to the garden. What did he move to the garden. What did he","Where is John? "
"bedroom","30,000. Your Majesty.  Your Majesty.  Your Majesty.  Your Majesty.  Your Majesty.","Where is Mary? "
"kitchen","Mary went back to the bedroom. Daniel went back to the kitchen. They were both young, generous","Where is Daniel? "
"office","He was seen by the magistrate. He was seen by the magistrate. He was seen by the magistrate","Where is John? "
"bathroom","He went to the street. He went to the street. He went to the street. He went","Where is John? "
"bathroom","Where did he go? Where did he go? Where did he go? Where did he go?","Where is Daniel? "
"bedroom","What did he do? What did he do? What did he do? What did he do?","Where is John? "
"bedroom","The/ middle of the foot, or the centre of the foot, or the centre of the","Where is Daniel? "
"hallway","She was a little girl. She was a little girl. She was a little girl","Where is Sandra? "
"garden","--they were they were they were they were they were they were they were they were they were they","Where is Sandra? "
