"target","output","question"
"Bill","Answer: Bill  Your answer should contain only one word. Do not write anything else after that.","Who did Mary give the milk to? "
"apple","Answer: apple  Your answer should contain only one word. Do not write anything else after that.","What did Mary give to Jeff? "
"Fred","Answer: Fred  Your answer should contain only one word. Do not write anything else after that.","Who gave the apple to Mary? "
"Bill","Answer: Bill  Your answer should contain only one word. Do not write anything else after that.","Who did Mary give the milk to? "
"apple","Answer: apple  Your answer should contain only one word. Do not write anything else after that.","What did Fred give to Bill? "
"Mary","Answer: Fred  Your answer should contain only one word. Do not write anything else after that.","Who received the milk? "
"football","Answer: football  Your answer should contain only one word. Do not write anything else after that.","What did Jeff give to Fred? "
"Mary","Answer: Mary  Your answer should contain only one word. Do not write anything else after that.","Who gave the milk to Bill? "
"football","Answer: apple  Your answer should contain only one word. Do not write anything else after that.","What did Bill give to Mary? "
"Bill","Answer: Bill  Your answer should contain only one word. Do not write anything else after that.","Who did Mary give the apple to? "
"Mary","[OOM]","Who gave the football? "
"apple","Answer: apple  Your answer should contain only one word. Do not write anything else after that.","What did Fred give to Bill? "
"apple","Answer: apple  Your answer should contain only one word. Do not write anything else after that.","What did Bill give to Mary? "
"milk","Answer: milk  Your answer should contain only one word. Do not write anything else after that.","What did Jeff give to Fred? "
"Mary","[OOM]","Who received the football? "
"Jeff","[OOM]","Who gave the apple to Fred? "
"Jeff","Answer: Jeff  Your answer should contain only one word. Do not write anything else after that.","Who received the apple? "
"Jeff","Answer: Jeff  Your answer should contain only one word. Do not write anything else after that.","Who gave the apple? "
"apple","[OOM]","What did Mary give to Bill? "
"Jeff","[OOM]","Who gave the apple? "
"football","[OOM]","What did Jeff give to Mary? "
"Bill","Answer: Bill  Your answer should contain only one word. Do not write anything else after that.","Who gave the milk to Mary? "
"Fred","Answer: Fred  Your answer should contain only one word. Do not write anything else after that.","Who gave the milk? "
"Bill","[OOM]","Who gave the apple? "
"Fred","[OOM]","Who gave the milk? "
