"target","output","question"
"bathroom","bedroom Mary: bedroom Mary: I don’t know what you mean by bedroom, Mary.","Where is Mary? "
"kitchen","bathroom Answer: bathroom Sandra: bathroom Sandra is now in the bathroom. She","Where is Sandra? "
"kitchen","The kitchen, I believe. Mary, the kitchen, I think. Mary, the kitchen","Where is Mary? "
"kitchen","garden John: garden John: None. John is not at all bothered by","Where is John? "
"bedroom","(London) Bill: London Bill: London Bill: London Bill: London Bill","Where is Sandra? "
"office","Office Answer: Office John is in the office, working on the computer. |John is","Where is John? "
"garden","the kitchen Mary: kitchen  Mary: kitchen Mary: kitchen Mary: kitchen Mary","Where is Mary? "
"bathroom","Office (Office), 1st floor (Office), 1st floor, office (Office","Where is Sandra? "
"kitchen","(London) She is in the park with her husband, Mary is in London with her","Where is Mary? "
"bedroom","bedroom John is in his bedroom, reading. He is reading a book, and his wife","Where is John? "
"office","office Daniel is in the office.  Daniel is in the office. He is working on his","Where is Daniel? "
"office","The castle Yes, he is in the castle with his parents He is in the garden with","Where is Daniel? "
"bathroom","bedroom Mary is in the bedroom, reading a book. Mary is in the bedroom, watching","Where is Mary? "
"bathroom","(London) London Sandra is in the library of the British Museum, and cannot be","Where is Sandra? "
"bathroom","""In the kitchen,"" said Alfred, his eyes still closed. ""Yes, I'm afraid","Where is Sandra? "
"hallway","London Mary: London (and I am not sure how Mary will react to London. I","Where is Mary? "
"kitchen","the Rue de Rivoli Call Edith, ""I'll call on her this evening. I","Where is Sandra? "
"office","A city Daniel: New York Daniel: New York Daniel: New York Daniel:","Where is Daniel? "
"kitchen","kitchen Answer: kitchen Sandra: kitchen Sandra: kitchen Sandra: kitchen","Where is Sandra? "
"bedroom","bedroom John is in the bedroom, reading a book. John is in the bedroom, reading a","Where is John? "
"hallway","bedroom Answer: bedroom, with the bedroom, with the bed in it, I will","Where is Sandra? "
"bedroom","(London) London John: London John: London John: London John: London","Where is Mary? "
"bedroom","bedroom Answer: bedroom John: Yes, bedroom John: Yes, bedroom John:","Where is John? "
"bedroom","The bedroom, changing her clothes. Mary is in the bedroom, changing her clothes. Mary is in","Where is Mary? "
"bedroom","At the hospital, she is in bed. She is still asleep. She doesn't know what","Where is Mary? "
