"target","output","question"
"bathroom","Answer: She is gone, and I have lost her. Question: Where is the little bird","Where is Mary? "
"bedroom","She is in the kitchen, and she is making a cake. She is making a cake for","Where is Sandra? "
"kitchen","Is she in the South? Is she in the North? Is she in the South? Is","Where is Mary? "
"bathroom","--Ver. 'Thee, the Veian's daughter, the daughter of the King of","Where is Mary? "
"kitchen","I can't find her. I can't find her. I can't find her. I can","Where is Sandra? "
"hallway","What is the opposite of ""faith in himself was coming back""? Answer: She was gone,","Where is Sandra? "
"bedroom","What is her job?  Answer: Mary is the cook. She is a good cook. She is","Where is Mary? "
"office","Answer: She is in the kitchen, putting the finishing touches to the Christmas dinner. Question","Where is Sandra? "
"office","What is her situation? What is her character? What is her duty? What is her","Where is Mary? "
"kitchen","* * * * * * * * * * * * * * * * * * * *","Where is Sandra? "
"bedroom","I can't find her. *I* can't find her. *I* can't find","Where is Mary? "
"office","I have not seen him for a long time. I suppose he is in the starry","Where is Daniel? "
"office","He is not in the text.  Answer: He is in the text, but he is not in","Where is Daniel? "
"office","He is in the compound, and he is not in the compound.  Answer: He is in the","Where is John? "
"hallway","I am sorry to say that she is no longer with us. She died in 1915,","Where is Sandra? "
"bedroom","He is in the city. He is in the city. He is in the city. He is","Where is Daniel? "
"bathroom","She is the daughter of Dr. Henry S. Pritchett, a recent president of the Massachusetts","Where is Sandra? "
"garden","I can't find her. I'm looking for her. I want to see her. I want","Where is Sandra? "
"bedroom","I have not seen him for a long time. I have not seen him for a long time","Where is John? "
"hallway","What is she doing?  Answer: She is standing on a rock, and she is trying to get","Where is Mary? "
"hallway","He is not in his room. I have looked for him everywhere. I have not seen","Where is John? "
"bathroom","I can't find him.  Answer: He's in the context of the text.  Question: What","Where is John? "
"office","I can't find her.  Answer: She's in the garden.  Question: Where is the","Where is Mary? "
"hallway","He is not here. He is in the kitchen. He is not in the kitchen. He","Where is John? "
"garden","I have not seen her for a long time.  Answer: She is in the garden.  Question:","Where is Sandra? "
