"target","output","question"
"Bill","""I thought I should never, never see you again. But we will not wait to hear","Who did Mary give the milk to? "
"milk","do you think the two who passed us could hide behind that presumption longer than the fraction of","What did Mary give to Fred? "
"apple","What did Jeff give to Mary? What did Jeff give to Jeff? What did Jeff give to Jeff","What did Mary give to Jeff? "
"apple","Answer: the apple.  Question: What did Jeff give to Fred? Answer: the football.  Question","What did Fred give to Bill? "
"Fred","Answer: Fred gave the apple to Mary. Fred gave the apple to Mary. Fred gave the apple","Who gave the apple to Mary? "
"Jeff","Jeff. Mary gave the football to Jeff. Mary gave the football to Jeff. Mary gave the football","Who did Mary give the football to? "
"Bill","Bill  Answer: Mary gave the milk to Bill.  Question: Who did Mary give the milk to","Who did Mary give the milk to? "
"apple","Answer: the apple. Mary travelled to the hallway. 1;       his work at Pembroke","What did Fred give to Mary? "
"apple","What did Bill give to Fred? What did Mary give to Bill? What did Jeff give to Bill","What did Fred give to Bill? "
"Bill","Bill  Question: Who did Angeline give the football to? Bill  Question: Who did Ang","Who did Mary give the football to? "
"Mary","Answer: Amy. Question: Who was the minister? Answer: The pastor of this country parish was","Who received the milk? "
"milk","Mary discarded the milk. The doctor's tone was peremptory and his piercing eyes were fixed","What did Bill give to Mary? "
"football","Fred handed the football to Jeff. Jeff handed the football to Fred. Fred handed the football to Jeff","What did Jeff give to Fred? "
"Mary","Mary handed the apple to Bill. I came down to Dara and went out to Suleiman","Who gave the apple to Bill? "
"Mary","Answer: Mary. Question: Who gave the milk to Mary? Answer: Bill. Question: Who","Who gave the milk to Bill? "
"Mary","Answer: Jeff.  Question: Who gave the milk? Answer: Jeff.  Question: Who gave the","Who gave the milk? "
"football","Answer: The apple. Question: What did Bill give to Mary? Answer: The apple. Question","What did Bill give to Mary? "
"apple","A) the apple B) the milk C) the milk there D) the milk","What did Fred give to Bill? "
"Bill","Mary gave the apple to Bill. he stammered, with a faint, tentative smile","Who did Mary give the apple to? "
"milk","What did he do with it?  Answer: Mary handed the milk to Fred. He passed me on","What did Mary give to Fred? "
"Mary","Fred or Mary?  Answer: Mary got the milk there. That is a platform broad enough, and","Who gave the football? "
"Mary","Bill  Question: Who gave the apple? Bill  Question: Who gave the apple? Bill","Who gave the apple? "
"apple","Mary went to the kitchen. Fred journeyed to the garden. Fred went back to the garden.","What did Fred give to Bill? "
"Fred","Fred handed the milk to Jeff. Jeff journeyed to the office. Fred journeyed to the office","Who received the milk? "
"apple","Answer: An apple.  Question: What did Miss Maggie give to Miss Flora? Answer: A","What did Bill give to Mary? "
"apple","Mary went back to the kitchen. ""Arne, you mustn't go away,"" she said","What did Fred give to Bill? "
"milk","Amy was pale and agitated, for an indiscreet fisherman had remarked that the ice was","What did Jeff give to Fred? "
"Jeff","Why is a man who is always in a hurry like a man who is always in a rail","Who gave the football? "
"Mary","Fred gave the football to Mary. Mary handed the football to Fred. Mary handed the football to Fred","Who received the football? "
"Jeff","Jeff. Bill gave the milk to Jeff. Jeff gave the milk to Bill. Jeff gave the milk","Who did Bill give the milk to? "
"Jeff","Jeff? Bill?  Answer: Jeff. Fred moved to the bathroom. Jeff got the football there.","Who gave the apple to Fred? "
"Jeff","Jeff, Fred, or Cook?  Question: Who did Mary give the picture to? Jeff, Fred","Who did Bill give the apple to? "
"Jeff","Mary, Paulina, Jemimah, Jeff, Brown, Fred, Jemimah","Who received the apple? "
"apple","What did Jeff give to Mary? What did Jack give to Ruby? What did Ruby give to Jack","What did Mary give to Fred? "
"Jeff","Answer: Bill gave the apple to Jeff.  Question: Who gave the apple to Jeff? Answer:","Who gave the apple? "
"Bill","Bill. Jeff gave the football to Bill. Jeff gave the football to Bill. Jeff gave the football","Who did Jeff give the football to? "
"apple","Answer: An apple.  Question: What did Bill give to Mary? Answer: An apple.  Question","What did Mary give to Bill? "
"Bill","Bill went to the bathroom. Gerhardt sought out the minister of the nearest Lutheran church, a round","Who did Fred give the milk to? "
"Jeff","Answer: Bill gave the apple. Question: Who handed the apple? Answer: Jeff handed the apple","Who gave the apple? "
"football","Answer: the football  Question: What did Mary give to Fred? Answer: the football  Question","What did Mary give to Fred? "
"football","Answer: A football. Question: What did Jeff give to the football? Answer: A football.","What did Jeff give to Mary? "
"milk","What did Fred give to Mary? What did Bill give to Fred? What did Fred give to Bill","What did Mary give to Fred? "
"Bill","What was the name of the girl on No. 2? What was the name of the girl","Who gave the milk to Mary? "
"Fred","Answer: The fairy. Question: What did the fairy say to the Green Man? Answer: ""","Who gave the apple? "
"Fred","Fred or George?  Answer: Fred.  Question: Who did Bill give the milk to? George or","Who did Bill give the milk to? "
"Fred","What did he do with the apple?  Answer: He gave the apple to Alfred. He put down","Who did Bill give the apple to? "
"Bill","Bill. He gave the apple to Bill. He gave the apple to Bill. He gave the apple","Who did Jeff give the apple to? "
"Mary","_Publius, PUBLIUS, PUBLIUS, PUBLIUS, P","Who did Bill give the milk to? "
"Fred","Mary or Fred?  Mary handed the milk to Fred.  Question: Who handed the milk to Fred?","Who gave the milk? "
"Fred","Answer: Fred gave the football there. Jack Kirke, accident on, 106. Kirke","Who gave the football? "
