"target","output","question"
"Bill","Answer: Mary gave the milk to Bill. </context>  Okay, let's tackle this question","Who did Mary give the milk to? "
"apple","Answer: Answer:  Assistant: apple  The answer is derived from the sentence: ""Jeff grabbed","What did Mary give to Jeff? "
"Fred","Answer: Answer:  Bill Answer: Bill Answer: Bill Answer: Bill Answer","Who gave the apple to Mary? "
"Bill","Answer: Bill Answer: Bill Answer: Bill Answer: Bill Answer: Bill","Who did Mary give the milk to? "
"apple","Answer: Apple Okay, let's try to figure out the answer to the question: ""","What did Fred give to Bill? "
"Mary","Choices:  A. Fred B. Mary C. Amy D. Leonard","Who received the milk? "
"football","Answer: football <context> Fred handed the football to Jeff. Dressed in a mean costume","What did Jeff give to Fred? "
"Mary","Answer: Answer: Mary Answer: Mary Answer: Mary Answer: Mary Answer","Who gave the milk to Bill? "
"football","Answer: football Okay, let's try to figure out the answer to the question ""What","What did Bill give to Mary? "
"Bill","Answer: Bill </context> Okay, let's tackle this question. The user is asking","Who did Mary give the apple to? "
"Mary","Answer: Answer: Mary Answer: Mary Answer: Mary Answer: Mary Answer","Who gave the football? "
"apple","Answer: Answer: apple Okay, let's try to figure out what Fred gave to Bill","What did Fred give to Bill? "
"apple","Answer: Answer:  apple Okay, let's try to figure out what the answer is here","What did Bill give to Mary? "
"milk","Answer: Answer:  Assistant: milk  The answer is derived from the sentence: ""On a","What did Jeff give to Fred? "
"Mary","Answer: Answer: Mary The answer is Mary.  <context> Mary handed the football to Fred","Who received the football? "
"Jeff","Answer: Answer: Fred Answer: Fred Answer: Fred Answer: Fred Answer","Who gave the apple to Fred? "
"Jeff","Answer: Bill Okay, let's tackle this question. The user provided a context that seems","Who received the apple? "
"Jeff","Answer: Bill </context> Okay, let's tackle this question. The user provided a","Who gave the apple? "
"apple","Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer","What did Mary give to Bill? "
"Jeff","Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer","Who gave the apple? "
"football","Answer: @  Okay, let's try to figure out what Jeff gave to Mary based on the","What did Jeff give to Mary? "
"Bill","Answer: Answer: Bill Answer: Bill Answer: Bill Answer: Bill Answer","Who gave the milk to Mary? "
"Fred","Answer: Answer: Fred Answer: Fred Answer: Fred Answer: Fred Answer","Who did Bill give the milk to? "
"Bill","Answer: Answer: Bill Answer: Bill Answer: Bill Answer: Bill Answer","Who did Jeff give the apple to? "
"Fred","Answer: Answer: Fred Answer: Mary Answer: Fred Answer: Mary Answer","Who gave the milk? "
