"target","output","question"
"kitchen","There. there.","Where is the football? "
"garden","of the of","Where is the milk? "
"bedroom","","Where is the apple? "
"bedroom",". ..","Where is the apple? "
"kitchen","","Where is the apple? "
"hallway","another","Where is the apple? "
"kitchen","","Where is the milk? "
"garden","but","Where is the milk? "
"bedroom","of","Where is the milk? "
"bathroom","there","Where is the milk? "
"bathroom","","Where is the football? "
"bedroom","starts","Where is the milk? "
"bathroom","item","Where is the apple? "
"kitchen","not","Where is the football? "
"bedroom","but","Where is the apple? "
"garden","but","Where is the apple? "
"bedroom","but","Where is the football? "
"bedroom","but   but","Where is the apple? "
"garden","..","Where is the milk? "
"garden","","Where is the milk? "
"office","the one of","Where is the apple? "
"bedroom","then they said she. they. she. she. she. she. she. she. she","Where is the milk? "
"garden","called   but","Where is the milk? "
"bathroom",".","Where is the milk? "
"office",".","Where is the apple? "
"garden",".","Where is the football? "
"garden","not","Where is the football? "
"bedroom","","Where is the apple? "
"hallway","but one.","Where is the apple? "
"hallway","","Where is the apple? "
"hallway","of","Where is the apple? "
"garden","but not not but","Where is the football? "
"hallway","","Where is the apple? "
"kitchen","there.","Where is the football? "
"hallway","of","Where is the milk? "
"kitchen","not but of the of","Where is the apple? "
"office","","Where is the milk? "
"hallway","but","Where is the milk? "
"bathroom","but","Where is the milk? "
"bathroom","","Where is the milk? "
"bathroom",".................","Where is the football? "
"hallway","but is the but but but but","Where is the football? "
"garden","said","Where is the apple? "
"bedroom","then there. but. but. but. but. but. but. but. but. but","Where is the apple? "
"kitchen","","Where is the milk? "
"bedroom","","Where is the milk? "
"hallway","of","Where is the apple? "
"garden","but","Where is the milk? "
"kitchen","but","Where is the football? "
"bathroom","but but of the","Where is the football? "
"garden","there there again we again to the again to again to the again to she again to the again to","Where is the milk? "
"bedroom","but","Where is the apple? "
"hallway","of. of. of. of. of. of. of. of. of of of of","Where is the milk? "
"hallway","but but of the","Where is the milk? "
"office","but","Where is the milk? "
"kitchen","one","Where is the apple? "
"bathroom","of","Where is the milk? "
"bathroom","but","Where is the milk? "
"office",".","Where is the football? "
"garden","of the of","Where is the football? "
"kitchen","of the of","Where is the apple? "
"bathroom","","Where is the apple? "
"garden","of the","Where is the football? "
"bathroom","","Where is the milk? "
"bathroom","but but","Where is the milk? "
"hallway",". ones","Where is the milk? "
"bedroom","","Where is the football? "
"garden","of","Where is the football? "
"bedroom","but","Where is the football? "
"bathroom",".","Where is the apple? "
"garden","then again.","Where is the milk? "
"office","","Where is the milk? "
"office","but of the of the of the of the of the of the of but of the of the","Where is the football? "
"hallway","but. of the","Where is the football? "
"garden","of the","Where is the football? "
"office","","Where is the milk? "
"kitchen","then with the phrase this one which was the one time the one time the one time she was the","Where is the football? "
"office","","Where is the milk? "
"kitchen","there there.................","Where is the apple? "
"kitchen","but","Where is the football? "
"office","","Where is the football? "
"kitchen","of","Where is the apple? "
"office","thing","Where is the apple? "
"bathroom","of   time   of","Where is the football? "
"bathroom","but","Where is the football? "
"office","","Where is the milk? "
"bathroom","of...................","Where is the apple? "
"bedroom","","Where is the milk? "
"hallway","but","Where is the apple? "
"bedroom","again. and and the and and and and and and and the and and and and and and and","Where is the milk? "
"bedroom","....................","Where is the apple? "
"bathroom","","Where is the football? "
"bedroom","","Where is the football? "
"bedroom","","Where is the football? "
"bedroom","and and","Where is the apple? "
"kitchen","and and and","Where is the football? "
"garden","of the to","Where is the milk? "
"office",".","Where is the milk? "
"bedroom","but but and and","Where is the milk? "
"kitchen","","Where is the apple? "
