"target","output","question"
"kitchen","I can't find her.  Answer: She is in the kitchen.  Question: Where is the kitchen","Where is Sandra? "
"bedroom","She is not in the house, and she is not in the garden. She is not in","Where is Sandra? "
"bathroom","""I have done him too much grace already. When he has seen the errant damsel","Where is Sandra? "
"office","What is he doing?  Answer: He is in the woods, and he is looking for a place","Where is Daniel? "
"bathroom","I am sure she is not at home. I will go and see her. I will go","Where is Sandra? "
"kitchen","Answer: In the south, grows a tree peculiar to this country, the El </context>","Where is Sandra? "
"bedroom","The proportions of the order have never yet been excelled, and there is just that balance between","Where is John? "
"bedroom","He is in the kitchen. He is in the bedroom. He is in the dining-room","Where is John? "
"garden","What is she doing? What is she saying? What is she thinking? What is she feeling?","Where is Mary? "
"office","""She's noo at the Gude Samaritan, an' ye may be sure she","Where is Sandra? "
"bathroom","What is her father's name? What is her father's opinion of the war? What is her","Where is Mary? "
"garden","EMIL GRELIEU  She is in the house. PIERRE  And the children","Where is Sandra? "
"garden","Answer: He is in the library. Question: What is he doing? Answer: He is reading","Where is John? "
"bedroom","What is her name?  What is her age?  What is her occupation?","Where is Mary? "
"bedroom","_Sunday._--We are going to have a very quiet day. I am not going to","Where is Mary? "
"bathroom","I have not heard from her. I have not heard from her. I have not heard from","Where is Sandra? "
"bedroom","_Reg._ I have no need of her. _Ham._ (_aside._) I have no","Where is Sandra? "
"office","Answer: He is in the kitchen.     Jimmieboy's eyes were sparkling with delight,","Where is John? "
"hallway","What is she doing? What is she carrying? What is she wearing? What is she saying?","Where is Mary? "
"bedroom","I have not seen her since I came in.  Answer: She is in the drawing-room, sir","Where is Mary? "
"kitchen","Answer: She is in the kitchen. Question: Where is John? Answer: He is in","Where is Sandra? "
"bathroom","She is in the net, and is speedily recaptured by the sticky matter. There is","Where is Sandra? "
"bedroom","]  [Footnote 194: The Roman boys were taught to read and write, and to","Where is Mary? "
"office","He is in the garden.  Answer: He is in the garden.  Question: Where is the old","Where is John? "
"office","--I've been looking for him, but I can't find him. I'm sure he's","Where is Daniel? "
"hallway","She is not in the house, and she is not in the garden. She is not","Where is Mary? "
"bathroom","I can't find him.  Answer: He's in the kitchen.  Question: What's he doing","Where is John? "
"hallway","He is not in the room. He is not in the house. He is not in the","Where is Daniel? "
"bathroom","I am sure he is not in the house, and I am afraid he has gone to","Where is Daniel? "
"office","I don't know. But I do know that she was a good woman. She was a","Where is Mary? "
"bedroom","(1:1-2:7)  Answer: In the Upper Chamber, and in the Temple","Where is Daniel? "
"bedroom","I can't find him in the text.  Answer: He is in the text, but he is","Where is Daniel? "
"bedroom","--the same, I believe, as the one we had before. I have brought you a","Where is John? "
