"target","output","question"
"kitchen","Answer: She is in the Everglades, but, as she is not expected back,","Where is Mary? "
"garden","Answer: She is in the kitchen. Question: What is she doing? Answer: She is washing","Where is Mary? "
"office","Answer: He is gone to the Conciergerie, and will be brought back. Question","Where is Daniel? "
"bathroom","Answer: She is in the kitchen, baking. Question: What is she baking? Answer: A","Where is Sandra? "
"kitchen","Answer: She is in the garden. Question: What is she doing? Answer: She is picking","Where is Sandra? "
"bedroom","Answer: In bed. Question: Why? Answer: Because he is sick. Question: How","Where is John? "
"bedroom","Answer: In the kitchen. Question: What is he doing? Answer: Cooking. Question: How","Where is Daniel? "
"garden","Answer: In the kitchen. Question: Where is Owen? Answer: In the drawing-room.","Where is Daniel? "
"garden","Answer: She's gone to the city. Question: What did she take with her? Answer","Where is Sandra? "
"garden","Answer: She is in the garden, reading the newspaper. Question: What is the","Where is Sandra? "
"office","Answer: She is dead. Question: Who killed her? Answer: A demon. Question:","Where is Mary? "
"bathroom","Answer: She is in the garden, reading the paper. Question: What is the paper? Answer","Where is Sandra? "
"hallway","Answer: He is gone to the country, to see his mother, who is ill. Question","Where is Daniel? "
"kitchen","Answer: In the ark. Question: Where is the ark? Answer: In the Bible. Question","Where is Daniel? "
"bedroom","Answer: She is in the kitchen. Question: Where is John? Answer: He is in","Where is Mary? "
"bedroom","Answer: In the woods. Question: Where is Daniel? Answer: In the woods. Question","Where is Daniel? "
"office","Answer: He is in the Mauritius, and is expected back in a few days. Question","Where is Daniel? "
"office","Answer: He is gone. Question: Where is John? Answer: He is gone. Question:","Where is John? "
"bathroom","Answer: She is in the garden, reading the bill. [_SALOME rushes out,","Where is Sandra? "
"office","Answer: She is in the library, reading. Question: Who is the gentleman? Answer: I","Where is Sandra? "
"hallway","Answer: In the Bible. Question: Where is Daniel? Answer: In the Bible. Question","Where is Daniel? "
"garden","Answer: He is gone. Question: Where is John? Answer: He is gone. Question","Where is John? "
"office","Answer: He is in the kitchen. Question: What is he doing? Answer: Cooking.","Where is John? "
"bedroom","Answer: In the appendix. Question: Where is the appendix? Answer: In the appendix.","Where is Daniel? "
"office","Answer: He's gone to the kitchen, and I'll come down t'ye, and whate","Where is John? "
