"target","output","question"
"Jeff","Answer: Jeff. Question: Who did Mary go back to? Answer: Jeff. Question: Who","Who did Fred give the milk to? "
"apple","Answer: A pair of stockings.  Question: What did Jeff give to Mary? Answer: A pair","What did Mary give to Jeff? "
"Jeff","Answer: The provost, who, having been informed that it was intended for the lists,","Who received the football? "
"milk","Answer: Milk. Question: What did Bill give to Mary? Answer: Nothing. Question:","What did Mary give to Bill? "
"Jeff","Answer: The boy. Question: Who ate the apple? Answer: The boy. Question: Who","Who received the apple? "
"Mary","Answer: Mary. Question: Who broke the eggs? Answer: Fred. Question: Who hatched","Who gave the milk? "
"Mary","Answer: Ruby. Question: Who kicked it? Answer: Ruby. Question: Who caught it?","Who gave the football? "
"milk","Answer: A pair of boots.  Question: What did Jeff give to Mary? Answer: A pair","What did Mary give to Jeff? "
"apple","Answer: Nothing. Mary went to the hallway. But as to the Rocket and its apparatus,","What did Fred give to Mary? "
"Fred","Answer: Fred. Question: Who kicked it? Answer: Fred. Question: Who caught it?","Who gave the football to Mary? "
"Fred","Answer: The SQUIRE. Question: Who gave it? Answer: The SQUIRE. Question:","Who received the apple? "
"Fred","Answer: The Maya. Question: Who gave it? Answer: The Maya. Question:","Who received the apple? "
"apple","Answer: A pair of stockings.  Question: What did Fred give to Mary? Answer: A pair","What did Mary give to Fred? "
"Mary","Answer: Mary.  Question: Who received the milk? Answer: Mary.  Question: Who received the","Who received the milk? "
"Mary","Answer: Mary.  Question: Who gave the football to Fred? Answer: Mary.  Question: Who","Who gave the football to Fred? "
"Bill","Answer: Jeff. Question: Who carried the milk? Answer: Bill. Question: Who drank the","Who received the milk? "
"Jeff","Answer: Jeff. Question: Who gave the apple to Bill? Answer: Jeff. Question: Who","Who gave the apple to Bill? "
"Bill","Answer: Fred gave the milk to Fred. Question: Who gave the milk to Fred? Answer:","Who gave the milk to Fred? "
"Jeff","Answer: The milkman. Question: Who received the bread? Answer: The breadman. Question","Who received the milk? "
"Fred","Answer: Fred.  Question: Who received the football? Answer: Fred.  Question: Who received the","Who received the football? "
"Mary","Answer: The milkman.  Question: Who received the eggs? Answer: The hen.  Question:","Who received the milk? "
"Mary","Answer: The Indians, who, as Smith says, ""did play at it, and kick","Who received the football? "
"Jeff","Answer: Fred. Question: Who ate it? Answer: Zoie. Question: Who paid for","Who gave the apple? "
"milk","Answer: A piece of cake. Question: What did Bill give to Mary? Answer: A piece","What did Mary give to Bill? "
"Bill","Answer: The infant. Question: Who received the milk? Answer: The infant. Question:","Who received the milk? "
