"target","output","question"
"milk","A. a book B. a book of matches C. a book of matches and a book D","What did Mary give to Fred? "
"Jeff","A. the ball B. the ball C. the ball D. the ball A. the","Who did Mary give the football to? "
"Bill","A. the King B. the Queen C. the King's brother D. the King's sister","Who did Mary give the football to? "
"Mary","A. The apple was given to Bill by the man. B. The apple was given to Bill","Who gave the apple to Bill? "
"apple","A. a piece of bread B. a piece of bread and cheese C. a piece of bread","What did Fred give to Bill? "
"Mary","A. The mother B. The father C. The mother and father D. The boy Answer","Who gave the apple? "
"apple","A. a glass of wine B. a glass of beer C. a glass of water D.","What did Fred give to Bill? "
"Jeff","A. the lawyer B. the lawyer's wife C. the lawyer's wife's mother D.","Who did Bill give the milk to? "
"apple","A. a doll B. a dollhouse C. a dollhouse D. a dollhouse","What did Mary give to Fred? "
"Bill","A. The man who was in the kitchen. B. The man who was in the","Who did Fred give the milk to? "
"milk","A. a book B. a letter C. a ring D. a letter of credit Answer","What did Mary give to Fred? "
"Fred","A. the squirrel B. the crow C. the crow and the squirrel D. the squirrel and","Who did Bill give the apple to? "
"Fred","A. The Rover. B. The Rover. C. The Rover. D. The Rover.","Who gave the football? "
