"target","output","question"
"Bill","Answer: Bill. Question: Who did Mary give the milk to? Answer: Bill. Question:","Who did Mary give the milk to? "
"milk","Answer: Nothing. Question: What did Fred give to Mary? Answer: Nothing. Question: What","What did Mary give to Fred? "
"apple","Answer: A piece of apple.  Question: What did Jeff give to Mary? Answer: A piece","What did Mary give to Jeff? "
"apple","Answer: A apple. Question: What did Fred give to Bill? Answer: A apple. Question","What did Fred give to Bill? "
"Fred","Answer: Fred </question> <example> Mary picked up the apple there. Mary gave the","Who gave the apple to Mary? "
"Jeff","Answer: Jeff.  <example> Mary picked up the apple there. Mary gave the apple to Fred","Who did Mary give the football to? "
"Bill","Answer: The cat. Question: Who did Mary give the milk to? Answer: The cat.","Who did Mary give the milk to? "
"apple","Answer: A gold watch, a gold chain, a gold chain, a gold chain, a gold","What did Fred give to Mary? "
"apple","Answer: Nothing. Question: What did Bill give to Fred? Answer: Nothing. Question: What","What did Fred give to Bill? "
"Bill","Answer: Mary gave the football to the Harvard Observatory. Question: Who did Mary give the football to","Who did Mary give the football to? "
"Mary","Answer: Fred.  <example> Mary picked up the apple there. Mary gave the apple to Fred","Who received the milk? "
"milk","Answer: A wig. Question: What did Mary give to Bill? Answer: A wig. Question","What did Bill give to Mary? "
"football","Answer: Nothing. Question: What did Fred give to Jeff? Answer: Nothing. Question: What","What did Jeff give to Fred? "
"Mary","Answer: Fred.  <example> Mary picked up the apple there. Mary gave the apple to Fred","Who gave the apple to Bill? "
"Mary","Answer: Mary.","Who gave the milk to Bill? "
"Mary","Answer: Jeff.  <example> Mary picked up the apple there. Mary gave the apple to Fred","Who gave the milk? "
"football","Answer: An apple. Question: What did Mary give to Bill? Answer: A kiss. Question","What did Bill give to Mary? "
"apple","Answer: A box of cigars. Question: What did Bill give to Fred? Answer: A box","What did Fred give to Bill? "
"Bill","Answer: Bill. Question: Who did Mary give the apple to? Answer: Bill. Question:","Who did Mary give the apple to? "
"milk","Answer: Milk. Question: What did Fred give to Mary? Answer: Milk. Question: What","What did Mary give to Fred? "
"Mary","Answer: Jeff.  Question: Who picked up the apple? Answer: Jeff.  Question: Who gave","Who gave the football? "
"Mary","Answer: Fred.  Question: Who passed the football? Answer: Jeff.  Question: Who got the","Who gave the apple? "
"apple","Answer: A piece of apple. Question: What did Bill give to Fred? Answer: A piece","What did Fred give to Bill? "
"Fred","Answer: Jeff. _____________________________________________________     |          |            |     |   Date. |","Who received the milk? "
"apple","Answer: An apple. THE END  THE END  THE END  THE END  THE END","What did Bill give to Mary? "
"apple","Answer: An apple.  Question: What did Fred give to Bill? Answer: An apple.  Question","What did Fred give to Bill? "
"milk","Answer: Milk. Question: What did Fred give to Jeff? Answer: Nothing. Question: What","What did Jeff give to Fred? "
"Jeff","Answer: Jeff. Why is it dangerous to take a nap in a train? Because the cars","Who gave the football? "
"Mary","Answer: Fred.  Question: Who gave the milk? Answer: Bill.  Question: Who journeyed","Who received the football? "
"Jeff","Answer: Jeff.  <example> Mary picked up the apple there. Mary gave the apple to Fred","Who did Bill give the milk to? "
"Jeff","Answer: Fred.","Who gave the apple to Fred? "
"Jeff","Answer: Fred. ""You seem to be almost, comparative, and superlative degrees of the","Who did Bill give the apple to? "
"Jeff","Answer: Fred. Question: Who gave the apple? Answer: Fred. Question: Who received the","Who received the apple? "
"apple","Answer: A box of chocolates. Question: What did Fred give to Mary? Answer: A box","What did Mary give to Fred? "
"Jeff","Answer: Fred.  <example> Mary picked up the apple there. Mary gave the apple to Fred","Who gave the apple? "
"Bill","Answer: Bill. Question: Who did Jeff give the football to? Answer: Bill. Question:","Who did Jeff give the football to? "
"apple","Answer: Nothing. Question: What did Bill give to Mary? Answer: Nothing. Question: What","What did Mary give to Bill? "
"Bill","Answer: Jennie. Question: Who did Fred give the milk to? Answer: Jennie.","Who did Fred give the milk to? "
"Jeff","Answer: Fred.","Who gave the apple? "
"football","Answer: A kiss. Question: What did Fred give to Mary? Answer: A kiss. Question","What did Mary give to Fred? "
"football","Answer: A football. Question: What is the difference between a football and a baseball? Answer:","What did Jeff give to Mary? "
"milk","Answer: Nothing.  Question: What did Fred give to Mary? Answer: Nothing.  Question: What","What did Mary give to Fred? "
"Bill","Answer: Billy, the ostler, porter and clerk.  Question: Who is Mary? Answer:","Who gave the milk to Mary? "
"Fred","Answer: Fred.  <example> Mary picked up the apple there. Mary gave the apple to Fred","Who gave the apple? "
"Fred","Answer: Fred.","Who did Bill give the milk to? "
"Fred","Answer: Fred.  Question: Who did Jeff pass the football to? Answer: Fred.  Question:","Who did Bill give the apple to? "
"Bill","Answer: Bill. Question: Who did Jeff give the apple to? Answer: Bill. Question:","Who did Jeff give the apple to? "
"Mary","Answer: Fred","Who did Bill give the milk to? "
"Fred","Answer: Mary </question>  The question of the sites of Jerusalem, and the various theories","Who gave the milk? "
"Fred","Answer: Jeff.  Question: Who gave the apple? Answer: Fred.  Question: Who gave the","Who gave the football? "
