"target","output","question"
"kitchen","3 1.1.1.1.1.1.1.1.1.","Where is John? "
"bathroom","""I am a-1-2-3-3-2-1-2-2","Where is Sandra? "
"office","--or, if you please, ""the'1 1 1_1_1_","Where is Daniel? "
"hallway","""I--"" ""I--"" ""I--"" ""I--"" ""I--""","Where is Mary? "
"bedroom","""I--"" ""A--"" ""0-1-0-1-1-1","Where is John? "
"bedroom","""I'll be _1.1.1.1.1.1.1.1","Where is Mary? "
"office","—3-1-1-1-1-1-1-1-1-1","Where is Sandra? "
"bathroom","—and, as he was not to be outdone, he  1 1 1","Where is Mary? "
"kitchen","—1.3.3.3.3.3.3.3.3.3","Where is Sandra? "
"bathroom","""I'm Cliff's wife, and I'm Cliff's _""I'm Cliff's wife,","Where is Sandra? "
"bedroom","“I’m not sure,--I’m not sure. ""I’m not sure,--I","Where is Mary? "
"bedroom","3.5°3°3°3°3°3°3°3°3","Where is Sandra? "
"bedroom","""I3-3-1-1-1-1-1-1-1-","Where is Sandra? "
"hallway","--3rd, and, as usual, with the 2nd, and the 1st","Where is Mary? "
"bedroom","=2o3.0=3.0=3.0=3.0=3","Where is Sandra? "
"garden","--_1 3.0n1,1,1,1,1,1,","Where is John? "
"bedroom","1 1.1.3.1.1.1.1.1.1","Where is Mary? "
"kitchen","1 1.1.1.1.1.1.1.1.1.","Where is Daniel? "
"office","3 1 5 1 5 1 5 1 5 1","Where is John? "
"bathroom","Conway, and Conway, and Conway, and Conway, and Conway, and Conway, and Conway,","Where is John? "
"bathroom","3.0.0.0.0.0.0.0.0.0","Where is Daniel? "
"bedroom","3––––––––––––––––––––––––––––––––––––","Where is John? "
"bedroom","2 1 1 1 1 1 1 1 1 1","Where is Daniel? "
"hallway","4.4.2.2.2.2.2.2.2.2.","Where is Sandra? "
"garden","[5.1.1.1.1.1.1.1.1.1","Where is Sandra? "
