"target","output","question"
"Jeff","Answer: To the girl. Question: What did the girl do with the football? Answer:","Who did Fred give the football to? "
"Fred","Answer: The Queen. Question: What did she say? Answer: ""I am thirsty."" Question","Who received the milk? "
"Jeff","Answer: The laity. Question: Who gave the milk to Fred? Answer: The","Who gave the milk to Fred? "
"milk","What did Bill give to Mary? What did Bill give to the Captain? What did the Captain","What did Mary give to Bill? "
"Mary","Answer: Mary.  Question: What was the name of the man who was the first to see the","Who received the football? "
"Fred","Answer: The milkman.  Question: What is the name of the man who was killed by the","Who gave the milk to Jeff? "
"milk","Answer: A dollar. Question: What did Bill give to Jeff? Answer: A dollar. Question","What did Jeff give to Bill? "
"Fred","Answer: The apple was received by the Russian Ambassador, who was then in London.  Question:","Who received the apple? "
"Fred","What was the name of the servant who gave it to her? What was the name of","Who gave the apple to Mary? "
"Jeff","--Answer: Jeff.  </context>  Holland, a good painter, and a friend of his","Who gave the milk? "
"milk","What did Mary give to Fred? What did Fred give to Mary? What did Mary give to","What did Fred give to Mary? "
"Fred","What was the result of the meeting between Dick and the old man? What was the result of","Who gave the apple to Bill? "
"Mary","Answer: Mary.  Question: What did Katy do? Answer: She made tea.  Question: What","Who received the football? "
"apple","Answer: A piece of chalk. Question: What did Bill give to Fred? Answer: A piece","What did Fred give to Bill? "
"Bill","What was the football made of? What was the statue made of? What was the statue made of","Who gave the football to Fred? "
"Fred","Answer: The football was given to Jeff by the football committee. Question: Who gave the football","Who gave the football to Jeff? "
"milk","What did Fred give to Mary?  Answer: Fred gave Mary a ring, and Mary gave Fred a","What did Mary give to Fred? "
"Bill","Why?  Answer: He gave it to the little girl. He gave it to her because he was","Who did Fred give the apple to? "
"Fred","Answer: The nurse. Question: Who gave the milk? Answer: The nurse. Question: Who","Who gave the milk? "
"Bill","Answer: Mary. Question: Who took it? Answer: Bill. Question: Who gave it to","Who gave the apple? "
"Mary","Why?  Answer: He gave it to the little girl. He did it because he was sorry","Who did Jeff give the apple to? "
"Mary","Answer: Mary. Question: Who dropped the milk? Answer: Fred. Question: Who was the","Who gave the milk? "
"milk","Answer: A book. Question: What did Bill give to Fred? Answer: A book.","What did Fred give to Bill? "
"Bill","What was the name of the football? What was the name of the man who gave it to","Who gave the football to Jeff? "
"Mary","What was the name of the bureau? What was the name of the drawer? What was the","Who gave the milk to Jeff? "
