"target","output","question"
"bathroom","Answer: Mary is where she is. Mary is where she is. Mary is where she is.","Where is Mary? "
"kitchen","Answer: In the context.  Question: Where is Sandra? Answer: In the context.  Question:","Where is Sandra? "
"kitchen","Answer: Mary is in the garden. Mary is in the garden. Mary is in the garden.","Where is Mary? "
"kitchen","Answer: In the bathroom.  Question: Where is Mary? Answer: In the bathroom.  Question:","Where is John? "
"bedroom","Answer: In the middle of the sentence. The sentence is the middle of the story. The story","Where is Sandra? "
"office","Answer: In the bathroom.  Question: Where is Mary? Answer: In the bathroom.  Question:","Where is John? "
"garden","Mary is in the kitchen. Mary is in the bathroom. Mary is in the bedroom. Mary is","Where is Mary? "
"bathroom","Answer: In the bathroom.  Question: Where is Mary? Answer: In the bathroom.  Question:","Where is Sandra? "
"kitchen","Mary is not here.  Question: Where is Mary? Mary is not here.  Question: Where is","Where is Mary? "
"bedroom","Answer: He is in the sun.  Question: Where is John? Answer: He is in the","Where is John? "
"office","In the forest. In the office. In the cabin. In the coal pit. In the city","Where is Daniel? "
"office","Answer: He is in the text.  Question: Where is the text? Answer: It is in","Where is Daniel? "
"bathroom","Mary is in the garden.  Question: Where is Mary? Mary is in the garden.  Question:","Where is Mary? "
"bathroom","Answer: She is in the garden.  Question: Where is Mary? Answer: She is under the","Where is Sandra? "
"bathroom","Answer: She is nowhere to be found.  Question: Where is the sun? Answer: It is","Where is Sandra? "
"hallway","Mary is in the bathroom.  Answer: Mary is in the bathroom.  Question: Where is Mary?","Where is Mary? "
"kitchen","Where is she? Where is Sandra? Where is she? Where is Sandra? Where is she?","Where is Sandra? "
"office","Answer: He is in the office, and he is not busy. He is busy, and","Where is Daniel? "
"kitchen","Answer: She is not here.  Question: Where is Mary? Answer: She is not here.","Where is Sandra? "
"bedroom","Answer: He is in the Temple of the Order of the Golden Horseshoe. The order","Where is John? "
"hallway","Where is the Bible? Where is the devil? Where is the Word? Where is the world","Where is Sandra? "
"bedroom","Mary is in the bathroom.  Question: Where is Mary? Mary is in the bathroom.  Question:","Where is Mary? "
"bedroom","Answer: In the bedroom. Question: Where is John? Answer: In the bedroom. Question:","Where is John? "
"bedroom","Answer: She is here.  Mary is a mathematician, Mary is a mathematician, Mary is","Where is Mary? "
"bedroom","Answer: In the kitchen.  Question: Where is Mary? Answer: In the kitchen.  Question:","Where is Mary? "
"garden","Answer: Mary is in the bathroom.  Question: Where is Mary? Answer: Mary is in the","Where is Mary? "
"bedroom","Answer: In the Bible. The Bible is a book of the Bible. The Bible is a book","Where is Daniel? "
"office","Answer: She is in the bathroom.  Question: Where is the bathroom? Answer: It is in","Where is Sandra? "
"office","Answer: In the bathroom. Question: Where is Sandra? Answer: In the bathroom. Question:","Where is Sandra? "
"garden","Answer: She is in the bathroom. She is in the bathroom. She is in the bathroom.","Where is Sandra? "
"garden","Answer: In the lion's den. Question: Where is Mary? Answer: In the lion's","Where is Daniel? "
"bathroom","Mary is in the garden. Mary is in the garden. Mary is in the garden. Mary is","Where is Mary? "
"office","Answer: Mary is in the garden.  Question: Where is Mary? Answer: Mary is in the","Where is Mary? "
"kitchen","Answer: She is in the kitchen. She is in the bathroom. She is in the bedroom.","Where is Sandra? "
"garden","She is in the kitchen.  Question: Where is Sandra? She is in the kitchen.  Question:","Where is Sandra? "
"kitchen","Answer: She is in the bathroom, and she is on the toilet.  Question: Where is Sandra","Where is Sandra? "
"kitchen","In the kitchen.  Answer: Where is Sandra? In the kitchen.  Question: Where is Marguer","Where is Sandra? "
"garden","Answer: In the library. The library is the place where John is. The library is the place","Where is John? "
"garden","Answer: In the bathroom. ""Where is Sandra?"" ""Where is Sandra?"" ""Where is Sandra","Where is Sandra? "
"bathroom","Answer: She is in the garden.  Question: Where is Mary? Answer: She is in the","Where is Sandra? "
"bedroom","Mary is Mary. Mary is Mary. Mary is Mary. Mary is Mary. Mary is Mary.","Where is Mary? "
"kitchen","Answer: She is in the bathroom. She is in the kitchen. She is in the bedroom.","Where is Sandra? "
"office","Mary is in the garden of the roses, the garden of the roses. Mary is in","Where is Mary? "
"bedroom","Mary is in the garden.  Answer: Mary is in the garden.  Question: Where is Mary?","Where is Mary? "
"office","""I am in the garden."" ""No, I am not in the garden."" ""I am","Where is Daniel? "
"office","Where is the bathroom? Where is the bathroom? Where is the bathroom? Where is the bathroom?","Where is Sandra? "
"bathroom","Answer: In a letter to Mary.  Question: Where is Mary? Answer: In a letter to","Where is Sandra? "
"bedroom","Answer: She is in the bathroom. ""Where is Sandra?"" she asks. ""I am in","Where is Sandra? "
"office","Answer: In the woods. Question: Where is Daniel? Answer: In the woods. Question:","Where is Daniel? "
"bedroom","Answer: She's in the text. She's in the text. She's in the text.","Where is Sandra? "
"hallway","Answer: In the context of the passage.  Question: Where is Daniel? Answer: In the context","Where is Daniel? "
"bedroom","Answer: In the bathroom. Question: Where is Sandra? Answer: In the bathroom. Question:","Where is Sandra? "
"office","Answer: In the bathroom. ""John was in the bathroom, and he was lost. He was","Where is John? "
"garden","""Well, I'm not sure where John is, but I'm pretty sure he's not here","Where is John? "
"kitchen","In the kitchen. *       *       *       *       *  The third hotel to be destroyed by","Where is Daniel? "
"hallway","Answer: Mary is in the hallway. Mary is in the hallway. Mary is in the hallway.","Where is Mary? "
"hallway","Answer: She is not here.  Question: Where is the answer? Answer: It is not here","Where is Sandra? "
"hallway","Answer: In the New York Historical Society's rooms. In an article on John in the _","Where is John? "
"bedroom","Mary is not here. Mary is not here. Mary is not here. Mary is not here.","Where is Mary? "
"bedroom","Answer: She is at the foot of Cret. She is not a foster-child of","Where is Sandra? "
"bedroom","Answer: In the lion's den.  Question: Where is Daniel? Answer: In the lion's","Where is Daniel? "
"kitchen","Answer: In the context of the sentence.  Question: Where is the context? Answer: In the","Where is Sandra? "
"bedroom","In the woods, he is afo'! Answer: In the woods, he is afo","Where is Daniel? "
"garden","Answer: He is not here.  Question: Where is Mary? Answer: She is not here.","Where is John? "
"bathroom","Answer: She is not there. She is not there. She is not there. She is not","Where is Sandra? "
"garden","Answer: In the bathroom. Question: Where is Mary? Answer: In the bathroom. Question:","Where is Sandra? "
"office","Answer: In the Bible, in the book, on the page, in the chapter, in the","Where is Daniel? "
"bedroom","Mary is a woman. Mary is a woman. Mary is a woman. Mary is a woman.","Where is Mary? "
"garden","Answer: In the church. Footnote 284:    ‘The church of the church,’ by","Where is Sandra? "
"bathroom","Answer: She is in the bathroom. She is in the bathroom. She is in the bathroom.","Where is Sandra? "
"office","Answer: The answer is John. Try another crossword clue from the New York Times Mini Crossword Puzzle","Where is John? "
"kitchen","Answer: In the lion, [510] have I been hiding in the jungle, not fearing","Where is Daniel? "
"bedroom","Answer: John is in the bathroom.  Question: Where is Mary? Answer: Mary is in the","Where is John? "
"office","Answer: In the bathroom.  Question: Where is Daniel? Answer: In the bathroom.  Question:","Where is Daniel? "
"bathroom","Answer: In the bathroom. Question: Where is Sandra? Answer: In the bathroom. Question:","Where is Sandra? "
"office","Answer: In the context.  Question: Where is Mary? Answer: In the context.  Question:","Where is John? "
"hallway","Mary is in the garden. Mary is in the garden. Mary is in the garden. Mary is","Where is Mary? "
"office","We are looking for your help!  We are looking for your help!  We are looking for your help","Where is John? "
"office","Answer: In the bathroom.  Question: Where is Sandra? Answer: In the bathroom.  Question:","Where is Sandra? "
"bathroom","Answer: John 3:16. The answer is John 3:16, which is the","Where is John? "
"hallway","Answer: John is in the hallway. Question: Where is Mary? Answer: Mary is in the","Where is John? "
