"target","output","question"
"garden","(at line 1) Answer: Milk is at line 1, column 1. <","Where is the milk? "
"hallway","(CD:Apple) Answer: 0:00:00.00 </result> <","Where is the apple? "
"bathroom","Answer: milk is in the skeleton fingers.   Question: Where is the bottle?  Answer","Where is the milk? "
"kitchen","(I'm not sure if this is the right question)  Answer: The football is in the middle","Where is the football? "
"bedroom","Where is the apple?  Answer: The apple is in the garden. The apple is in the garden","Where is the apple? "
"bedroom","milk: milk: milk: milk: milk: milk: milk: milk: milk: milk:","Where is the milk? "
"garden","Answer: In the garden.  Question: Where is the football? Answer: In the garden.  Question","Where is the football? "
"hallway","Where is the apple?  Answer: The apple is in the garden.  Question: Where is the apple","Where is the apple? "
"kitchen","(I am not sure if this is the right question.)  Answer: The football is in the context","Where is the football? "
"hallway","milk  Answer: milk  Question: Where is the milk? milk  Answer: milk  Question","Where is the milk? "
"hallway","Answer: The football is the Microsoft Word document.  Question: Where is the football? Answer: The","Where is the football? "
"bedroom","Answer: In the fridge. Question: Where is the butter? Answer: In the fridge. Question","Where is the milk? "
"bathroom","Answer: On the hill.  Question: Where is the football? Answer: On the hill.  Question","Where is the football? "
"hallway","Milk is in the fridge. Milk is in the fridge. Milk is in the fridge.","Where is the milk? "
"bathroom","Where is the milk?  Answer: milk  Question: Where is the milk? Where is the milk","Where is the milk? "
"bathroom","Where is the apple? Where is the apple?  Answer: The apple is in the context. The","Where is the apple? "
"hallway","Answer: In the fridge.  Question: Where is the milk? Answer: In the fridge.  Question","Where is the milk? "
"bathroom","Mary: In the garden. Mary: In the garden. Mary: In the garden. Mary:","Where is the apple? "
"hallway","(Context fragment: The football was found at the foot of the Prince, the situation of the foot","Where is the football? "
"office","(line 1, column 1) Answer: milk (line 1, column 1","Where is the milk? "
"kitchen","Where is the apple?  Answer: The apple is in the garden. The apple is in the garden","Where is the apple? "
"office","Where is the milk?  Answer: Where is the milk? Where is the milk?  Question: Where","Where is the milk? "
"bedroom","Where is the milk? Where is the milk? Where is the milk? Where is the milk?","Where is the milk? "
"bedroom","Answer: It is in the box. Question: Where is the box? Answer: It is in","Where is the football? "
"office","(The milk is the milk of the milkmaid.) Answer: In the milkmaid's milk.","Where is the milk? "
