"target","output","question"
"Bill","Answer: The little girl. Question: What did the little girl do with the milk? Answer:","Who did Mary give the milk to? "
"apple","Answer: She gave him a piece of bread. Question: What did Jeff give to Mary? Answer","What did Mary give to Jeff? "
"Fred","Answer: The Lord Mayor. Question: Who gave the apple to the Lord Mayor? Answer: The","Who gave the apple to Mary? "
"Bill","Answer: The baby. Question: What did Mary do with the milk? Answer: She put it","Who did Mary give the milk to? "
"apple","What did Bill give to Fred? What did Fred give to the man? What did the man give","What did Fred give to Bill? "
"Mary","Answer: The cow. Question: Who received the cream? Answer: The cow. Question: Who","Who received the milk? "
"football","Answer: A book. Question: What did Fred give to Jeff? Answer: A book. Question","What did Jeff give to Fred? "
"Mary","Answer: The cow. Question: Who gave the milk to the cow? Answer: The farmer.","Who gave the milk to Bill? "
"football","(from ""The Christmas Box"")  Answer: A Christmas box  Question: What did Mary give to","What did Bill give to Mary? "
"Bill","Why did she give it to him?  Answer: She gave it to the Judge. She gave it","Who did Mary give the apple to? "
"Mary","Answer: The football was given by the boys of the town, and the girls of the town","Who gave the football? "
"apple","Answer: Fred gave Bill a dollar.  Question: What did Bill give to Fred? Answer: Bill","What did Fred give to Bill? "
"apple","Answer: An apple. Question: What did Mary give to Bill? Answer: A kiss. Question","What did Bill give to Mary? "
"milk","(from page 1)  Answer: Jeff gave the milk to Fred.  Question: What did the","What did Jeff give to Fred? "
"Mary","Answer: The football was received by the football. Question: Who received the football? Answer:","Who received the football? "
"Jeff","Answer: The King. Question: Who gave the apple to Fred? Answer: The King. Question","Who gave the apple to Fred? "
"Jeff","Answer: The Sultan. Question: Who gave it? Answer: The Vizier. Question:","Who received the apple? "
"Jeff","Answer: The apple was given by the governor of the prison, who was a friend","Who gave the apple? "
"apple","Answer: A kiss. Question: What did Bill give to Mary? Answer: A kiss. Question","What did Mary give to Bill? "
"Jeff","Answer: The apple was given by the King of England to the boy, William Pitt, who was","Who gave the apple? "
"football","Answer: 1/2 of his farm. Question: What did Mary give to Jeff? Answer","What did Jeff give to Mary? "
"Bill","Answer: The cow. Question: Who gave the milk to the cow? Answer: The man.","Who gave the milk to Mary? "
"Fred","Answer: To the landlady's husband. Question: What did he say to him? Answer:","Who did Bill give the milk to? "
"Bill","Answer: The little boy. Question: What did the little boy do with the apple? Answer:","Who did Jeff give the apple to? "
"Fred","Answer: The milk was given by the </context>  Question: Who gave the honey? Answer","Who gave the milk? "
