"target","output","question"
"kitchen","Answer: The most recent location of Mary is in the Horticultural Society of London.","Where is Mary? "
"office","Where is Oswald Millbank? Where is the office? Where is the Temple? Where is the","Where is Daniel? "
"kitchen","Answer: She journeyed to the kitchen. Very slowly the inhabitants of Fredericksburg returned to their","Where is Sandra? "
"bedroom","What is he doing? What is he thinking? What is he feeling? What is he going to","Where is Daniel? "
"garden","Answer: She is in the garden.","Where is Sandra? "
"office","Answer: She is in the arbor.","Where is Mary? "
"hallway","Answer: He is in the counting-room of Barton & Rogers.","Where is Daniel? "
"bedroom","Answer: She is in the bedroom. Question: Where is the glover? Answer: He","Where is Mary? "
"office","Answer: In the room with the detective and the cook. Question: What is the detective doing?","Where is Daniel? "
"bathroom","She was in the bathroom. Briefly, the marriage was dissolved by the State, and","Where is Sandra? "
"hallway","Answer: He is in the garden. Question: What is he doing? Answer: He is watering","Where is Daniel? "
"office","Answer: He is in the garden. Question: What is he doing? Answer: He is digging","Where is John? "
"office","Answer: In the Temple. Question: What is the Temple? Answer: The Temple is","Where is John? "
