"target","output","question"
"Bill","Answer: The baby. Question: What did Mary do with the milk? Answer: She put it","Who did Mary give the milk to? "
"apple","He was a good man, and a good soldier, and he had a good heart, and he","What did Mary give to Jeff? "
"Fred","Answer: The apple was given to Mary by the man who was her father. Question: What did","Who gave the apple to Mary? "
"Bill","Answer: The baby. Question: Who did the baby give the milk to? Answer: The cow","Who did Mary give the milk to? "
"apple","Answer: Fred gave Bill a pound. Question: What did Bill give to Fred? Answer","What did Fred give to Bill? "
"Mary","Answer: The cat.","Who received the milk? "
"football","Answer: He gave him a letter. Question: What did Fred do with the letter? Answer:","What did Jeff give to Fred? "
"Mary","Answer: The cow. Question: Who gave the milk to the cow? Answer: The farmer.","Who gave the milk to Bill? "
"football","Answer: He gave her a ring. Question: What did Mary give to Bill? Answer: She","What did Bill give to Mary? "
"Bill","(Contributed by: Anonymous)  Answer: Mary gave the apple to the little boy.  Question:","Who did Mary give the apple to? "
"Mary","Answer: The General. Question: Who gave the football? Answer: The General. Question","Who gave the football? "
"apple","Answer: Fred gave Bill a dime.  Question: What did Bill give to Fred? Answer: Bill","What did Fred give to Bill? "
"apple","Answer: The apple. Question: What did Mary give to Bill? Answer: The apple. Question","What did Bill give to Mary? "
"milk","Answer: Milk. Question: What was the date of the disappearance of Eliza and Catharine?","What did Jeff give to Fred? "
"Mary","(10%) Question: What was the name of the man who was killed by the cannon ball?","Who received the football? "
"Jeff","Answer: The monkey. Question: Who gave the apple to the monkey? Answer: The","Who gave the apple to Fred? "
"Jeff","Answer: The girl who was the most unselfish.","Who received the apple? "
"Jeff","Answer: The King.  Question: Who took the apple? Answer: The Queen.  Question: Who","Who gave the apple? "
"apple","Answer: A kiss. Question: What did Bill give to Mary? Answer: A kiss.","What did Mary give to Bill? "
"Jeff","Answer: The serpent. Question: Who gave the fire? Answer: The serpent. Question: Who","Who gave the apple? "
"football","What did Mary give to Jeff?  Answer: Jeff gave Mary a kiss. Mary gave Jeff a kiss","What did Jeff give to Mary? "
"Bill","Answer: The cow. Question: Who gave the milk to the cow? Answer: The farmer.","Who gave the milk to Mary? "
"Fred","Answer: He gave it to the dog. Question: What did the dog do with it? Answer","Who did Bill give the milk to? "
"Bill","Answer: To the red hand. Question: What did the red hand do with the apple? Answer","Who did Jeff give the apple to? "
"Fred","Answer: The cow. Question: Who gave the butter? Answer: The cow. Question: Who","Who gave the milk? "
