"target","output","question"
"bathroom","in the same place","Where is Mary? "
"kitchen",". in the","Where is Sandra? "
"kitchen",".","Where is Mary? "
"kitchen","'s to","Where is John? "
"bedroom","is a.'s,","Where is Sandra? "
"office",".  a","Where is John? "
"garden","in the same","Where is Mary? "
"bathroom","a are .","Where is Sandra? "
"kitchen",".","Where is Mary? "
"bedroom",". ,","Where is John? "
"office","","Where is Daniel? "
"office",".","Where is Daniel? "
"bathroom","a questioner's","Where is Mary? "
"bathroom",".","Where is Sandra? "
"bathroom","'s","Where is Sandra? "
"hallway","'s,","Where is Mary? "
"kitchen",".","Where is Sandra? "
"office","was in the","Where is Daniel? "
"kitchen","'s is","Where is Sandra? "
"bedroom",". are","Where is John? "
"hallway",".","Where is Sandra? "
"bedroom","a great in the","Where is Mary? "
"bedroom","'s","Where is John? "
"bedroom","the","Where is Mary? "
"bedroom","","Where is Mary? "
"garden","'s","Where is Mary? "
"bedroom",".","Where is Daniel? "
"office",",","Where is Sandra? "
"office",". a,.,","Where is Sandra? "
"garden","","Where is Sandra? "
"garden",",","Where is Daniel? "
"bathroom","'s","Where is Mary? "
"office",",","Where is Mary? "
"kitchen","'s","Where is Sandra? "
"garden","'s a","Where is Sandra? "
"kitchen",".","Where is Sandra? "
"kitchen","'s,","Where is Sandra? "
"garden","for a, to be in the","Where is John? "
"garden","a few in the","Where is Sandra? "
"bathroom",".","Where is Sandra? "
"bedroom","'s to","Where is Mary? "
"kitchen",", and","Where is Sandra? "
"office","'s in the .","Where is Mary? "
"bedroom",".","Where is Mary? "
"office","was in","Where is Daniel? "
"office","in the","Where is Sandra? "
"bathroom",".","Where is Sandra? "
"bedroom",".","Where is Sandra? "
"office","'s","Where is Daniel? "
"bedroom",". .","Where is Sandra? "
"hallway","'s. is in the","Where is Daniel? "
"bedroom","in the same place is a The","Where is Sandra? "
"office",". ,","Where is John? "
"garden","'s ,","Where is John? "
"kitchen","'s","Where is Daniel? "
"hallway","'s","Where is Mary? "
"hallway","'s,","Where is Sandra? "
"hallway",". in the","Where is John? "
"bedroom","","Where is Mary? "
"bedroom","in the","Where is Sandra? "
"bedroom","'s","Where is Daniel? "
"kitchen","'s.","Where is Sandra? "
"bedroom","'s","Where is Daniel? "
"garden",".","Where is John? "
"bathroom",".","Where is Sandra? "
"garden",".  are","Where is Sandra? "
"office",". a. in the","Where is Daniel? "
"bedroom","'s","Where is Mary? "
"garden","in the same.","Where is Sandra? "
"bathroom",".","Where is Sandra? "
"office",".","Where is John? "
"kitchen",".","Where is Daniel? "
"bedroom",". as in the,","Where is John? "
"office",".","Where is Daniel? "
"bathroom","","Where is Sandra? "
"office","..","Where is John? "
"hallway",", in the","Where is Mary? "
"office",". a., is","Where is John? "
"office","_I was","Where is Sandra? "
"bathroom",", was","Where is John? "
"hallway",". to,","Where is John? "
"hallway","., .","Where is Daniel? "
"hallway","'s","Where is Daniel? "
"bathroom","'s are","Where is Daniel? "
"bathroom","'s","Where is John? "
"bathroom",". a. is the","Where is Daniel? "
"garden",",","Where is John? "
"bedroom","'s,","Where is John? "
"office",",","Where is Mary? "
"garden","so is","Where is Sandra? "
"office","in the","Where is John? "
"bedroom",".","Where is Daniel? "
"hallway",".","Where is John? "
"kitchen","the same as is","Where is Daniel? "
"bedroom",".","Where is Daniel? "
"hallway","in the","Where is Sandra? "
"garden",",","Where is Sandra? "
"bedroom","and and","Where is John? "
"office",",","Where is John? "
"garden",". in the","Where is Sandra? "
