target,output,question
bedroom,"What is the
question? What is the
question? What is the
question? What is",What is the bathroom east of?
kitchen,"I am not sure
I am not sure. I am not sure. I am not sure.",What is south of the office?
garden,"What is the
question? Is it a question? Is it a question? Is it a",What is north of the office?
garden,What is the room? What is the room? What is the room? What is the room?,What is the bedroom north of?
garden,"What is the
""water"" in the room? What is the
""water"" in the",What is the bathroom south of?
office,"What is the
question? Is it a place of the same name? Is it a place of",What is north of the bedroom?
bathroom,"What is the
""he"" in the garden? What is the
""he"" in the",What is north of the garden?
bedroom,"What is the
question? Is it the same as the same as the same as the same as",What is west of the office?
kitchen,"What is the
“the green of the forest”?
Answer: “The green of the forest",What is the garden south of?
bathroom,"What is the
""the most beautiful of the city""?
Answer: ""The most beautiful of",What is the hallway north of?
bedroom,"What is the
question? Is it a place of the same name? Is it a
place",What is south of the hallway?
office,"What is the
""nightly"" and ""nightly"" and ""nightly"" and """,What is east of the bedroom?
hallway,"What is the
question? I am not sure. I am not sure. I am not sure",What is north of the garden?
bedroom,"What is the
solar wind? Is it a good idea to
solar wind? Is",What is the garden west of?
hallway,What is the name of the place? What is the name of the place? What is the name,What is east of the bathroom?
bathroom,"What is the
question? I am not sure, but I am sure it is a
question",What is the office west of?
bathroom,"What is the
time of the day? What is the time of the day? What is the",What is west of the bedroom?
kitchen,"What is the
“wearing of the sky, and the sky, and the sky, and",What is north of the hallway?
bathroom,"I am not sure, but I am sure it is a
telling of the kitchen, but",What is south of the kitchen?
office,"I have a
question to you. I have a question to you. I am
talking",What is south of the bedroom?
bedroom,"What is the name of the
question? I am not sure, but I am sure it is",What is west of the hallway?
office,"What is the
time? What is the time? What is the time? What is the",What is east of the bedroom?
bedroom,What is the name of the place? What is the name of the place? What is the name,What is the hallway south of?
kitchen,"The answer is a
question. The answer is a
question. The answer is a
question",What is west of the bedroom?
bedroom,"What is the
question? Is it a place of the same name? Is it a place of",What is south of the bathroom?
hallway,"What is the name of the
""the room"" in the picture? I'm not sure what",What is west of the bathroom?
office,"What is the name of the
question? I'm not sure what to say. I'm not",What is south of the hallway?
bedroom,"What is the
Suleiman's name? What is the name of the
Suleiman",What is east of the office?
garden,"What is the name of the
question? I'm not sure. I'm not sure. I",What is west of the bathroom?
kitchen,"What is the
the most beautiful and the most beautiful of the gardens? Is it
the most",What is the garden north of?
office,"What is the
the garden? What is the garden? What is the garden? What is the",What is east of the garden?
bathroom,What is the name of the city? What is the name of the city? What is the name,What is south of the hallway?
garden,What is the first 2nd of the first 2nd of the first 2nd of,What is east of the office?
bedroom,"What is the
question? I'm not sure, but I'm not sure
I'm not",What is south of the hallway?
garden,"What is the
area of the room? Is it the same as the
area of the room",What is the hallway east of?
kitchen,"What is the
question? Is it a long, long, long, long, long, long",What is south of the hallway?
