"target","output","question"
"garden","Where is the milk? Where is the milk? Where is the milk? Where is the milk?","Where is the milk? "
"hallway","Answer: In the middle of the page.","Where is the apple? "
"bathroom","Answer: In the pail. Question: Where is the butter? Answer: In the dish.","Where is the milk? "
"kitchen","Answer: In the hands of the Mahdi. The football was the name given to the Kh","Where is the football? "
"bedroom","What does it represent?  Answer: The apple represents the death of the South. It is a symbol","Where is the apple? "
"bedroom","Answer: In the pail. Question: Where is the butter? Answer: In the dish.","Where is the milk? "
"garden","Answer: In the house. Question: Where is the house? Answer: In the city. Question","Where is the football? "
"hallway","What is the significance of the apple?  Answer: The apple is in the center of the room.","Where is the apple? "
"kitchen","(from ""The Bear"")","Where is the football? "
"hallway","Answer: In the jug. Question: Where is the jug? Answer: On the shelf in the","Where is the milk? "
"hallway","Answer: In the goal. Question: Where is the goal? Answer: In the football. Question","Where is the football? "
"bedroom","Sandra: In the kitchen. Question: What is the matter with it? Sandra: It is sour","Where is the milk? "
"bathroom","Answer: In the goal. Question: Where is the football? Answer: In the goal. Question","Where is the football? "
"hallway","Answer: In the cave. Question: What is the name of the cave? Answer: The cave","Where is the milk? "
"bathroom","What is the significance of the milk?  Answer: The milk is the blood of the men. The","Where is the milk? "
"bathroom","Answer: In the tree. Question: Where is the tree? Answer: In the forest. Question","Where is the apple? "
"hallway","Answer: In the pitcher. Question: Where is the sugar? Answer: In the bowl. Question","Where is the milk? "
"bathroom","Answer: In the basket. Question: Where is the basket? Answer: In the house. Question","Where is the apple? "
"hallway","Answer: In the middle of the field.  Question: Where is the football? Answer: In the","Where is the football? "
"office","Where is the honey? Where is the wine? Where is the water? Where is the bread?","Where is the milk? "
"kitchen","Answer: In the garden. Question: Where is the garden? Answer: In my mind. Question","Where is the apple? "
"office","Answer: In the pail. Question: Where is the butter? Answer: In the dish.","Where is the milk? "
"bedroom","Answer: In the dairy. ""In the milke-house, or dairy, you may have mil","Where is the milk? "
"bedroom","Answer: In the field of Mars. [608] The Roman Forum was the place of public","Where is the football? "
"office","Answer: In the cow. Question: Where is the cow? Answer: In the field. Question","Where is the milk? "
