"target","output","question"
"Jeff","Answer: Fred.  Question: Who did Fred give the football to? Answer: Fred.  Question:","Who did Fred give the football to? "
"Jeff","Answer: Jeff. Question: Who did Mary go back to? Answer: The hallway. Question:","Who did Fred give the milk to? "
"Fred","Answer: The milkman. Question: Who received the eggs? Answer: The hen. Question","Who received the milk? "
"apple","Answer: A. A. Mary gave to Jeff a. A. Mary gave to Jeff b","What did Mary give to Jeff? "
"Jeff","Answer: Fred gave the milk to Fred. Question: Who gave the milk to Fred? Answer","Who gave the milk to Fred? "
"Jeff","Answer: The referee. Question: Who received the football? Answer: The referee. Question:","Who received the football? "
"milk","Answer: A pair of pajamas. Question: What did Bill give to Mary? Answer: A","What did Mary give to Bill? "
"milk","Answer: A kiss. Question: What did Bill give to Mary? Answer: A kiss. Question","What did Mary give to Bill? "
"Mary","Answer: Mary. Question: Who handed the football? Answer: Jeff. Question: Who packed the","Who received the football? "
"Jeff","Answer: The apple received the question.","Who received the apple? "
"Fred","Answer: Jeff gave the milk to Jeff.  Question: Who gave the milk to Jeff? Answer:","Who gave the milk to Jeff? "
"Mary","Answer: The cow.  Question: Who gave the eggs? Answer: The hen.  Question: Who","Who gave the milk? "
"milk","Answer: A gold watch, a gold chain, a gold breastpin, a gold ring, a","What did Jeff give to Bill? "
"Mary","Answer: The Osteopath. Question: Who gave the baseball? Answer: The O","Who gave the football? "
"Fred","Answer: The horse. Question: Who received the apple? Answer: The horse. Question:","Who received the apple? "
"milk","Answer: A pair of socks. Question: What did Jeff give to Mary? Answer: A pair","What did Mary give to Jeff? "
"Fred","Answer: The apple was given to Mary by the apple tree. Question: Who gave the apple","Who gave the apple to Mary? "
"apple","Answer: A basket of apples. *       *       *       *       *  The Indians were in","What did Fred give to Mary? "
"Jeff","Answer: The cow.  Question: Who gave the butter? Answer: The cow.  Question: Who","Who gave the milk? "
"Fred","Answer: Fred.  Question: Who gave the football to Mary? Answer: Fred.  Question: Who","Who gave the football to Mary? "
"milk","Answer: A diamond ring. Question: What did Mary give to Fred? Answer: A diamond ring","What did Fred give to Mary? "
"Fred","Answer: Fred. Question: Who gave the apple? Answer: Jeff. Question: Who received","Who received the apple? "
"Fred","Answer: Bill gave the apple to Bill.  Question: Who gave the apple to Bill? Answer:","Who gave the apple to Bill? "
"Fred","Answer: Fred. Question: Who handed the apple? Answer: Bill. Question: Who received","Who received the apple? "
"Mary","Answer: The football received the, and the football received the.","Who received the football? "
"apple","Answer: A pair of gloves, and a pair of stockings. Question: What did Fred give","What did Mary give to Fred? "
"apple","Answer: Nothing. Question: What did Bill give to Fred? Answer: Nothing. Question:","What did Fred give to Bill? "
"Mary","Answer: Mary. 47. Question: Who painted the picture? Answer: Leonardo. 47","Who received the milk? "
"Bill","Answer: Fred gave the football to Fred.  Question: Who gave the football to Fred? Answer:","Who gave the football to Fred? "
"Mary","Answer: Mary. Question: Who gave the football to Fred? Answer: Mary. Question","Who gave the football to Fred? "
"Fred","Answer: Jeff gave the football to Jeff.  Question: Who gave the football to Jeff? Answer:","Who gave the football to Jeff? "
"Bill","Answer: The cow. Question: Who received the cream? Answer: The cat. Question:","Who received the milk? "
"milk","Answer: A pair of stockings. Question: What did Fred give to Mary? Answer: A pair","What did Mary give to Fred? "
"Jeff","Answer: Jeff gave the apple to Bill. _Price, 25 cents_     The Little Girl","Who gave the apple to Bill? "
"Bill","Answer: Fred gave the apple to the priest. Question: Who did Fred give the apple to","Who did Fred give the apple to? "
"Bill","Answer: The cow. Question: Who gave the milk to Fred? Answer: The cow. Question","Who gave the milk to Fred? "
"Fred","Answer: The cows. Question: Who gave the eggs? Answer: The chickens. Question: Who","Who gave the milk? "
"Jeff","Answer: The mother. Question: Who received the milk? Answer: The mother. Question:","Who received the milk? "
"Bill","Answer: Mary.  Question: Who gave the verses? Answer: Bill.  Question: Who wrote them","Who gave the apple? "
"Fred","Answer: Fred. Question: Who gave the football? Answer: Mary. Question: Who received the","Who received the football? "
"Mary","Answer:. I don't know. Question: Who did Jeff give the apple to? Answer:","Who did Jeff give the apple to? "
"Mary","Answer: The cat.  Question: Who received the milk? Answer: The cat.  Question: Who","Who received the milk? "
"Mary","Answer: The milk was given by the cow. Question: Who gave the milk? Answer:","Who gave the milk? "
"Mary","Answer: The football was received from the, and is now in possession of, the Smithsonian Institution","Who received the football? "
"milk","Answer: A pair of trousers. Question: What did Bill give to Fred? Answer: A pair","What did Fred give to Bill? "
"Jeff","Answer: The apple gave itself.  Question: Who gave the apple? Answer: The apple gave itself","Who gave the apple? "
"Bill","Answer:,,I don't know.,, </question>  Question: Who gave the football","Who gave the football to Jeff? "
"milk","Answer: A kiss. Question: What did Bill give to Mary? Answer: A kiss.","What did Mary give to Bill? "
"Mary","Answer: Jeff gave the milk to Jeff.  Question: Who gave the milk to Jeff? Answer:","Who gave the milk to Jeff? "
"Bill","Answer: The children. Question: Who received the honey? Answer: The children. Question:","Who received the milk? "
