"target","output","question"
"garden","Choices:   A) In the kitchen   B) In the garden   C) In the","Where is the milk? "
"hallway","Choices: A. In the kitchen B. In the bathroom C. In the rot","Where is the apple? "
"bathroom","Choices:   A. In the kitchen   B. In the hallway   C. In the","Where is the milk? "
"kitchen","Answer: The football is in the kitchen. </context>  Okay, let's try to figure","Where is the football? "
"bedroom","Choices:   A. In the kitchen   B. In the bedroom   C. In the","Where is the apple? "
"bedroom","Answer: The milk is in the kitchen. </context>  Okay, let's see. I","Where is the milk? "
"garden","Answer: The football is in the kitchen. </context>  Okay, let's see. The","Where is the football? "
"hallway","Answer: The apple is in the kitchen. The answer should be in the format: The 'item","Where is the apple? "
"kitchen","Answer: The football is in the hallway. </context>  Okay, let's try to figure","Where is the football? "
"hallway","Answer: The milk is in the kitchen. <context> <example> <example> <example","Where is the milk? "
