"target","output","question"
"bathroom","Answer: She is in the kitchen. Question: Where is John? Answer: He is in the","Where is Mary? "
"bedroom","Answer: She is in the kitchen. Question: Where is the kitchen? Answer: It is in","Where is Sandra? "
"kitchen","Answer: Mary is in the middle of the page. Question: What is the name of the man","Where is Mary? "
"bathroom","What is she doing?  Answer: She is in the bathroom.  Question: What is she doing in","Where is Mary? "
"kitchen","What is the name of the book? What is the name of the author? What is the name","Where is Sandra? "
"hallway","Answer: Sandra went to the bedroom. Sandra travelled to the hallway. ""I dare say,"" answered","Where is Sandra? "
"bedroom","Answer: In the kitchen. Question: Where is Mary? Answer: In the kitchen. Question:","Where is Mary? "
"office","Answer: She is in the kitchen. 1) is made with two solenoids. S","Where is Sandra? "
"office","Answer: In the kitchen. Question: Where is the kitchen? Answer: In the house. Question","Where is Mary? "
"kitchen","Answer: In the kitchen. Question: What is Sandra doing? Answer: She is making a cake","Where is Sandra? "
"bedroom","Answer: In the office. Question: Where is Fred? Answer: In the office. Question:","Where is Mary? "
"office","Answer: In the garden. Question: Where is Mary? Answer: In the garden. Question:","Where is Daniel? "
"office","(1)  Answer: In the lion's den.  Question: Where is Daniel? (2)","Where is Daniel? "
"office","Answer: In the office. Question: What is he doing? Answer: Writing. Question: What","Where is John? "
"hallway","Answer: In the hallway. Question: Where is Daniel? Answer: In the garden. Question:","Where is Sandra? "
"bedroom","Answer: He is in the kitchen. Question: Where is Daniel? Answer: He is in the","Where is Daniel? "
"bathroom","Answer: In the bathroom. Question: Where is Mary? Answer: In the bathroom. Question:","Where is Sandra? "
"garden","Answer: In the tobacco shop. Question: What is she doing? Answer: She is buying tobacco","Where is Sandra? "
"bedroom","Answer: In the kitchen. Question: What is the name of the housekeeper? Answer: Mel","Where is John? "
"hallway","Answer: In the kitchen. Question: Where is Mary? Answer: In the office. Question","Where is Mary? "
"hallway","Answer: In the hallway. Question: What is he doing? Answer: He is listening to the","Where is John? "
"bathroom","Answer: He's in the hospital. Question: What's the matter with him? Answer: He","Where is John? "
"office","Answer: She is in the kitchen, cooking breakfast for the family. Question: What is the family","Where is Mary? "
"hallway","Answer: He is in the country. Question: Where is he? Answer: He is in the","Where is John? "
"garden","(Contributed by Anonymous)  Answer: Sandra is in the garden.  Question: What is the name","Where is Sandra? "
