"target","output","question"
"Jeff","Jeff  Answer: Fred gave the football to Jeff.  Question: What does Habakkuk Muckle","Who did Fred give the football to? "
"Bill","A) Bill B) Georgette C) Hebe D) Jerome  Question: Who did","Who did Mary give the milk to? "
"Jeff","Mary went back to the hallway. As they footed slowly along the winding path, Flounce,","Who did Fred give the milk to? "
"milk","(1) The milk. (2) The cream. (3) The butter. (4","What did Mary give to Fred? "
"Fred","Mary  Question: Who","Who received the milk? "
"apple","What did she do with the apple? What did she do with the apple? What did she do","What did Mary give to Jeff? "
"apple","What did Jeff give to Mary? What did Fred give to Mary? What did Mary give to Fred","What did Mary give to Jeff? "
"apple","What did Bill give to Mary? What did Mary give to Jeff? What did Jeff give to Fred","What did Fred give to Bill? "
"Jeff","Bill or Jeff?  Answer: Bill  Question: Who sang a hymn to Eli","Who gave the milk to Fred? "
"Fred","Answer: The devil. Question: Who gave the apple to Eve? Answer: The devil.","Who gave the apple to Mary? "
"Jeff","""Well, Smith, I judge by your brief answer that you are discomposed with this matter","Who received the football? "
"Jeff","A. Jeff B. Fred C. Charles D. Jeff","Who did Mary give the football to? "
"milk","What did Bill give to Mary? What","What did Mary give to Bill? "
"Bill","A. The baby B. The dog C. The cat D. The horse  giving the","Who did Mary give the milk to? "
"milk","(1)  Answer: The milk  Question: What did Bill give to Mary? (1)","What did Mary give to Bill? "
"apple","(line 7)  Answer: The apple. 7. Question: What did Bill give to","What did Fred give to Mary? "
"Mary","(1) Fred, (2) Bill, (3) Jeff, (4) Mary","Who received the football? "
"apple","What did Bill give to Fred?  Answer: Fred gave Bill a green-goods man. Bill gave","What did Fred give to Bill? "
"Jeff","Answer: Mary passed the apple to Jeff.  Question: Who was the ""squire","Who received the apple? "
"Bill","Bill  Question: What","Who did Mary give the football to? "
"Fred","What did he do with it? What","Who gave the milk to Jeff? "
"Mary","Answer: The cows.  Question: Who","Who received the milk? "
"Mary","Answer: Mary. Question: Who passed the milk? Answer: Fred. Question: Who passed the","Who gave the milk? "
"milk","What did Jeff do? What","What did Bill give to Mary? "
"milk","What did Bill give to Jeff? Answer: Jeff gave Bill a","What did Jeff give to Bill? "
"football","What did Fred give to Jeff?  Answer: Fred gave the football to Jeff, and Jeff gave","What did Jeff give to Fred? "
"Mary","Who was the winner? Who was the loser? Who was the referee? Who was the umpire","Who gave the football? "
"Mary","A) Zebehr B) Fadhalla C) Colonel Stewart D) Colonel de Coet","Who gave the apple to Bill? "
"Fred","Mary. Why is a man like a letter? Because he is always first in the race. Why","Who received the apple? "
"Mary","(I'm not sure if this is a reference to a child or a dog.)  Question: Who","Who gave the milk to Bill? "
"milk","A. A glass of milk B. A glass of water C. A glass of","What did Mary give to Jeff? "
"Mary","Jeff or Mary?  Question: Who took the milk? Jeff or Mary?  Question: Who dropped the","Who gave the milk? "
"Fred","Fred Answer: Fred gave the apple to Mary.  Question: Who moved to the office? Bill","Who gave the apple to Mary? "
"football","Answer: The apple","What did Bill give to Mary? "
"apple","( ) apple ( ) milk ( ) football  Answer: apple  Question: What did Mary discard","What did Fred give to Mary? "
"apple","What did Mary do? What did Bill do? What did Fred do? What","What did Fred give to Bill? "
"Jeff","Fred or Jeff?  Answer: Fred. Fred was","Who gave the milk? "
"Bill","(page 1)  Answer: Bill  Question: What did Miss Trotter do when she found","Who did Mary give the apple to? "
"Fred","A) Fred B) Bill C) Jeff D) Mary  Question: Who tore up the track","Who gave the football to Mary? "
"milk","What did Owen think about the killings? What","What did Mary give to Fred? "
"milk","What did Mary give to Fred? What did Fred give to Mary? What did Mary give to Fred","What did Fred give to Mary? "
"Mary","Who was the","Who gave the football? "
"Fred","A","Who received the apple? "
"Mary","Who","Who gave the apple? "
"Fred","A. Fred B. Bill C. Gordon D. Campbell  Answer: A. Fred","Who gave the apple to Bill? "
"apple","(line 1, page 5)  Answer: The apple. Fred gave the apple to Bill","What did Fred give to Bill? "
"Fred","Answer: Fred. Question: Who gave the apple? Answer: Bill. Question: Who travelled to","Who received the apple? "
"Fred","Fred or Jeff?  Answer: Fred received the milk.  Question: Who gave the milk? Jeff or","Who received the milk? "
"Mary","Mary.","Who received the football? "
"apple","What did Mary give to Bill? What did Bill give to Mary? What did Mary give to Bill","What did Bill give to Mary? "
