"target","output","question"
"Bill","Answer: Bill Answer: Bill Answer: Bill Answer: Bill Answer: Bill","Who did Mary give the milk to? "
"Fred","Answer: Fred Okay, let's try to figure out who gave the apple to Mary based","Who gave the apple to Mary? "
"apple","Answer:  apple Okay, let's see. The user is asking what Fred gave to Bill","What did Fred give to Bill? "
"football","Answer: Answer: football Answer: football Answer: football Answer: football Answer","What did Jeff give to Fred? "
"football","Answer: Answer: football Answer: football Answer: football Answer: football Answer","What did Bill give to Mary? "
"Mary","Answer: Bill Okay, let's try to figure out who gave the football based on the","Who gave the football? "
"apple","Answer: apple Okay, let's try to figure out what the answer is here. So","What did Bill give to Mary? "
"Mary","Answer: Fred Okay, let's try to figure out who received the football based on the","Who received the football? "
"Jeff","Answer: Mary <context> Dey wuz heah a'most two hours, I","Who received the apple? "
"apple","Answer: apple Okay, let's try to figure out the answer to the question: ""","What did Mary give to Bill? "
"football","Answer: football Okay, let's tackle this question. The user provided a context from a","What did Jeff give to Mary? "
"Fred","Answer: Fred Okay, let's see. I need to figure out who Bill gave the","Who did Bill give the milk to? "
"Fred","Answer: Mary <context> Instantly, all saw the weaker blade fly wide, the","Who gave the milk? "
