target,output,question
Jeff,"Fred
Question: Who did Fred give the football to? Fred
Question: Who did Fred give",Who did Fred give the football to? 
Bill,"Fred
Question: Who did Mary give the milk to? Fred",Who did Mary give the milk to? 
Jeff,"Pauline
and Pauline. ""I'm afraid you've robbed yourself,"" she told Pauline",Who did Fred give the milk to? 
milk,"milk.
Jeff got the milk there. How are you to get free, that's the question now",What did Mary give to Fred? 
Fred,"Fred.
Subject: What was the cause? Mary
passed the milk to Fred. The milk to",Who received the milk? 
apple,"garden
Question: What did Mary give to Jeff? garden
Question: What did Mary give to",What did Mary give to Jeff? 
apple,"milk
Question: What did Mary give to Jeff? milk
Question: What did Mary give to",What did Mary give to Jeff? 
apple,"Mary
journeyed to the hallway. I
would throw the English education of the people more",What did Fred give to Bill? 
Jeff,"Mary
Answer: Who drank the milk? Fred
Question: Who drank the milk? Fred",Who gave the milk to Fred? 
Fred,Fred,Who gave the apple to Mary? 
Jeff,"Miller.
Question: Who brought the food? Miller.
Question: Who gave the advice? Kate.",Who received the football? 
Jeff,"Bill
Bill: Mary give the football to me, Bill. Mary give the football to me,",Who did Mary give the football to? 
milk,"milk
Said Fred to Mary, who said to Bill? milk
Said Mary to Fred",What did Mary give to Bill? 
Bill,"Fred
Question: Who did Mary give the milk to? Fred
Question: Who did Mary give",Who did Mary give the milk to? 
milk,"milk
Topic: milk
Context: yard
Subject: cart
Topic: cart
Context:",What did Mary give to Bill? 
apple,"apple
Question: What did Mary give to Fred? apple
Question: What did Mary give to",What did Fred give to Mary? 
Mary,"Mary. And yet,"" she cried, ""if you are going to say,--that Clarence has",Who received the football? 
apple,"A coat
Question: What did Fred give to Bill? A coat
Question: What did Fred",What did Fred give to Bill? 
Jeff,Fred,Who received the apple? 
Bill,"Tracy this morning.

Question: Who did Mary give the football to? Tracy this morning.

Question:",Who did Mary give the football to? 
Fred,Fred,Who gave the milk to Jeff? 
Mary,"""I am the steward,"" said Gabriel, ""to whom I
see for some moments after the",Who received the milk? 
Mary,Fred,Who gave the milk? 
milk,"a book
Question: What did Mary give to Bill? a book
Question: What did Mary",What did Bill give to Mary? 
milk,"a
Question: What did Jeff give to Bill? a
Question: What did Jeff give to",What did Jeff give to Bill? 
football,"Fred
a handkerchief and a glove a short
distance from Hampton--just as I struck",What did Jeff give to Fred? 
Mary,"Smith
Answer: I'm compiling a book on--Blaisdell family. I'm compiling",Who gave the football? 
Mary,"Fred
Question: Who gave the apple to Bill? Fred
Question: Who gave the apple to",Who gave the apple to Bill? 
Fred,"Fred
Question: Who gave the apple? General Schoepf
Question: Who received the apple",Who received the apple? 
Mary,Mary,Who gave the milk to Bill? 
milk,"milk
Question: What did Mary give to Jeff? milk
Question: What did Mary give to",What did Mary give to Jeff? 
Mary,"Jeff.
Question: What took the milk? Harry.
Question: Who took the milk? Jeff.",Who gave the milk? 
Fred,"Bill
Question: Who gave the apple to Mary? Bill",Who gave the apple to Mary? 
football,milk,What did Bill give to Mary? 
apple,apple,What did Fred give to Mary? 
apple,milk,What did Fred give to Bill? 
Jeff,Fred,Who gave the milk? 
Bill,"Fred.
Question: Who did Mary give the apple to? Fred.
Question: Who did Mary give",Who did Mary give the apple to? 
Fred,"Fred
Question: Who is here, and the family is in possession of the fact?"" ""I",Who gave the football to Mary? 
milk,"milk
I think, generally, more completion is permitted (though this often
because more was possible",What did Mary give to Fred? 
milk,"a ring
Question: What did Fred give to Mary? a ring
Lombardic sculpt",What did Fred give to Mary? 
Mary,The General. “What did you say to him?” “I told him what I thought of him,Who gave the football? 
Fred,"garden
subject: The door of the hallway, or even as the
sweep of the tim",Who received the apple? 
Mary,"Mary
Question: Who bought the apple? Mary",Who gave the apple? 
Fred,Mary,Who gave the apple to Bill? 
apple,"Fred: Bill, I give you a dollar. Bill: Fred, I take a dollar. Fred",What did Fred give to Bill? 
Fred,Fred,Who received the apple? 
Fred,"Eric
Question: Who gave the milk? Lauretta
Question: Who was the milkman",Who received the milk? 
Mary,"football
Who received the football? football
Who received the football? football
Who received the football",Who received the football? 
apple,apple,What did Bill give to Mary? 
apple,"milk
Question: What did Mary give to Fred? milk
Question: What did Mary give to",What did Mary give to Fred? 
apple,"milk there. To these are added a supplementary list of less important authors and their chief works, as",What did Fred give to Bill? 
apple,Fred gave Bill a apple. Bill gave Fred a apple. Fred gave Bill a apple. Bill gave,What did Fred give to Bill? 
milk,"milk
Question: What was the evening of the 23d of December, 1851?",What did Jeff give to Fred? 
Mary,"Mary
Topic: Politics
session: 21
The Holy See. Do not suppose that the",Who received the milk? 
Jeff,Fred,Who gave the football? 
Bill,"Bill.
Question: Who gave the football to Fred? Bill.
Question: Who gave the football to",Who gave the football to Fred? 
Mary,"""It looks that way,"" said the sprite, ""and it is for that very reason that I",Who received the football? 
Mary,"Mary.
Question: Who was the first that
saw the hut? Mary.
Question: Who",Who gave the football to Fred? 
Jeff,"Jeff.
Question: Who did Jeff give the milk to? Bill.
Question: Who did Bill give",Who did Bill give the milk to? 
Fred,Jeff gave the football to Jeff. Jeff gave the football to Jeff. Jeff gave the football to Jeff,Who gave the football to Jeff? 
Jeff,Mary,Who gave the apple to Fred? 
Bill,"Bill.
Question: What passed the milk? Jeff.
Question: What is the milk? Bill.",Who received the milk? 
Jeff,Mary,Who did Bill give the apple to? 
milk,"Tom? Mary
Question: What did Mary give to Fred? Tom? Mary
Question: What",What did Mary give to Fred? 
Jeff,"Mary
Hattie--"" Well, I don't think it would have hurt you any to",Who received the apple? 
Jeff,Jeff,Who gave the apple to Bill? 
apple,milk,What did Mary give to Fred? 
Bill,"Mary
Question: Who did Fred give the apple to? Mary",Who did Fred give the apple to? 
Jeff,"Mary
Hopper found no suitable answer to this, for he made none. He continued to glance",Who gave the apple? 
Bill,Bill. [_Shaking the cards out of his hat._] You can take them back to the,Who gave the milk to Fred? 
Bill,"Jeff
Question: Who did Jeff give the football to? Jeff
Question: Who did Jeff give",Who did Jeff give the football to? 
Fred,"Fred
Answer: Fred gave the milk
Question: Who gave the milk? Fred
Answer:",Who gave the milk? 
apple,milk,What did Mary give to Bill? 
Jeff,Fred,Who received the milk? 
Bill,"Mary
Question: Who did Fred give the milk to? Mary
Question: Who did Fred give",Who did Fred give the milk to? 
Bill,"Mary.
Answer: Mary gave the apple.
Question: Who gave the apple? Mary.
Answer:",Who gave the apple? 
Jeff,garden,Who gave the apple? 
Fred,"Fred. How gently you murmured, 'Do not draw away, darling; say that you love",Who received the football? 
football,"milk
Question: What did Mary give to Fred? milk
Question: What did Mary give to",What did Mary give to Fred? 
Mary,"Mary
Question: What did Jeff give the apple to? Mary
Question: Who did Jeff give",Who did Jeff give the apple to? 
football,milk,What did Jeff give to Mary? 
Mary,"Beaubien
and the girl. The Beaubien was not free. Night after night her",Who received the milk? 
milk,"milk
Question: What did Mary give to Fred? milk",What did Mary give to Fred? 
Mary,"Fred
Question: Who took the milk? Jennie
Question: Who got the child? Lester",Who gave the milk? 
Bill,"Mary
The milk to Mary? Mary
The milk to Mary? Mary
The milk to Mary",Who gave the milk to Mary? 
Mary,"Mary
Answer: Mary received the football.",Who received the football? 
Fred,"Fred
Question: Who gave the apple? Fred",Who gave the apple? 
milk,"apple
Question: What did Fred give to Bill? apple",What did Fred give to Bill? 
Fred,"Fred.'s, had only touched for a time. Soon they would be separated by as wide a",Who did Bill give the milk to? 
Jeff,"Fred
Question: How did the apple? there
Question: What is the apple? there",Who gave the apple? 
Fred,Mary,Who did Bill give the apple to? 
Bill,"Bill.
Question: Who gave the football to Jeff? Bill.
Question: Who gave the football to",Who gave the football to Jeff? 
Bill,"Fred
P. Barlee, Esq., the actual governor of British Honduras, has assured me",Who did Jeff give the apple to? 
milk,"milk
Question: What did Mary give to Bill? milk
Question: What did Mary give to",What did Mary give to Bill? 
Mary,"Mary
Question: Who did Bill give the milk to? Mary
Question: Who did Bill give",Who did Bill give the milk to? 
Mary,Mary,Who gave the milk to Jeff? 
Fred,"Fred. Mary. ""That settles it,"" he said, throwing off his coat. ""That is",Who gave the milk? 
Bill,"Mary
Mary: Milk
Mary: Milk
Mary: Milk
Mary: Milk
Mary:",Who received the milk? 
Fred,"Mary
Question: Who gave the football? Mary",Who gave the football? 
