target,output,question
Jeff,Answer,Who did Fred give the football to? 
Bill,Answer,Who did Mary give the milk to? 
Jeff,"(Monday, the the the the take the take the take the take the take the take the take",Who did Fred give the milk to? 
milk,"(200, the take the take the take the take the take the take the take the take the",What did Mary give to Fred? 
Fred,"(200, the take the take the take the take the take the take the take the take the",Who received the milk? 
apple,"(2006, the",What did Mary give to Jeff? 
apple,"(2006, the",What did Mary give to Jeff? 
apple,"(2013, the take the take the take the take the take the take the take the take",What did Fred give to Bill? 
Jeff,"(2005, the",Who gave the milk to Fred? 
Fred,"(2007, and the",Who gave the apple to Mary? 
Jeff,Answer,Who received the football? 
Jeff,Answer,Who did Mary give the football to? 
milk,Answer,What did Mary give to Bill? 
Bill,Answer,Who did Mary give the milk to? 
milk,(2006,What did Mary give to Bill? 
apple,"(2006, the",What did Fred give to Mary? 
Mary,Answer,Who received the football? 
apple,(2007,What did Fred give to Bill? 
Jeff,"(200, the to the take the take the take the take the take the take the take the",Who received the apple? 
Bill,Answer,Who did Mary give the football to? 
Fred,(2007,Who gave the milk to Jeff? 
Mary,Answer,Who received the milk? 
Mary,Answer,Who gave the milk? 
milk,"(200, the the take the take the take the take the take the take the take the take",What did Bill give to Mary? 
milk,"(2007, the",What did Jeff give to Bill? 
football,(2007,What did Jeff give to Fred? 
Mary,Answer,Who gave the football? 
Mary,"(2007, and the",Who gave the apple to Bill? 
Fred,"(2007, the the the to the the take the take the take the take the take the",Who received the apple? 
Mary,"(2007, and the",Who gave the milk to Bill? 
milk,"(2006, the the the take the take the take the take the take the take the take",What did Mary give to Jeff? 
Mary,"Answer, the the the the take the take the take the take the take the take the take the",Who gave the milk? 
Fred,"(200, the",Who gave the apple to Mary? 
football,"(2003, the the take the take the take the take the take the take the take the",What did Bill give to Mary? 
apple,"(2003, the",What did Fred give to Mary? 
apple,(2007,What did Fred give to Bill? 
Jeff,Answer,Who gave the milk? 
Bill,(2003,Who did Mary give the apple to? 
Fred,"Answer, the",Who gave the football to Mary? 
milk,(2007,What did Mary give to Fred? 
milk,Answer,What did Fred give to Mary? 
Mary,Answer,Who gave the football? 
Fred,Answer,Who received the apple? 
Mary,Answer,Who gave the apple? 
Fred,Answer,Who gave the apple to Bill? 
apple,"(200, the take the take the take the take the take the take the take the take the",What did Fred give to Bill? 
Fred,"(200, the take the take the take the take the take the take the take the take the",Who received the apple? 
Fred,Answer of the the the the the take the take the take the take the take the take the take,Who received the milk? 
Mary,"(2005, the",Who received the football? 
apple,(2003,What did Bill give to Mary? 
apple,(2003,What did Mary give to Fred? 
apple,"(2007, the",What did Fred give to Bill? 
apple,(2003,What did Fred give to Bill? 
milk,(2007. The the,What did Jeff give to Fred? 
Mary,"(200, the to the take the take the take the take the take the take the take the",Who received the milk? 
Jeff,Answer,Who gave the football? 
Bill,Answer,Who gave the football to Fred? 
Mary,Answer,Who received the football? 
Mary,"Answer, the",Who gave the football to Fred? 
Jeff,Answer of the the the the the take the take the take the take the take the take the take,Who did Bill give the milk to? 
Fred,(2005,Who gave the football to Jeff? 
Jeff,"(200, the take the take the take the take the take the take the take the take the",Who gave the apple to Fred? 
Bill,"Answer, the the the the the take the take the take the take the take the take the take",Who received the milk? 
Jeff,"(200, the take the take the take the take the take the take the take the take the",Who did Bill give the apple to? 
milk,Answer,What did Mary give to Fred? 
Jeff,Answer,Who received the apple? 
Jeff,"Answer, the the the take the take the take the take the take the take the take the take",Who gave the apple to Bill? 
apple,"(2007, and the",What did Mary give to Fred? 
Bill,(2007,Who did Fred give the apple to? 
Jeff,Answer,Who gave the apple? 
Bill,Answer,Who gave the milk to Fred? 
Bill,"(2007, the the the the take the take the take the take the take the take the",Who did Jeff give the football to? 
Fred,"Answer, the",Who gave the milk? 
apple,"(2007, and the",What did Mary give to Bill? 
Jeff,Answer,Who received the milk? 
Bill,"(2006, the",Who did Fred give the milk to? 
Bill,"(200, the to the take the take the take the take the take the take the take the",Who gave the apple? 
Jeff,Answer,Who gave the apple? 
Fred,"Answer, the take the take the take the take the take the take the take the take the take",Who received the football? 
football,"(200, the take the take the take the take the take the take the take the take the",What did Mary give to Fred? 
Mary,Answer,Who did Jeff give the apple to? 
football,Answer,What did Jeff give to Mary? 
Mary,Answer,Who received the milk? 
milk,"(2003, the",What did Mary give to Fred? 
Mary,Answer of the,Who gave the milk? 
Bill,Answer,Who gave the milk to Mary? 
Mary,Answer,Who received the football? 
Fred,Answer of the,Who gave the apple? 
milk,"(2006, the",What did Fred give to Bill? 
Fred,"Answer, the",Who did Bill give the milk to? 
Jeff,"Answer, the",Who gave the apple? 
Fred,Answer,Who did Bill give the apple to? 
Bill,Answer,Who gave the football to Jeff? 
Bill,(2003,Who did Jeff give the apple to? 
milk,"(2007, and the",What did Mary give to Bill? 
Mary,Answer,Who did Bill give the milk to? 
Mary,Answer,Who gave the milk to Jeff? 
Fred,"Answer, the",Who gave the milk? 
Bill,"(200, the take the take the take the take the take the take the take the take the",Who received the milk? 
football,"(200, the the take the take the take the take the take the take the take the take",What did Mary give to Bill? 
